system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,formacaoCampestre,formacaoFlorestal,formacaoSavanica,lavouras,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mb_evi2_median,mb_evi2_median_dry,mb_evi2_median_wet,mb_ndvi_median,mb_ndvi_median_dry,mb_ndvi_median_wet,mb_savi_median,mb_savi_median_dry,mb_savi_median_wet,mosaicoDeUsos,natural,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,silvicultura,slope,soc,spi,year,.geo
14_00000000000000001014_0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,9,1,10.436313,27.710049,36.97824,36.788803,26.35305,9.743845,0,0,5,0,0,4,6,1972,0,133,10,43.49,0,15.42,4.26,142,100,53,5.33,-4,4,68.5,ctb0064-8907,-1,236,1520,20,0,0,0,0,1,0,0,1,0,0,0,0,18.16848759889409,64.35887783487057,17.472634566235342,13055,12634,13341,14877,14036,15600,13156,12744,13441,0,20,12,4,0,169,0,0,55,0,11,0,4,155,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.788840577839366,-10.436312560551162]}"
14_00000000000000001026_0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,1,4,1,10.863731,28.259167,37.50224,37.144802,26.4419,9.557165,0,0,8,0,0,2,16,1972,20,134,8,63.07,0,14.82,2.98,115,107,37,3.03,34,-3,83.9,ctb0064-8953,2,11,2734,0,0,0,0,0,1,1,0,0,0,0,0,0,39.955060185430234,30.49040164949241,29.55453816507736,14066,12644,14066,16275,14437,16275,14094,12770,14094,0,0,19,1,0,136,20,0,52,0,8,0,2,217,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.14484292493593,-10.86373097273523]}"
14_0000000000000000102d_0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,9,1,10.73087,28.185963,37.504196,37.22565,26.57912,9.712679,0,0,2,0,0,3,14,1972,20,133,38,63.07,0,14.82,2.98,142,70,55,3.03,-2,-8,83.9,ctb0064-8987,1,26,3575,0,0,0,0,0,1,0,0,1,0,0,0,0,31.473735992009743,48.4477091539838,20.07855485400645,11900,12998,11900,16409,14569,16409,12095,13094,12095,0,0,12,0,0,172,20,-1,54,0,7,0,1,172,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.22569130050669,-10.730870142213952]}"
14_00000000000000001044_0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,6,0,10.280544,27.851439,37.364735,37.32995,26.898127,10.153384,0,0,1,0,0,18,12,1972,20,137,5,9.59,0,5.85,1.25,212,81,66,1.6,-15,-10,18.28,ctb0064-9048,3,195,3620,0,0,0,0,0,1,0,0,1,0,0,0,0,19.98443467855711,57.85881864722436,22.15674667421853,15539,11634,15569,17319,12817,17379,15335,11758,15361,0,0,12,-2,0,167,20,0,61,0,10,0,4,144,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.329985704992964,-10.280544690284838]}"
14_00000000000000001046_0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,10.522551,28.192127,37.711773,37.590008,26.998781,10.077459,0,0,1,0,0,24,6,1972,20,136,6,9.59,0,5.85,1.25,175,91,59,1.6,-2,-12,18.28,ctb0064-9059,6,205,4443,0,0,0,0,0,1,0,0,1,0,0,0,0,28.643534195699942,46.30105892195143,25.05540688234863,12774,11526,12774,14743,12805,14743,12883,11650,12883,20,0,15,-6,0,160,0,0,62,0,25,0,9,164,1,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.59004797974556,-10.522550827826635]}"
14_0000000000000000104b_0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,10.772372,28.668768,38.2813,38.103935,27.313967,10.124034,0,0,1,0,1,24,13,1972,20,138,4,9.59,0,5.85,1.25,196,71,70,1.6,12,-11,18.28,ctb0064-9092,-2,304,4696,0,0,0,0,0,1,0,0,1,0,0,0,0,17.9829733605906,58.83979906756519,23.17722757184421,14747,12187,14747,16019,13316,16019,14641,12301,14641,0,0,11,0,0,159,20,0,63,0,7,0,2,166,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.10397415379035,-10.772372308340273]}"
14_0000000000000000105a_0,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,3,1,10.962366,28.382477,37.617397,37.22026,26.45664,9.510676,0,0,7,0,0,1,10,1972,20,130,6,12.54,0,25.59,0.13,108,90,66,1.52,8,-19,39.79,ctb0064-9134,1,52,7823,0,0,0,0,0,1,1,0,0,0,0,0,0,29.106388390794447,45.273195782528184,25.620415826677373,13265,12804,13265,14609,14365,14609,13331,12912,13331,0,0,12,7,0,192,20,1,53,0,18,0,8,142,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.22030140880197,-10.962365990931552]}"
14_00000000000000001085_0,0,1,0,0,0,0,0,13,0,1,0,0,0,0,0,2,1,1,10.770486,28.094675,37.312347,36.979332,26.34694,9.553195,0,0,7,0,0,1,24,1972,20,128,13,63.07,0,14.82,2.98,122,72,46,3.03,0,0,83.9,ctb0064-9645,0,7,3604,0,0,0,0,0,1,0,0,1,0,0,0,0,33.59930920601437,36.449399195386505,29.951291598599127,13956,12471,12562,0,13956,14674,12471,12591,12703,0,0,14,-1,0,148,20,0,53,0,4,0,1,253,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.97937324960112,-10.770485846243623]}"
14_00000000000000001090_0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,9.851509,27.676266,37.47457,37.711285,27.444756,10.716787,0,0,4,0,1,27,5,1972,20,137,4,9.59,0,5.85,1.25,214,97,74,1.6,0,-7,18.28,ctb0064-9677,0,202,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,19.985561727146624,59.70446508241366,20.309973190439713,11857,11695,11857,12783,12636,12934,11976,11808,11976,0,0,10,3,0,179,20,-1,65,0,8,0,3,155,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.7113205431017,-9.851509310589353]}"
14_000000000000000012e0_0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,4,1,22.921188,41.7671,48.931793,43.29274,25.595913,2.3083115,0,0,1,0,0,11,2,1972,20,122,6,141.1,0,33.16,2.98,128,57,36,3.41,-56,-31,180.64,ctb0574-GB-61,-12,380,4513,0,0,0,0,1,0,0,1,0,0,0,1,0,28.768805359458455,56.81108599774183,14.420108642799722,13016,12047,14170,15159,13924,16981,13130,12194,14210,0,0,15,-15,0,148,20,22,56,0,68,0,20,245,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.292822897921525,-22.921188210772684]}"
14_00000000000000001413_0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,4,1,10.849987,28.241438,37.485268,37.133213,26.438921,9.563096,0,0,8,0,0,5,17,1972,20,92,9,63.07,0,14.82,2.98,118,83,62,3.03,-30,-16,83.9,ctb0607-PERFIL-25,3,12,2754,0,0,0,0,0,1,1,0,0,0,0,0,0,34.14455058592293,31.43281643131022,34.42263298276686,12615,12418,12511,14901,13481,15019,12750,12518,12662,0,0,16,1,0,157,20,3,53,0,10,0,3,250,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.13325465777079,-10.849986748888202]}"
14_00000000000000001423_0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,4,1,11.33346,28.895185,38.13314,37.59998,26.594574,9.384549,0,0,4,0,0,2,7,1972,20,134,7,63.07,0,14.82,2.98,115,113,42,3.03,41,9,83.9,ctb0607-PERFIL-42,1,111,2891,0,0,0,0,0,1,0,0,1,0,0,0,0,21.761785127268976,65.90679618079982,12.331418691931207,14507,13861,14723,16169,15455,16408,14453,13883,14643,20,0,12,0,0,139,0,-15,55,0,26,0,3,178,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.60001927939929,-11.333460034801327]}"
14_00000000000000001429_0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,2,3,1,10.283239,27.541527,36.838154,36.71658,26.368805,9.838837,0,0,8,0,0,4,11,1972,20,131,9,78.54,0,18.46,2.98,171,96,60,3.77,6,-3,103.74,ctb0607-PERFIL-48,0,4,2250,0,0,0,0,0,1,0,0,1,0,0,0,0,18.17535852100867,56.41451158237817,25.410129896613164,10391,9197,11585,11061,8517,13605,10405,9076,11734,0,0,15,0,0,159,20,-1,55,0,2,0,0,211,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.71661602899616,-10.283239636137196]}"
14_0000000000000000143b_0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,3,1,10.316657,27.621187,36.941223,36.81656,26.437853,9.860968,0,0,6,0,0,11,6,1972,20,136,8,55.88,0,11.7,2.98,185,118,56,2.68,6,4,73.24,ctb0607-PERFIL-66,1,38,1540,0,0,0,0,0,1,0,0,1,0,0,0,0,16.16344960469353,63.64955266754857,20.186997727757905,17036,17036,17036,18334,18334,18334,16503,16503,16503,0,0,10,0,0,166,20,2,57,0,7,0,2,154,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.81659852011866,-10.316656964706443]}"
14_0000000000000000144d_0,0,1,0,0,0,1,0,17,0,0,0,0,0,0,0,0,10,1,10.900113,28.4883,37.855255,37.533413,26.757872,9.723666,0,0,3,0,0,6,5,1972,20,133,23,12.54,0,25.59,0.13,153,79,52,1.52,4,-10,39.79,ctb0607-PERFIL-9,0,179,3604,0,0,0,0,0,1,0,0,1,0,0,0,0,18.107528149380155,66.7016653820691,15.190806468550749,13332,12715,14372,16504,13954,16694,13426,12812,14369,0,0,12,2,0,160,20,1,54,0,6,0,2,157,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.53345411684604,-10.90011274174207]}"
14_00000000000000001451_0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,7,1,10.550039,27.89848,37.189228,36.966667,26.448254,9.736496,0,0,6,0,0,3,7,1972,20,137,18,78.54,0,18.46,2.98,131,111,47,3.77,22,18,103.74,ctb0607-PERFIL-93,1,16,6499,0,0,0,0,0,1,0,0,1,0,0,0,0,20.656678721219983,48.14783494873997,31.19548633004005,16814,11617,16814,18435,12629,18435,16349,11734,16349,0,0,13,0,0,157,20,0,54,0,3,0,1,195,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.96670700409503,-10.550039275520692]}"
14_00000000000000001455_0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,1,5,1,10.933261,28.33863,37.570805,37.183342,26.439676,9.516934,0,0,8,0,0,5,10,1972,20,133,8,12.54,0,25.59,0.13,108,120,57,1.52,-40,-25,39.79,ctb0607-PERFIL-98,9,72,7849,0,0,0,0,0,1,1,0,0,0,0,0,0,24.6128479150486,38.73717816682888,36.649973918122505,14086,12637,12784,0,14086,14240,12637,12748,12888,20,0,13,4,0,170,0,12,51,0,28,0,10,167,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.183380650624656,-10.93326057572608]}"
14_0000000000000000161f_0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,1,1,1,25.470337,47.19757,55.70171,49.650375,29.770557,3.3504157,0,0,0,0,0,3,2,1972,20,96,39,0.72,0,4.64,0.78,162,55,63,2.85,-29,-13,8.99,ctb0631-PC-93,-4,1179,5102,0,0,0,0,1,0,0,1,0,0,0,0,1,58.159239432997175,16.60651023688106,25.234250330121768,12003,12013,12600,13667,13184,14515,12143,12131,12730,20,0,26,-2,0,184,0,2,50,0,13,0,4,312,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.650469658220615,-25.47033749251865]}"
14_00000000000000001621_0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,1,26.600328,49.24943,58.101795,51.770485,31.020206,3.4569964,0,0,0,0,0,7,1,1972,20,97,79,0.72,0,4.64,0.78,199,50,49,2.85,-16,-12,8.99,ctb0631-PC-99,0,1214,11197,0,0,0,0,1,0,0,1,0,0,0,0,1,58.88288751974068,8.627454513024121,32.489657967235196,13002,12378,14591,15307,13993,17023,13128,12506,14564,0,0,31,0,0,180,20,5,48,0,8,0,1,319,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.77058356027109,-26.600328288412594]}"
14_00000000000000001629_0,0,0,0,0,0,0,0,56,0,0,0,0,0,1,0,0,3,1,24.230392,47.84579,57.97126,53.02041,33.302464,6.133159,0,0,1,0,0,3,1,1972,20,121,6,108.3,0,25.45,2.98,164,30,52,5.42,-7,-11,142.14,ctb0631-Perfil-16,0,458,2568,0,0,0,20,1,0,0,1,0,0,0,1,0,68.17649249842923,15.487338484455455,16.33616901711532,11733,10937,14111,13321,11860,16444,11871,11035,14091,0,0,20,4,0,200,0,0,58,0,9,0,4,221,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.020499446595,-24.230392905848472]}"
14_00000000000000001630_0,0,0,0,0,0,0,0,82,0,1,0,0,0,0,0,0,2,1,24.520369,48.049564,58.041393,52.930397,33.077377,5.8377447,0,0,1,0,0,2,1,1972,20,118,6,75.1,0,17.65,2.98,206,50,56,3.76,-18,-6,99.48,ctb0631-Perfil-22,1,521,4441,0,0,0,20,1,0,0,1,0,0,0,1,0,65.28059691834045,13.044874099989649,21.6745289816699,11554,10776,15765,13201,11547,16717,11676,10858,15465,0,0,25,-3,0,193,0,2,54,0,9,0,3,243,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.93048825512622,-24.520369079562254]}"
14_0000000000000000163e_0,0,0,0,0,0,0,0,73,0,0,0,0,0,1,0,1,6,1,24.080284,47.375546,57.318184,52.35045,32.80221,5.9213285,0,0,2,0,0,5,2,1972,20,112,6,108.3,0,25.45,2.98,138,45,52,5.42,-18,-18,142.14,ctb0631-Perfil-35,0,606,5589,0,0,0,20,1,0,0,1,0,0,0,1,0,76.8287282066122,9.491732903192897,13.679538890194905,11366,10538,13695,12677,11353,16146,11491,10611,13771,0,0,23,4,0,203,0,0,50,0,10,0,4,224,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.35053590769866,-24.080284421872104]}"
14_00000000000000001643_0,0,1,0,0,0,0,0,52,0,1,0,0,0,0,0,0,1,1,22.500238,46.33627,57.056213,52.98053,34.14886,7.602079,0,0,3,0,0,4,9,1972,20,118,5,58.05,0,11.9,2.98,140,64,47,5.24,-15,-5,78.16,ctb0631-Perfil-4,0,241,3081,0,0,0,0,0,1,0,0,0,1,0,0,0,22.638636075530464,61.5620614545164,15.799302469953133,14145,13735,14311,16580,15822,17036,14177,13793,14332,20,0,16,0,0,148,0,1,55,0,2,0,0,244,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.98061424798009,-22.500237668634277]}"
14_00000000000000001644_0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,5,1,25.17039,48.481895,58.157246,52.680573,32.531456,5.151074,0,0,0,0,0,12,0,1972,20,101,87,108.3,0,25.45,2.98,169,92,37,5.42,29,6,142.14,ctb0631-Perfil-40,4,853,4477,0,0,0,0,1,0,0,1,0,0,0,0,1,60.921969105949735,8.958735420821434,30.119295473228824,13396,12519,14703,15981,15410,17412,13503,12684,14673,20,0,34,-4,0,183,0,-5,53,0,22,0,7,318,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.68066677461258,-25.170390019151146]}"
14_00000000000000001645_0,0,0,0,0,0,0,0,34,0,1,0,0,0,0,0,0,2,1,24.30046,48.05892,58.26534,53.320625,33.525204,6.2256694,0,0,2,0,0,3,2,1972,20,120,5,96.5,0,22.68,2.98,162,44,57,3.63,-20,-20,125.79,ctb0631-Perfil-41,2,396,3729,0,0,0,20,1,0,0,1,0,0,0,1,0,61.99145242568393,15.195069231047789,22.81347834326827,10732,10511,15005,11830,11386,17227,10827,10577,14910,0,0,19,-10,0,204,0,1,54,0,26,0,11,225,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.320716414547746,-24.3004614980098]}"
14_0000000000000000165c_0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,1,1,1,23.830463,47.430355,57.64729,52.880543,33.385654,6.406199,0,0,4,0,0,3,2,1972,20,121,6,96.5,0,22.68,2.98,175,34,52,3.63,-16,-10,125.79,ctb0631-Perfil-64,-3,543,1047,0,0,0,20,1,0,0,1,0,0,0,1,0,14.112197125515385,79.51028428962178,6.377518584862842,13385,12896,15724,16123,15570,18287,13498,13039,15533,0,0,22,-4,0,198,0,0,57,0,16,0,5,191,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.88063175685759,-23.830462941358466]}"
14_0000000000000000166e_0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,1,4,1,25.10032,48.523373,58.293697,52.88054,32.73924,5.3131747,0,0,1,0,0,30,1,1972,20,101,81,108.3,0,25.45,2.98,165,69,56,5.42,12,2,142.14,ctb0631-Perfil-80,0,815,6448,0,0,0,0,1,0,0,1,0,0,0,0,1,64.74891474688705,8.53074935200821,26.720335901104747,14068,12793,15271,16407,15108,17852,14115,12930,15151,0,0,26,-6,0,198,20,-2,52,0,14,0,6,313,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.88063175685759,-25.10032142698982]}"
14_00000000000000001b4d_0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,10.80013,30.5109,41.369904,41.675816,30.374296,11.918358,0,0,3,0,1,7,0,1972,20,138,4,9.59,0,5.85,1.25,175,69,82,1.6,7,-10,18.28,ctb0679-Perfil-234,-7,479,4345,0,0,0,0,0,0,0,0,0,0,0,0,0,31.24438658013699,38.18210504659498,30.573508373268027,12313,11123,14028,14008,12116,16297,12448,11227,14063,20,0,10,-2,0,210,0,4,71,0,20,0,8,106,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.675855386506385,-10.800130250619567]}"
14_00000000000000001b4e_0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,11.418081,30.929756,41.493324,41.45375,29.868593,11.273421,0,0,1,0,1,5,2,1972,20,134,4,9.59,0,5.85,1.25,246,57,85,1.6,18,-1,18.28,ctb0679-Perfil-235,-2,790,5756,0,0,0,0,0,0,0,0,0,0,0,0,0,30.847973274111855,44.30386964268298,24.848157083205166,0,0,0,0,0,0,0,0,0,20,0,15,-3,0,255,0,1,72,0,12,0,4,122,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.45379184827204,-11.418081334565386]}"
14_00000000000000001b4f_0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,10.227184,30.031872,41.102142,41.703575,30.689844,12.425648,0,0,3,0,1,4,1,1972,20,141,4,9.59,0,5.85,1.25,170,40,70,1.6,1,0,18.28,ctb0679-Perfil-236,-1,440,3452,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26026295507913,54.69003642466327,20.049700620257592,11636,11404,15057,13406,12824,17298,11779,11533,14951,20,0,9,2,0,225,0,0,69,0,7,0,3,86,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.70361332878568,-10.227184762408136]}"
14_00000000000000001b50_0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,10.33633,28.938078,39.149345,39.370293,28.625935,11.143975,0,0,3,0,1,13,9,1972,0,129,5,9.59,0,5.85,1.25,251,105,52,1.6,58,48,18.28,ctb0679-Perfil-237,1,420,2414,0,0,20,0,0,1,0,0,1,0,0,0,0,27.522911279623933,46.656005425109164,25.8210832952669,0,0,0,0,0,0,0,0,0,0,20,18,0,0,156,0,-2,68,0,5,0,1,189,42,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.37032920981363,-10.336330069428659]}"
14_00000000000000001b53_0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,10.499913,28.480347,38.220547,38.194485,27.530602,10.404645,0,0,1,0,0,17,7,1972,0,132,4,9.59,0,5.85,1.25,252,99,63,1.6,17,-4,18.28,ctb0679-Perfil-240,1,290,4928,0,0,20,0,0,1,0,0,1,0,0,0,0,36.64451704283655,35.86343781080091,27.492045146362535,0,0,0,0,0,0,0,0,0,0,20,16,1,0,186,0,0,67,0,5,0,2,184,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.194524334429595,-10.499913282666824]}"
14_00000000000000001b54_0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,10.58184,28.508337,38.190342,38.110943,27.416988,10.291601,0,0,2,0,1,19,13,1972,0,136,4,9.59,0,5.85,1.25,230,101,62,1.6,0,-15,18.28,ctb0679-Perfil-241,3,258,7018,0,0,20,0,0,1,0,0,1,0,0,0,0,33.531196554401085,34.77378989462702,31.69501355097189,14495,12455,16534,16078,14722,17435,14345,12604,16086,0,20,11,-5,0,167,0,1,66,0,18,0,6,135,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.11098101300647,-10.581839636578525]}"
14_00000000000000001b5a_0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,11.000095,30.970556,41.957893,42.240677,30.758703,12.033773,0,0,1,0,1,5,1,1972,20,136,4,9.59,0,5.85,1.25,218,39,86,1.6,-8,6,18.28,ctb0679-Perfil-253,0,474,2721,0,0,0,0,0,0,0,0,0,0,0,0,0,39.673838407308395,29.049170987847088,31.276990604844507,0,0,0,0,0,0,0,0,0,20,0,11,0,0,239,0,0,71,0,2,0,0,89,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.24071603716074,-11.000095232864574]}"
14_00000000000000001b5d_0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.590908,28.819683,39.654613,40.398148,29.8901,12.308808,0,0,2,0,1,6,0,1972,20,137,8,3.35,0,7.22,0.04,196,42,91,0.25,36,19,10.87,ctb0679-Perfil-258,0,412,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,38.824044961609424,32.38027201404749,28.795683024343088,12185,11101,14075,13408,11865,16493,12284,11200,14111,20,0,7,0,0,211,0,0,76,0,0,0,0,67,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.39818155790319,-9.590908046666279]}"
14_00000000000000001b5e_0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69089,28.88681,39.673496,40.360954,29.807194,12.203817,0,0,2,0,1,2,1,1972,20,137,8,3.35,0,7.22,0.04,208,50,88,0.25,37,5,10.87,ctb0679-Perfil-259,0,427,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,43.697025483037265,24.956468462168413,31.346506054794315,10988,10930,13663,11783,11543,16294,11082,11016,13749,20,0,8,0,0,166,0,0,75,0,2,0,0,63,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.360991305140644,-9.690890537788782]}"
14_00000000000000001b61_0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.036288,27.7059,38.2962,39.147964,29.096344,12.149805,0,0,7,0,1,5,0,1972,20,139,5,3.35,0,7.22,0.04,209,55,91,0.25,-30,0,10.87,ctb0679-Perfil-265,0,363,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,17.775377556900036,66.15869601250228,16.06592643059768,11019,10997,11429,11588,11582,12508,11106,11084,11548,20,0,8,0,0,179,0,0,69,0,1,0,0,52,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.14799617699405,-9.036288190250886]}"
14_00000000000000001b75_0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,4,0,11.59999,29.389502,38.71674,38.12037,26.906822,9.420034,0,0,1,0,0,46,7,1972,0,134,5,12.03,0,24.54,1.68,188,83,57,3.06,-13,-11,41.31,ctb0679-Perfil-293,-1,178,3289,0,0,20,0,0,1,0,0,1,0,0,0,0,17.836441694667432,46.24257879688679,35.92097950844579,15631,15631,15631,17249,17249,17249,15402,15402,15402,0,20,11,0,0,164,0,2,50,0,5,0,1,142,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.12041332348973,-11.59999017959959]}"
14_00000000000000001b78_0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,11.372807,29.679451,39.42202,39.074112,27.843391,10.10107,0,0,2,0,1,41,6,1972,0,130,4,9.59,0,5.85,1.25,256,101,69,1.6,-6,4,18.28,ctb0679-Perfil-296,2,277,2833,0,0,20,0,0,0,0,0,0,0,0,0,0,26.408314269412376,35.143828026114996,38.44785770447264,12673,12042,13305,14517,13453,15582,12790,12172,13408,0,20,10,0,0,205,0,-2,65,0,6,0,2,115,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.07415466063943,-11.372806244245762]}"
14_00000000000000001b79_0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,9.300123,27.90007,38.374832,39.083282,28.906368,11.889786,0,0,4,0,1,45,2,1972,0,137,4,9.59,0,5.85,1.25,185,71,77,1.6,29,2,18.28,ctb0679-Perfil-299,2,395,2819,0,0,20,0,0,0,0,0,0,0,0,0,0,22.25568650219163,44.913304534816604,32.83100896299175,11716,11280,13449,13399,12387,16164,11850,11396,13556,0,20,11,1,0,183,0,0,70,0,8,0,2,93,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.083317476537445,-9.300123389196791]}"
14_00000000000000001b84_0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,11.509171,29.900536,39.6668,39.27785,27.94934,10.087405,0,0,2,0,1,55,8,1972,0,133,4,9.59,0,5.85,1.25,216,96,52,1.6,-10,2,18.28,ctb0679-Perfil-316,3,347,812,0,0,20,0,0,0,0,0,0,0,0,0,0,8.63350275763933,81.47310873667621,9.89338850568445,14123,14123,14123,16549,16549,16549,14154,14154,14154,0,20,11,-1,0,164,0,0,63,0,9,0,3,144,3,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.277892567077735,-11.509170504375106]}"
14_00000000000000001b87_0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,4,3,1,13.009177,30.974766,40.063625,38.851772,26.819033,8.579396,0,0,37,0,0,2,6,1972,20,110,10,39.01,0,17.61,4.12,179,70,34,5.59,-29,-10,66.33,ctb0679-Perfil-325,1,19,8379,0,0,0,0,0,1,0,0,0,0,1,0,0,9.534382337175252,82.65305780423726,7.812559858587491,13818,13263,14374,16240,16024,16457,13873,13386,14360,20,0,17,0,0,129,0,2,46,0,5,0,1,308,0,1972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.851821627819845,-13.009177365797882]}"
