system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,latitude,lavouras,longitude,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v002,mapbiomas_sand_v002,mapbiomas_silt_v002,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
37_00000000000000001591_0,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,15,1,27.328234,49.883377,58.48485,51.785034,30.662195,2.8378637,0,0,1,0,0,7,0,1995,30,101,24,108.3,0,25.45,2.98,175,102,37,5.42,-21,-21,142.14,ctb0621-Ipira-3,0,748,6453,0,0,0,0,22328,0,16985,1,0,0,1,0,0,0,0,1,46.1440091544574,9.190686263816056,44.66530458172655,30,0,0,28,-4,0,185,0,15,50,0,23,0,0,6,290,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.78513626787384,-27.328233163134644]}"
37_00000000000000001592_0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,17,1,27.351679,49.89313,58.479156,51.764553,30.632631,2.8072567,0,0,1,0,0,11,0,1995,30,105,24,108.3,0,25.45,2.98,184,113,29,5.42,-35,-27,142.14,ctb0621-Ipira-4,-1,698,4483,0,0,0,0,22351,0,16964,1,0,0,1,0,0,0,0,1,53.453770296229344,7.474915980224006,39.071313723546645,0,0,-3,27,-10,0,162,5,9,51,0,46,0,0,15,276,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.7646546793959,-27.351679192050167]}"
37_00000000000000001593_0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,18,1,27.370005,49.927288,58.51957,51.800667,30.654385,2.8098655,0,0,1,0,0,10,2,1995,30,100,21,108.3,0,25.45,2.98,198,98,36,5.42,-23,-29,142.14,ctb0621-Ipira-5,-20,693,3078,0,0,0,0,22370,0,17000,1,0,0,1,0,0,0,0,1,37.087812975506075,17.824383754228602,45.08780327026532,30,0,-3,26,-12,0,183,0,9,51,0,62,-1,0,24,292,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.800766953817515,-27.370004823846205]}"
37_00000000000000001594_0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,19,1,27.376741,49.93048,58.518593,51.795547,30.64655,2.8014598,0,0,1,0,0,11,1,1995,30,102,20,58.14,0,11.92,2.98,189,109,41,2.79,-8,-31,75.82,ctb0621-Ipira-6,-30,691,4662,0,0,0,0,22376,0,16995,1,0,0,1,0,0,0,0,1,40.77206978091676,11.846932647394535,47.38099757168872,30,0,0,27,-7,0,184,0,4,52,0,76,0,0,33,277,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.79564655669803,-27.3767421884771]}"
37_00000000000000001598_0,0,1,0,0,0,0,0,15,1,0,0,0,0,0,0,0,13,1,27.003492,50.54714,59.914543,53.63808,32.422493,4.06065,0,0,0,0,0,8,2,1995,30,111,20,74.1,0,19.6,8.2,168,69,44,4.6,-10,-30,106.4,ctb0622-Tunápolis-2,5,324,11782,0,0,0,0,22003,30,18838,1,0,0,1,0,0,0,1,0,32.05187948252029,24.26487325555432,43.68324726192539,0,0,0,24,19,0,180,0,2,53,0,50,0,0,20,316,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.63818103595558,-27.003492187925435]}"
37_00000000000000001599_0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,10,1,26.971962,50.524937,59.90684,53.647785,32.44689,4.092728,0,0,0,0,0,13,3,1995,30,106,19,58.14,0,11.92,2.98,164,88,42,2.79,19,-20,75.82,ctb0622-Tunápolis-3,4,479,5616,0,0,0,0,21971,0,18847,1,0,0,1,0,0,0,1,0,45.186266669810635,15.120470338249575,39.69326299193979,7,0,0,29,4,0,196,0,9,51,0,23,0,0,6,348,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.64788284102407,-26.97196132145284]}"
37_0000000000000000159a_0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,18,1,26.979776,50.526997,59.902935,53.638622,32.435028,4.081337,0,0,1,0,0,15,1,1995,30,104,20,58.14,0,11.92,2.98,167,91,42,2.79,-13,-20,75.82,ctb0622-Tunápolis-4,12,399,5616,0,0,0,0,21979,30,18838,1,0,0,1,0,0,0,1,0,41.075155604727364,16.2287355680903,42.696108827182336,0,0,0,28,-7,0,186,0,6,52,0,43,0,0,15,372,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.638720025126055,-26.97977666442468]}"
37_0000000000000000159b_0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,15,1,26.99972,50.54197,59.909374,53.634308,32.421165,4.0619764,0,0,0,0,0,6,2,1995,30,111,20,74.1,0,19.6,8.2,170,80,44,4.6,-34,-23,106.4,ctb0622-Tunápolis-5,-14,312,5904,0,0,0,0,21999,0,18834,1,0,0,1,0,0,0,1,0,38.892251656869036,18.432673037371693,42.67507530575927,30,0,0,26,-2,0,176,0,12,52,0,34,0,0,15,367,2,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.63440811176228,-26.999719263732135]}"
37_0000000000000000159c_0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,18,1,26.987862,50.535328,59.90937,53.641315,32.43323,4.07575,0,0,0,0,0,13,2,1995,30,105,20,58.14,0,11.92,2.98,174,82,40,2.79,-17,-26,75.82,ctb0622-Tunápolis-6,-14,414,8897,0,0,0,0,21987,30,18841,1,0,0,1,0,0,0,1,0,29.676406889273654,19.28659319306169,51.03699991766465,0,0,0,28,-12,0,181,0,11,53,0,57,0,0,19,321,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.64141497097842,-26.987861501981758]}"
37_0000000000000000159d_0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,8,1,27.215855,49.726696,58.32628,51.667267,30.618032,2.8746448,0,0,0,0,0,3,0,1995,30,97,32,108.3,0,25.45,2.98,205,108,51,5.42,-50,-17,142.14,ctb0623-Lacerdópolis-1,1,892,5979,-2,0,0,0,22215,30,16867,1,0,0,1,0,0,0,0,1,59.86427100702514,5.9803569318958365,34.15537206107903,0,0,-4,28,-1,0,196,0,5,50,0,10,-3,0,3,302,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.66736713412577,-27.21585392109129]}"
37_0000000000000000159e_0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,11,1,27.214506,49.70496,58.2908,51.626842,30.583923,2.8552272,0,0,0,0,0,5,0,1995,30,98,31,108.3,0,25.45,2.98,191,103,44,5.42,46,-2,142.14,ctb0623-Lacerdópolis-2,-1,716,3090,0,0,0,0,22214,0,16826,1,0,0,1,0,0,0,0,1,53.153777784817414,7.747856889275198,39.09836532590739,7,0,0,28,10,0,192,0,-4,49,0,32,0,0,11,363,1,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.626942946340385,-27.214506448165114]}"
37_000000000000000015a0_0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,8,1,27.249811,49.68843,58.229435,51.534676,30.48662,2.7779233,0,0,0,0,0,6,4,1995,30,102,25,58.14,0,11.92,2.98,192,87,50,2.79,-4,-3,75.82,ctb0623-Lacerdópolis-4,2,508,4000,0,0,0,0,22249,0,16734,1,0,0,1,0,0,0,1,0,46.613347062203346,13.034201739936947,40.35245119785971,2,0,2,31,-8,0,201,0,-8,50,0,30,0,0,10,266,1,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.53477579818973,-27.249810238831014]}"
37_000000000000000015a1_0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,1,12,1,27.234718,49.694782,58.25446,51.572674,30.52701,2.810256,0,0,0,0,0,10,2,1995,7,98,34,108.3,0,25.45,2.98,180,103,37,5.42,-42,-18,142.14,ctb0623-Lacerdópolis-5,0,721,3404,0,0,0,0,22234,4,16772,1,0,0,1,0,0,0,0,1,46.70317944171802,12.560607373472244,40.73621318480974,0,0,0,28,0,0,175,0,11,51,0,24,0,0,5,285,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.572774534707975,-27.234718542057802]}"
37_000000000000000015a2_0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,11,1,27.232832,49.702213,58.26881,51.59046,30.54328,2.8209338,0,0,0,0,0,8,3,1995,30,99,36,108.3,0,25.45,2.98,178,86,43,5.42,45,-20,142.14,ctb0623-Lacerdópolis-6,3,618,6384,0,0,0,0,22232,0,16790,1,0,0,1,0,0,0,1,0,40.72855784216996,14.58154704965697,44.68989510817306,2,0,-1,28,12,0,177,0,-18,50,0,36,-1,0,14,305,1,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.59056117733354,-27.232832079961153]}"
37_000000000000000015a3_0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,11,1,27.221514,49.688904,58.25702,51.583454,30.54301,2.8271098,0,0,1,0,0,10,2,1995,30,98,34,108.3,0,25.45,2.98,183,96,55,5.42,3,-22,142.14,ctb0623-Lacerdópolis-7,9,673,5130,-1,0,0,0,22221,30,16783,1,0,0,1,0,0,0,0,1,38.07602906823871,15.153052878134476,46.77091805362681,0,0,-4,27,-16,0,191,0,6,51,0,55,-1,0,19,281,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.58355431811741,-27.221513307381247]}"
37_000000000000000015a4_0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,10,1,26.901354,49.335,57.96159,51.429573,30.573534,3.0243545,0,0,0,0,0,7,0,1995,30,94,40,108.3,0,25.45,2.98,189,84,31,5.42,-23,-29,142.14,ctb0624-Salto-Veloso-1,19,1090,8014,0,0,0,0,21901,30,16629,1,0,0,1,0,0,0,0,1,42.53365418238045,11.34503614209238,46.12130967552716,0,0,0,31,-12,0,183,0,2,51,0,68,0,0,24,384,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.42967290994774,-26.90135374012105]}"
37_000000000000000015a5_0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,11,1,26.906204,49.339584,57.964756,51.43038,30.571762,3.0205905,0,0,0,0,0,5,1,1995,30,93,39,108.3,0,25.45,2.98,190,83,29,5.42,2,-32,142.14,ctb0624-Salto-Veloso-2,30,1086,6735,0,0,0,0,21906,0,16630,1,0,0,1,0,0,0,0,1,44.229929647183305,6.346691043939644,49.42337930887705,0,0,0,31,2,0,178,30,4,53,0,75,0,0,31,367,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.430481393703445,-26.906204642655293]}"
37_000000000000000015a7_0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,4,1,26.917253,49.358425,57.986156,51.448708,30.581911,3.0204084,0,0,2,0,0,3,0,1995,30,95,36,108.3,0,25.45,2.98,185,90,30,5.42,4,1,142.14,ctb0624-Salto-Veloso-4,14,884,7590,0,0,0,0,21917,0,16648,1,0,0,1,0,0,0,0,1,50.9753903741101,9.192159592224305,39.8324500336656,0,0,0,30,5,0,172,30,-4,51,0,47,0,0,17,353,1,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.448807025499484,-26.917253920649966]}"
37_000000000000000015a8_0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,8,1,26.916716,49.366875,58.000957,51.466225,30.597263,3.029789,0,0,0,0,0,8,0,1995,30,94,36,108.3,0,25.45,2.98,201,84,46,5.42,-4,-23,142.14,ctb0624-Salto-Veloso-5,-8,1079,5586,0,0,0,0,21916,5,16666,1,0,0,1,0,0,0,0,1,49.463860037084004,5.138299223577862,45.397840739338136,0,0,0,30,-8,0,193,0,6,51,0,58,0,0,16,468,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.46632417353982,-26.916714931479493]}"
37_000000000000000015b4_0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,11,1,27.040144,49.39012,57.92345,51.30318,30.394093,2.8405533,0,0,0,0,0,4,0,1995,30,95,30,108.3,0,25.45,2.98,183,87,39,5.42,-9,-21,142.14,ctb0627-Pinheiro-Pr-07,20,836,3775,0,0,0,0,22040,0,16503,1,0,0,1,0,0,0,0,1,45.313337494883264,6.683883972455757,48.00277853266099,2,0,0,29,17,0,177,0,-3,51,0,81,0,0,28,380,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.30327994947212,-27.040143451517512]}"
37_000000000000000015b5_0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,10,1,27.051193,49.37768,57.89196,51.260063,30.351355,2.8090935,0,0,0,0,0,4,3,1995,30,98,33,108.3,0,25.45,2.98,204,69,42,5.42,-69,-24,142.14,ctb0627-Pinheiro-Pr-12,-1,771,4104,0,0,0,0,22051,30,16460,1,0,0,1,0,0,0,0,1,65.37052017677037,3.491792196819517,31.13768762641011,0,0,0,29,-7,0,177,0,7,50,0,30,0,0,8,281,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.26016081583438,-27.051192729512184]}"
37_000000000000000015bd_0,0,1,0,0,0,0,0,45,0,0,0,0,0,1,0,1,4,1,26.86012,49.808598,58.801426,52.42967,31.455345,3.5689294,0,0,1,0,0,5,1,1995,30,96,67,108.3,0,25.45,2.98,206,75,46,5.42,-1,-22,142.14,ctb0629-Xanxerê-01,9,793,6196,-5,0,0,0,21860,30,17629,1,0,0,1,0,0,0,0,1,61.29735827263666,7.406597053438429,31.29604467392491,0,0,-5,32,10,0,172,0,0,51,0,39,-6,0,13,429,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.429767315758,-26.86012106857996]}"
37_000000000000000015be_0,0,1,0,0,0,0,0,44,0,0,0,0,0,1,0,1,6,1,26.831285,49.790226,58.79765,52.442333,31.480927,3.6001973,0,0,0,0,0,3,1,1995,30,100,70,108.3,0,25.45,2.98,189,68,48,5.42,-5,-12,142.14,ctb0629-Xanxerê-02,0,697,7283,1,0,0,0,21831,30,17642,1,0,0,1,0,0,0,0,1,71.6277481056526,6.348057733640268,22.024194160707136,0,0,3,32,-9,0,187,0,-5,50,0,20,2,0,9,353,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.44243356126409,-26.83128514795973]}"
37_000000000000000015bf_0,0,0,0,0,0,0,0,48,0,0,0,0,0,1,0,1,6,1,26.803797,49.77356,58.795486,52.456078,31.50675,3.6308541,0,0,0,0,0,5,2,1995,30,103,68,108.3,0,25.45,2.98,166,55,46,5.42,-55,-22,142.14,ctb0629-Xanxerê-03,-6,716,6414,-1,0,0,0,21803,30,17656,1,0,0,1,0,0,0,0,1,73.31405228792629,3.4593474951803107,23.226600216893388,0,0,0,31,-4,0,177,0,8,50,0,25,-1,0,8,336,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.456177785111116,-26.803796700265668]}"
37_000000000000000015c0_0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,1,7,1,26.798138,49.772118,58.798405,52.46282,31.515429,3.6391551,0,0,0,0,0,6,1,1995,30,102,69,108.3,0,25.45,2.98,175,79,45,5.42,19,22,142.14,ctb0629-Xanxerê-04,-5,643,5841,0,0,0,0,21798,0,17662,1,0,0,1,0,0,0,1,0,61.92830166397316,6.824269288901539,31.247429047125298,30,0,1,32,0,0,170,0,-7,51,0,14,1,0,5,363,2,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.46291514974202,-26.79813731397572]}"
37_000000000000000015c1_0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,0,1,8,1,26.79652,49.773746,58.802685,52.468746,31.521355,3.643565,0,0,0,0,0,7,3,1995,30,102,69,108.3,0,25.45,2.98,174,44,49,5.42,14,-21,142.14,ctb0629-Xanxerê-05,-2,641,5780,0,0,0,0,21796,0,17668,1,0,0,1,0,0,0,1,0,67.51322358792729,5.408227159083405,27.07854925298931,30,0,0,32,9,0,190,0,0,50,0,24,0,0,10,361,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.468844030617205,-26.796520346464302]}"
37_000000000000000015c2_0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,0,8,1,26.802988,49.780136,58.80737,52.470364,31.519455,3.6388206,0,0,0,0,0,6,2,1995,30,102,71,108.3,0,25.45,2.98,174,47,53,5.42,-8,-16,142.14,ctb0629-Xanxerê-06,-8,658,5186,0,0,0,0,21802,30,17670,1,0,0,1,0,0,0,1,0,71.56789234055057,4.66232732916529,23.76978033028414,0,0,0,31,-4,0,183,0,2,50,0,24,0,0,9,340,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.470460998128615,-26.802988216509963]}"
37_000000000000000015c3_0,0,0,0,0,0,0,0,46,0,0,0,0,0,1,0,1,2,1,26.832903,49.78215,58.782467,52.42374,31.464098,3.58934,0,0,1,0,0,6,1,1995,30,99,67,108.3,0,25.45,2.98,175,55,50,5.42,4,-19,142.14,ctb0629-Xanxerê-07,-6,785,6073,-1,0,0,0,21832,30,17623,1,0,0,1,0,0,0,0,1,72.79744772449112,3.5641082091593863,23.63844406634948,0,0,0,33,-8,0,175,0,0,51,0,28,-1,0,10,379,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.42383843488281,-26.83290211547114]}"
37_000000000000000016eb_0,0,1,0,0,0,0,0,18,0,0,0,0,0,1,0,0,15,1,27.17031,49.995747,58.82432,52.272823,31.162441,3.2220962,0,0,0,0,0,9,1,1995,30,98,48,108.3,0,25.45,2.98,176,83,38,5.42,10,-25,142.14,ctb0638-Seara-01,25,575,3084,0,0,0,0,22170,0,17472,1,0,0,1,0,0,0,1,0,34.194686103015584,15.775593241306213,50.02972065567819,0,0,0,31,11,0,175,30,0,50,0,78,0,0,29,447,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.27292146715074,-27.17030933618643]}"
37_000000000000000016ed_0,0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,0,18,1,27.161146,49.98841,58.820583,52.2739,31.168034,3.2305317,0,0,0,0,0,9,0,1995,30,97,56,108.3,0,25.45,2.98,177,110,36,5.42,-20,-36,142.14,ctb0638-Seara-03,29,693,5538,0,0,0,0,22161,0,17473,1,0,0,1,0,0,0,0,1,43.284395642060844,7.522593243511942,49.19301111442721,0,0,0,30,-2,0,179,30,8,51,0,70,0,0,30,370,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.273999445491675,-27.161146520288415]}"
37_000000000000000016ef_0,0,1,0,0,0,0,0,15,0,0,0,0,0,1,0,0,14,1,27.174622,49.991913,58.81376,52.258,31.147488,3.2108397,0,0,0,0,0,14,2,1995,30,98,45,108.3,0,25.45,2.98,175,82,37,5.42,42,17,142.14,ctb0638-Seara-05,2,573,4600,0,0,0,0,22174,0,17458,1,0,0,1,0,0,0,1,0,50.735693798607116,7.309143556097195,41.955162645295694,30,0,0,28,-3,0,174,0,-8,51,0,27,0,0,6,423,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.258099264962766,-27.17462124955021]}"
37_000000000000000016f0_0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,13,1,27.125034,49.952938,58.79478,52.265278,31.178993,3.2572253,0,0,1,0,0,8,3,1995,30,99,64,108.3,0,25.45,2.98,175,80,39,5.42,24,-8,142.14,ctb0638-Seara-07,-1,555,5927,-4,0,0,0,22125,2,17465,1,0,0,1,0,0,0,1,0,46.44429502251777,9.038842039895572,44.516862937586644,0,0,-10,32,11,0,183,0,-5,50,0,27,-4,0,11,420,1,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.265375618764125,-27.12503424586681]}"
37_000000000000000016f1_0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,17,1,27.15899,49.989845,58.825054,52.28037,31.174698,3.2356799,0,0,0,0,0,9,2,1995,30,99,59,108.3,0,25.45,2.98,179,109,36,5.42,36,-10,142.14,ctb0638-Seara-08,9,670,5115,0,0,0,0,22158,0,17480,1,0,0,1,0,0,0,0,1,40.14093095048741,12.187107404276677,47.67196164523592,30,0,0,30,-13,0,163,0,-12,51,0,57,0,0,19,440,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.28046731553734,-27.158990563606526]}"
37_000000000000000016f2_0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,17,1,27.172195,49.999157,58.828297,52.276325,31.164497,3.2222557,0,0,0,0,0,14,0,1995,30,98,48,108.3,0,25.45,2.98,182,100,40,5.42,-26,-22,142.14,ctb0638-Seara-09,1,681,4779,0,0,0,0,22172,0,17476,1,0,0,1,0,0,0,0,1,52.24240067808748,6.490288204309418,41.26731111760311,3,0,-1,32,6,0,180,0,14,50,0,30,0,0,7,394,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.2764248967588,-27.17219579828308]}"
37_000000000000000016f3_0,0,1,0,0,0,0,0,17,0,0,0,0,0,1,0,0,15,1,27.171118,49.997406,58.826355,52.274708,31.163654,3.2223606,0,0,0,0,0,10,1,1995,30,98,48,108.3,0,25.45,2.98,181,100,46,5.42,-18,-29,142.14,ctb0638-Seara-10,20,626,3662,0,0,0,0,22171,0,17474,1,0,0,1,0,0,0,1,0,36.63325312815673,12.92354062973016,50.44320624211311,0,0,0,32,18,0,183,30,3,50,0,80,0,0,29,404,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.27480792924739,-27.171117819942143]}"
37_000000000000000016f5_0,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,14,1,27.213697,50.028843,58.83922,52.264465,31.133163,3.180497,0,0,1,0,0,9,4,1995,30,101,25,108.3,0,25.45,2.98,181,83,36,5.42,39,14,142.14,ctb0638-Seara-14,-12,394,4234,0,0,0,0,22213,0,17464,1,0,0,1,0,0,0,1,0,39.73985565485532,11.864938037991395,48.395206307153295,30,0,-1,30,-1,0,160,0,-18,52,0,39,0,0,14,357,16,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.26456713500842,-27.21369796440941]}"
37_000000000000000016f6_0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,15,1,27.127998,49.95576,58.796753,52.265816,31.177948,3.2549481,0,0,0,0,0,9,2,1995,0,98,64,108.3,0,25.45,2.98,174,86,46,5.42,-19,-31,142.14,ctb0638-Seara-15,-12,620,6552,0,0,30,0,22127,0,17465,1,0,0,1,0,0,0,1,0,34.380063035685446,12.20797803191623,53.41195893239833,0,30,0,31,23,0,180,0,-3,52,0,72,1,0,28,395,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.265914607934604,-27.127998686304405]}"
37_000000000000000022c1_0,0,1,0,0,0,0,0,41,0,0,0,0,1,0,0,1,3,1,22.414268,41.410618,48.808754,43.449585,25.98896,2.82448,0,0,2,0,0,3,2,1995,30,115,6,140.0,0,32.9,2.98,118,40,32,7.0,-42,-28,182.88,ctb0796-1,-15,664,5548,0,0,0,0,17414,0,8649,1,0,0,1,0,0,0,1,0,28.52126711404072,57.7839760314142,13.694756854545073,30,0,0,18,-4,0,146,0,10,51,0,42,0,0,17,208,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.44966874652879,-22.414268895944037]}"
37_000000000000000022c2_0,0,1,0,0,0,0,0,36,0,0,0,0,1,0,0,0,2,1,22.405106,41.403416,48.80525,43.450935,25.994785,2.8330529,0,0,0,0,0,5,2,1995,30,114,6,140.0,0,32.9,2.98,128,57,55,7.0,-2,-8,182.88,ctb0796-10,6,599,2634,0,0,0,0,17405,0,8651,1,0,0,1,0,0,0,1,0,29.95916795087419,56.8556014507649,13.185230598360912,0,0,0,18,-6,0,190,30,-6,52,0,29,0,0,11,219,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.45101621945497,-22.405106080046018]}"
37_000000000000000022c3_0,0,1,0,0,0,0,0,36,0,0,0,0,1,0,0,0,7,1,22.395405,41.404255,48.815853,43.46899,26.015265,2.8505948,0,0,1,0,0,3,2,1995,30,113,6,140.0,0,32.9,2.98,132,68,52,7.0,14,-32,182.88,ctb0796-12,34,637,4080,0,0,0,0,17395,0,8669,1,0,0,1,0,0,0,1,0,30.003537164482204,56.369900814385296,13.626562021132498,0,0,0,19,19,0,179,30,0,51,0,115,0,0,42,237,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.46907235666578,-22.39540427497753]}"
37_000000000000000022c6_0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,2,1,22.39702,41.39001,48.79023,43.438267,25.987999,2.8335643,0,0,1,0,0,4,1,1995,30,117,6,140.0,0,32.9,2.98,120,38,55,7.0,-35,-27,182.88,ctb0796-2,-15,647,5535,0,0,0,0,17397,0,8638,1,0,0,1,0,0,0,1,0,25.281286985359586,61.55789754105043,13.16081547358998,0,0,0,18,-1,0,189,30,8,51,0,40,0,0,16,195,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.43834997394889,-22.397021242488943]}"
37_000000000000000022cf_0,0,1,0,0,0,0,0,40,0,0,0,0,1,0,0,1,1,1,22.415617,41.41562,48.815933,43.45713,25.99477,2.8271613,0,0,1,0,0,5,3,1995,30,114,6,140.0,0,32.9,2.98,118,62,48,7.0,25,-23,182.88,ctb0796-3,-2,667,3541,0,0,0,0,17415,0,8657,1,0,0,1,0,0,0,1,0,28.34971916889885,58.30050540185551,13.349775429245646,0,0,0,18,9,0,177,30,30,52,0,41,0,0,9,226,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.4572145949154,-22.415616368870218]}"
37_000000000000000022da_0,0,1,0,0,0,0,0,36,0,0,0,0,1,0,0,0,1,1,22.3981,41.397522,48.801914,43.451202,25.998585,2.839221,0,0,2,0,0,4,0,1995,30,119,6,140.0,0,32.9,2.98,123,52,63,7.0,-23,-24,182.88,ctb0796-5,9,606,3095,1,0,0,0,17398,0,8651,1,0,0,1,0,0,0,1,0,31.348916512361463,54.99382294954734,13.657260538091204,0,0,2,17,-6,0,203,30,11,51,0,37,1,0,12,207,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.45128571404021,-22.398099220829888]}"
37_000000000000000022e5_0,0,1,0,0,0,0,0,35,0,0,0,0,1,0,0,0,2,1,22.39756,41.39939,48.805584,43.455784,26.002802,2.8420172,0,0,2,0,0,3,1,1995,30,118,6,140.0,0,32.9,2.98,123,59,61,7.0,-28,-21,182.88,ctb0796-7,-1,610,3480,0,0,0,0,17397,0,8655,1,0,0,1,0,0,0,1,0,31.638917101832792,55.61063812584336,12.75044477232384,0,0,0,17,5,0,191,30,6,51,0,28,0,0,7,220,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.455867121989215,-22.397560231659416]}"
