system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,latitude,lavouras,longitude,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v002,mapbiomas_sand_v002,mapbiomas_silt_v002,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
13_000000000000000012c3_0,0,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,3,1,22.842766,41.80002,49.061672,43.49001,25.805632,2.4762313,0,0,3,0,0,6,4,1971,20,122,11,85.73,0,20.15,2.98,138,58,52,4.11,22,32,112.96,ctb0574-GB-35,1,39,2906,-1,0,0,0,17842,0,8690,0,1,0,0,0,1,0,0,0,24.45884414789804,56.878774392263345,18.66238145983861,20,0,-4,17,1,0,147,0,-4,53,0,7,-1,0,1,260,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.49009293431417,-22.84276528646905]}"
13_000000000000000012c5_0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,2,1,22.878338,41.9124,49.21803,43.650627,25.925774,2.5273724,0,0,9,0,0,4,21,1971,20,127,8,85.73,0,20.15,2.98,180,52,61,4.11,29,28,112.96,ctb0574-GB-37,0,6,2692,1,0,0,0,17878,0,8850,0,1,0,0,0,1,0,0,0,24.86618301830268,58.17473505119616,16.959081930501156,20,0,3,16,0,0,168,0,0,54,0,2,1,0,0,249,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.650711707114745,-22.87833857172018]}"
13_000000000000000012c6_0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,4,5,1,22.96889,42.010506,49.29822,43.690243,25.913778,2.4695976,0,0,15,0,0,3,23,1971,0,118,7,79.15,0,18.6,2.98,232,48,69,3.8,41,6,104.52,ctb0574-GB-38,0,6,4386,0,0,0,0,17968,0,8890,0,1,1,0,0,0,0,0,0,20.992896231777173,66.13050526625074,12.876598501972083,0,0,-1,20,0,0,151,0,0,52,0,1,0,0,0,344,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.69032741114441,-22.96888875235943]}"
13_000000000000000012c8_0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,5,1,22.846539,41.81575,49.0847,43.514534,25.82482,2.4854672,0,0,3,0,0,4,5,1971,20,121,7,85.73,0,20.15,2.98,142,52,36,4.11,8,-10,112.96,ctb0574-GB-4,-6,41,4379,0,0,0,0,17846,0,8714,0,1,0,0,0,1,0,0,0,31.59782275112586,53.04273347033147,15.359443778542675,20,0,-2,15,5,0,133,0,-6,53,0,22,-1,0,8,219,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.51461694157064,-22.846538210662352]}"
13_000000000000000012c9_0,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,1,4,1,22.954067,41.835735,49.016727,43.37197,25.647373,2.3203433,0,0,4,0,0,2,21,1971,0,116,5,141.1,0,33.16,2.98,233,67,85,3.41,-32,6,180.64,ctb0574-GB-40,0,6,2858,0,0,0,0,17954,0,8572,0,1,1,0,0,0,0,0,0,25.197196401008593,53.54762859334707,21.255175005644336,0,0,0,28,-1,0,148,0,0,54,0,3,0,0,1,389,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.37205430598087,-22.954066550171458]}"
13_000000000000000012ca_0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,2,1,22.899359,41.963005,49.283707,43.714497,25.970049,2.5417914,0,0,8,0,0,3,34,1971,20,121,6,127.1,0,29.9,14.0,238,59,49,2.9,-27,-3,173.8,ctb0574-GB-41,0,3,9692,0,0,0,0,17899,0,8914,0,1,0,0,0,1,0,0,0,24.50534059606448,53.15755595426928,22.337103449666238,20,0,-2,27,0,0,152,0,0,55,0,0,0,0,0,336,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.714581923815636,-22.89935914936858]}"
13_000000000000000012cb_0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,1,2,1,22.886154,41.955345,49.28325,43.721775,25.983034,2.5568616,0,0,14,0,0,4,30,1971,0,120,6,127.1,0,29.9,14.0,238,101,41,2.9,12,106,173.8,ctb0574-GB-42,0,1,23956,-15,0,0,0,17886,0,8921,0,1,0,0,0,1,0,0,0,14.701476480745072,70.88266936408064,14.415854155174285,0,0,-26,28,0,0,141,0,0,54,0,0,-19,0,0,368,88,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.72185827761701,-22.886153914692024]}"
13_000000000000000012cc_0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,4,4,1,22.977781,42.006638,49.283264,43.667606,25.889767,2.4504194,0,0,14,0,0,6,27,1971,0,115,6,79.15,0,18.6,2.98,227,61,62,3.8,-4,6,104.52,ctb0574-GB-43,0,6,2494,0,0,0,0,17977,0,8867,0,1,1,0,0,0,0,0,0,24.43262510633187,64.60784569653548,10.959529197132644,0,0,-4,20,0,0,174,0,0,52,0,1,-1,0,0,349,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.6676898659846,-22.977782073672213]}"
13_000000000000000012cd_0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,7,1,1,22.923883,42.004417,49.33052,43.754383,25.991896,2.5409853,0,0,6,0,0,5,16,1971,0,114,10,85.73,20,20.15,2.98,228,78,63,4.11,64,19,112.96,ctb0574-GB-44,0,1,19903,-1,0,0,0,17923,0,8954,0,1,0,0,0,1,0,0,0,29.77536020142238,48.84659070919189,21.37804908938574,0,20,-10,27,0,0,141,0,0,55,0,0,-2,0,0,386,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.75446712243055,-22.923883156625042]}"
13_000000000000000012ce_0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,4,1,1,22.998533,41.992123,49.239082,43.604004,25.82446,2.400183,0,0,10,0,0,9,22,1971,20,99,7,62.42,0,14.67,2.98,211,42,42,2.99,-12,-10,83.05,ctb0574-GB-45,1,4,7721,0,0,0,0,17998,0,8804,0,1,1,0,0,0,0,0,0,20.12040231596974,67.20782899271185,12.671768691318402,20,0,1,23,0,0,158,0,0,55,0,5,0,0,1,336,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.60408914386894,-22.998533156735377]}"
13_000000000000000012cf_0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,2,5,1,23.007965,41.94935,49.157825,43.50402,25.733599,2.3411694,0,0,5,0,0,6,14,1971,20,118,9,78.54,0,18.46,2.98,239,70,44,3.77,5,48,103.74,ctb0574-GB-46,0,3,88217,0,0,0,0,18007,0,8704,0,1,1,0,0,0,0,0,0,28.055104520492748,52.07534590012958,19.869549579377683,20,0,-4,25,0,0,161,0,0,55,0,0,0,0,0,391,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.50410665274644,-23.00796546721863]}"
13_000000000000000012d0_0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,3,4,1,22.992065,41.92441,49.13071,43.481922,25.722672,2.3436065,0,0,5,0,0,5,9,1971,20,115,8,78.54,0,18.46,2.98,239,85,64,3.77,6,52,103.74,ctb0574-GB-47,0,1,77242,-4,0,0,0,17992,0,8682,0,1,1,0,0,0,0,0,0,22.35995410181729,53.52834683933683,24.111699058845886,20,0,-10,24,0,0,165,0,0,55,0,1,-6,0,0,421,1,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.4820080967571,-22.992065286689716]}"
13_000000000000000012d2_0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,3,1,22.971584,41.859318,49.040024,43.38868,25.652838,2.3137708,0,0,11,0,0,3,26,1971,20,117,5,78.54,0,18.46,2.98,241,74,63,3.77,-29,6,103.74,ctb0574-GB-49,0,5,9416,-4,0,0,0,17971,0,8588,0,1,1,0,0,0,0,0,0,19.616940702068376,65.28744828518379,15.095611012747845,20,0,-11,26,0,0,141,0,0,55,0,2,-4,0,0,366,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.38876297026549,-22.971583698211788]}"
13_000000000000000012d4_0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,3,2,1,23.009851,41.920517,49.10729,43.444195,25.681143,2.309091,0,0,17,0,0,5,21,1971,0,109,5,78.54,0,18.46,2.98,241,70,74,3.77,2,-5,103.74,ctb0574-GB-50,0,13,775,0,0,0,0,18009,0,8644,0,1,1,0,0,0,0,0,0,12.298467308155647,76.41172195036216,11.28981074148218,0,0,0,28,0,0,155,0,0,54,0,2,0,0,0,393,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.44427885482408,-23.009851929315282]}"
13_000000000000000012d5_0,0,1,0,0,0,0,0,15,0,0,0,0,1,0,0,0,3,1,22.86217,41.83853,49.10843,43.53286,25.832636,2.4813416,0,0,9,0,0,3,11,1971,0,127,7,85.73,0,20.15,2.98,166,52,54,4.11,-6,-20,112.96,ctb0574-GB-51,-3,40,3589,0,0,0,0,17862,0,8732,0,1,0,0,0,1,0,0,0,21.961726115642424,65.47801276403541,12.560261120322167,0,0,-2,15,6,0,168,0,-3,53,0,22,0,0,7,242,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.532942573366675,-22.862168896606033]}"
13_000000000000000012d6_0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,1,1,22.870523,41.89854,49.20199,43.636616,25.91769,2.526966,0,0,9,0,0,2,22,1971,20,124,8,85.73,0,20.15,2.98,180,51,53,4.11,-49,-14,112.96,ctb0574-GB-52,-1,20,2589,0,0,0,0,17870,0,8836,0,1,0,0,0,1,0,0,0,25.730274963420737,60.51578541686278,13.753939619716485,20,0,0,16,-5,0,159,0,-2,54,0,14,0,0,6,288,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.63669798868248,-22.870523228748343]}"
13_000000000000000012d7_0,0,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,1,22.878609,41.901657,49.19961,43.629066,25.90708,2.516166,0,0,7,0,0,3,17,1971,0,126,7,85.73,0,20.15,2.98,175,48,71,4.11,8,9,112.96,ctb0574-GB-53,3,15,1618,0,0,0,0,17878,0,8829,0,1,0,0,0,1,0,0,0,25.03739194850128,56.71834553116697,18.24426252033175,0,0,-2,16,0,0,170,0,-3,54,0,9,0,0,3,279,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.62915214029587,-22.878608066305418]}"
13_000000000000000012d8_0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,2,4,1,22.97374,41.91193,49.12695,43.48839,25.737568,2.3626726,0,0,2,0,0,8,8,1971,20,119,5,141.1,0,33.16,2.98,206,65,43,3.41,10,-7,180.64,ctb0574-GB-54,0,13,5129,-1,0,0,0,17973,0,8688,0,1,1,0,0,0,0,0,0,27.048597083267158,44.20014722766046,28.75125568907238,20,0,-2,20,0,0,156,0,1,54,0,3,-2,0,0,331,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.48847596680275,-22.973739654893677]}"
13_000000000000000012da_0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,2,4,1,22.972393,41.84355,49.0126,43.35634,25.624592,2.296613,0,0,11,0,0,4,17,1971,20,115,5,78.54,0,18.46,2.98,247,66,61,3.77,-28,-3,103.74,ctb0574-GB-56,0,2,46362,-6,0,0,0,17972,0,8556,0,1,1,0,0,0,0,0,0,22.81395284080298,63.01866041977549,14.16738673942152,20,0,-10,28,0,0,159,0,0,55,0,0,-6,0,0,426,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.356423620037184,-22.972392181967496]}"
13_000000000000000012db_0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,2,4,1,23.019823,41.984932,49.206776,43.55388,25.770477,2.3563416,0,0,12,0,0,10,8,1971,0,74,7,62.42,0,14.67,2.98,218,83,59,2.99,-37,15,83.05,ctb0574-GB-57,0,2,20805,0,0,0,0,18019,0,8753,0,1,1,0,0,0,0,0,0,16.378833879403448,70.05269070878384,13.568475411812722,0,0,2,24,0,0,144,0,0,53,0,2,0,0,0,445,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.55396315101507,-23.019823228969006]}"
13_000000000000000012de_0,0,1,0,0,0,0,0,31,0,0,0,0,1,0,0,0,3,1,22.843035,41.814106,49.085236,43.517227,25.828922,2.4898548,0,0,3,0,0,3,7,1971,20,124,7,85.73,0,20.15,2.98,163,52,40,4.11,32,50,112.96,ctb0574-GB-6,0,30,3459,-5,0,0,0,17843,0,8717,0,1,0,0,0,1,0,0,0,30.532749640131478,53.60302265229456,15.864227707573955,20,0,-10,16,1,0,149,0,-1,53,0,6,-6,0,2,233,6,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.51731188742299,-22.843034781054286]}"
13_000000000000000012df_0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,1,3,1,22.95191,41.950623,49.21303,43.60131,25.845873,2.4389412,0,0,4,0,0,4,29,1971,20,118,7,141.1,0,33.16,2.98,198,60,63,3.41,8,-4,180.64,ctb0574-GB-60,2,6,1949,0,0,0,0,17951,0,8801,0,1,0,0,0,1,0,0,0,28.663906476459424,47.40441886725353,23.93167465628705,20,0,0,21,-1,0,172,0,0,53,0,6,-1,0,2,355,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.60139419801658,-22.951910593489572]}"
13_000000000000000012e1_0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,4,1,22.868906,41.880547,49.1731,43.604004,25.890446,2.5117588,0,0,8,0,0,4,10,1971,20,129,8,85.73,0,20.15,2.98,156,60,54,4.11,-21,-8,112.96,ctb0574-GB-7,1,24,3350,-2,0,0,0,17868,0,8804,0,1,0,0,0,1,0,0,0,16.794224479533938,71.53723143447718,11.668544085988874,0,0,-4,14,0,0,162,20,-1,53,0,6,-2,0,2,243,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.60408914386894,-22.86890626123693]}"
13_000000000000000012e3_0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,1,8,1,22.93655,41.91559,49.16833,43.55846,25.81681,2.4303513,0,0,9,0,0,6,11,1971,20,123,8,85.73,0,20.15,2.98,173,57,61,4.11,-24,11,112.96,ctb0574-GB-9,1,22,2657,0,0,0,0,17936,0,8758,0,1,0,0,0,1,0,0,0,21.42030597522106,62.29224629606557,16.28744772871338,20,0,0,17,-3,0,156,0,-4,53,0,12,-1,0,3,267,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.55854455896408,-22.936549402131128]}"
13_00000000000000001969_0,0,1,0,0,0,0,0,68,0,1,0,0,0,0,0,0,1,1,19.137754,37.182873,44.76091,40.684586,25.2769,4.237232,0,0,2,0,0,2,2,1971,20,126,7,96.5,0,22.68,2.98,131,51,71,3.63,-34,-26,125.79,ctb0662-P79,-14,230,7766,0,0,0,0,14137,0,5884,0,1,0,0,0,1,0,0,0,35.88138374133325,51.42892539094787,12.689690867718891,0,0,-4,16,-10,0,201,20,7,53,0,50,-1,0,19,199,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.6846543020089,-19.137753728646494]}"
13_0000000000000000196c_0,0,1,0,0,0,0,0,59,0,1,0,0,0,0,0,0,3,1,19.456566,37.570877,45.115265,40.907722,25.306677,4.076403,0,0,1,0,0,4,1,1971,20,127,11,96.5,0,22.68,2.98,141,73,60,3.63,-1,-20,125.79,ctb0662-P81,-5,209,2742,0,0,0,0,14456,0,6107,0,1,0,0,0,1,0,0,0,36.3330364693783,51.227139622239946,12.43982390838175,0,0,2,20,-26,0,173,20,3,59,0,65,0,0,28,176,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.90779581858419,-19.456565822980515]}"
13_0000000000000000196e_0,0,0,0,0,0,1,0,63,0,0,0,0,0,0,0,1,1,1,18.420359,36.643715,44.528183,40.838467,25.774538,4.9330573,0,0,3,0,0,2,1,1971,20,123,15,59.13,0,13.89,2.98,104,83,67,2.84,12,-21,78.83,ctb0662-P83,-25,290,7014,0,0,0,0,13420,0,6038,0,1,0,0,0,1,0,0,0,40.293881364882,46.76482823156815,12.941290403549857,20,0,0,17,-12,0,192,0,-8,52,0,74,0,0,29,200,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.838535710178576,-18.420359142748644]}"
13_0000000000000000196f_0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,2,5,1,18.326036,36.076897,43.659008,39.884457,25.001398,4.5286193,0,0,5,0,0,3,2,1971,20,133,6,141.1,0,33.16,2.98,181,43,46,3.41,-24,5,180.64,ctb0662-P84,0,53,5697,0,0,0,0,13326,0,5084,0,1,0,0,0,0,1,0,0,26.464187620760388,61.99492175471438,11.540890624525227,0,0,2,17,0,0,165,20,0,54,0,3,0,0,0,222,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.88452487844365,-18.326036037916097]}"
13_00000000000000001972_0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,38,4,1,19.561668,37.142513,44.291473,39.888496,24.375883,3.4671123,0,0,4,0,0,3,11,1971,20,128,5,85.73,0,20.15,2.98,252,54,37,4.11,20,-3,112.96,ctb0662-P89,0,5,98236,-1,0,0,0,14561,0,5088,0,1,1,0,0,0,0,0,0,39.9410686066917,41.56372980324516,18.49520159006314,20,0,-2,71,0,0,158,0,0,57,0,0,-4,0,0,775,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.88856729722219,-19.5616687112225]}"
13_00000000000000001b4b_0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.572582,28.813375,39.66129,40.41674,29.915436,12.334047,0,0,0,0,1,6,0,1971,20,138,7,3.35,0,7.22,0.04,207,45,88,0.25,-11,5,10.87,ctb0679-Perfil-232,0,407,2057,4,0,0,0,4572,0,5616,0,0,0,0,0,0,0,0,0,37.6965461236279,36.67164422529284,25.63180965107927,20,0,6,8,-1,0,197,0,1,69,0,3,4,0,1,70,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.416776684284464,-9.57258241487024]}"
13_00000000000000001b51_0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,11.063696,31.025301,41.99027,42.240677,30.726328,11.97903,0,0,3,0,1,2,3,1971,20,137,4,9.59,0,5.85,1.25,180,31,81,1.6,33,0,18.28,ctb0679-Perfil-238,0,489,7554,4,0,0,0,6063,0,7440,0,0,0,0,0,0,0,0,0,30.967916770067212,33.62933312217437,35.40275010775842,20,0,10,10,0,0,214,0,0,70,0,2,5,0,0,95,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.24071603716074,-11.063695954980236]}"
13_00000000000000001b52_0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,11.29088,31.032356,41.787193,41.870388,30.291962,11.594994,0,0,4,0,1,7,4,1971,20,136,4,9.59,0,5.85,1.25,203,32,74,1.6,0,-1,18.28,ctb0679-Perfil-239,0,693,6348,6,0,0,0,6290,0,7070,0,0,0,0,0,0,0,0,0,37.693361743921535,29.317962478595057,32.98867577748341,20,0,11,15,1,0,220,0,0,74,0,3,8,0,1,121,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.870430477046675,-11.290879890334061]}"
13_00000000000000001b57_0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,11.345588,30.914412,41.535988,41.54619,29.98506,11.382874,0,0,2,0,1,2,1,1971,20,138,4,9.59,0,5.85,1.25,204,36,82,1.6,35,38,18.28,ctb0679-Perfil-247,0,789,2841,1,0,0,0,6345,0,6746,0,0,0,0,0,0,0,0,0,39.09767480792373,41.95595179352002,18.94637339855626,20,0,6,14,0,0,230,0,0,69,0,1,2,0,0,107,4,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.54622849100794,-11.34558729113694]}"
13_00000000000000001b60_0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,10.963714,31.250376,42.46547,42.85189,31.303318,12.376219,0,0,13,0,1,4,2,1971,20,140,5,3.35,0,7.22,0.04,209,27,73,0.25,-2,26,10.87,ctb0679-Perfil-264,0,403,532,1,0,0,0,5963,0,8051,0,0,0,0,0,0,0,0,0,11.641667524130764,79.16591211170672,9.192420364162517,0,0,4,7,0,0,175,20,0,74,0,0,2,0,0,72,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.85192975647566,-10.963713463857733]}"
13_00000000000000001b66_0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.727272,29.483736,40.64841,41.47208,30.745066,12.738106,0,0,0,0,0,0,0,1971,0,0,1,9.59,0,5.85,1.25,0,0,211,1.6,0,8,18.28,ctb0679-Perfil-272,0,385,1438,0,0,0,0,4727,0,6672,0,0,0,0,0,0,0,0,0,30.20241050967749,49.55267645181421,20.244913038508308,0,0,6,0,0,0,107,0,0,0,0,0,0,0,0,0,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.47211748006808,-9.727272306795623]}"
13_00000000000000001b68_0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8.881867,27.52593,38.13803,39.055527,29.095387,12.235668,0,0,5,0,1,6,0,1971,20,137,5,3.35,0,7.22,0.04,235,67,96,0.25,-8,1,10.87,ctb0679-Perfil-274,-1,330,453,0,0,0,0,3881,0,4255,0,0,0,0,0,0,0,0,0,9.850511720585162,77.82977209147785,12.319716187936983,20,0,0,6,0,0,195,0,0,69,0,5,0,0,1,51,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.05555953425815,-8.881867792910743]}"
13_0000000000000000236c_0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,3,1,22.878338,41.91432,49.22128,43.6544,25.929022,2.529293,0,0,7,0,0,5,24,1971,20,126,9,85.73,0,20.15,2.98,185,53,61,4.11,-11,-5,112.96,ctb0808-GB-10,1,10,2433,-1,0,0,0,17878,0,8854,0,1,0,0,0,1,0,0,0,22.669591928298637,57.56350568653724,19.766902385164126,0,0,-4,16,0,0,169,20,0,54,0,6,-4,0,2,258,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.654484631308044,-22.87833857172018]}"
13_0000000000000000236d_0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,2,2,1,22.958649,41.99991,49.289993,43.68674,25.915976,2.476629,0,0,15,0,0,2,22,1971,20,117,6,85.73,0,20.15,2.98,238,45,79,4.11,-51,-12,112.96,ctb0808-GB-11,-1,15,3150,-6,0,0,0,17958,0,8886,0,1,1,0,0,0,0,0,0,17.046342794945424,70.36232940629282,12.591327798761775,0,0,-10,22,0,0,171,20,1,52,0,4,-6,0,1,386,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.68682398153635,-22.95864795812047]}"
13_0000000000000000236e_0,0,1,0,0,0,0,0,19,0,0,0,0,1,0,0,0,4,1,22.910679,41.929398,49.216167,43.629337,25.890987,2.4886992,0,0,5,0,0,7,9,1971,20,126,5,85.73,0,20.15,2.98,136,48,39,4.11,11,-7,112.96,ctb0808-GB-12,-2,42,2532,-1,0,0,0,17910,0,8829,0,1,0,0,0,1,0,0,0,25.257530487048495,59.60306293160613,15.139406581345366,20,0,0,15,-13,0,133,0,-8,53,0,38,-2,0,14,257,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.62942163488111,-22.910677921948487]}"
13_0000000000000000236f_0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,5,1,22.89909,41.81873,49.040005,43.43153,25.726624,2.3979816,0,0,3,0,0,7,7,1971,20,120,7,141.1,0,33.16,2.98,188,52,44,3.41,-16,-29,180.64,ctb0808-GB-13,-5,193,2638,-1,0,0,0,17899,0,8631,1,0,0,1,0,0,0,1,0,30.0792393304971,51.23149255152929,18.689268117973622,0,0,-5,17,-1,0,154,20,24,53,0,47,-1,0,15,267,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.43161260931799,-22.899089654783346]}"
13_00000000000000002370_0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,5,1,22.89343,41.803295,49.019264,43.410778,25.711643,2.3922899,0,0,4,0,0,6,10,1971,20,119,7,141.1,0,33.16,2.98,184,83,32,3.41,12,-34,180.64,ctb0808-GB-14,-17,150,4234,-2,0,0,0,17893,0,8610,0,1,0,0,0,1,0,0,0,29.594729810614567,49.39291071330288,21.01235947608255,20,0,-7,17,35,0,122,0,2,53,0,113,-4,0,43,299,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.41086152625483,-22.89343026849339]}"
13_00000000000000002371_0,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,5,1,22.900436,41.837177,49.06992,43.465485,25.755165,2.4141068,0,0,2,0,0,8,2,1971,20,117,6,141.1,0,33.16,2.98,129,85,43,3.41,1,-22,180.64,ctb0808-GB-15,-8,309,5741,0,0,0,0,17900,0,8665,1,0,0,1,0,0,0,1,0,28.193960962862807,54.31429154264449,17.491747494492703,0,0,-1,19,33,0,168,20,6,52,0,97,0,0,37,276,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.46556892705771,-22.900437127709523]}"
13_00000000000000002377_0,0,0,0,0,0,0,0,37,0,0,0,0,1,0,0,1,4,1,22.931969,41.78955,48.95955,43.31861,25.612694,2.3122025,0,0,2,0,0,9,6,1971,0,120,7,141.1,0,33.16,2.98,144,57,38,3.41,-43,-30,180.64,ctb0808-GB-20,-14,182,4427,0,0,20,0,17931,0,8518,1,0,0,1,0,0,0,1,0,22.58887618369691,58.12795141353303,19.283172402770067,0,20,-4,17,-4,0,151,0,24,54,0,66,0,0,17,226,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.31869437810417,-22.93196799418212]}"
13_00000000000000002379_0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,1,6,1,22.969698,41.827377,48.9878,43.32912,25.602535,2.2850773,0,0,7,0,0,9,11,1971,20,116,6,141.1,0,33.16,2.98,179,75,25,3.41,-50,-34,180.64,ctb0808-GB-22,-3,88,3927,2,0,0,0,17969,0,8529,0,1,0,0,0,0,1,0,0,27.995998067777016,57.67415414842721,14.329847783795769,20,0,2,19,-22,0,129,0,19,54,0,70,2,0,26,308,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.32920466692836,-22.969697236115138]}"
