system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,formacaoCampestre,formacaoFlorestal,formacaoSavanica,lavouras,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mb_evi2_median,mb_evi2_median_dry,mb_evi2_median_wet,mb_ndvi_median,mb_ndvi_median_dry,mb_ndvi_median_wet,mb_savi_median,mb_savi_median_dry,mb_savi_median_wet,mosaicoDeUsos,natural,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,silvicultura,slope,soc,spi,year,.geo
13_000000000000000012c8_0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,5,1,22.846539,41.81575,49.0847,43.514534,25.82482,2.4854672,0,0,3,0,0,4,5,1971,20,121,7,85.73,0,20.15,2.98,142,52,36,4.11,8,-10,112.96,ctb0574-GB-4,-6,41,4379,0,0,0,0,0,1,0,0,0,1,0,0,0,29.53281162920017,55.49169485450564,14.975493516294192,12090,12341,12334,15240,15070,15812,12271,12502,12513,20,0,15,5,0,133,0,-6,53,0,22,0,8,219,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.51461694157064,-22.846538210662352]}"
13_000000000000000012c9_0,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,1,4,1,22.954067,41.835735,49.016727,43.37197,25.647373,2.3203433,0,0,4,0,0,2,21,1971,0,116,5,141.1,0,33.16,2.98,233,67,85,3.41,-32,6,180.64,ctb0574-GB-40,0,6,2858,0,0,0,0,0,1,1,0,0,0,0,0,0,21.176212173982506,52.10265681980275,26.721131006214748,10189,10189,10189,10351,10351,10351,10212,10212,10212,0,0,28,-1,0,148,0,0,54,0,3,0,1,389,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.37205430598087,-22.954066550171458]}"
13_000000000000000012ca_0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,2,1,22.899359,41.963005,49.283707,43.714497,25.970049,2.5417914,0,0,8,0,0,3,34,1971,20,121,6,127.1,0,29.9,14.0,238,59,49,2.9,-27,-3,173.8,ctb0574-GB-41,0,3,9692,0,0,0,0,0,1,0,0,0,1,0,0,0,21.327483705127758,54.561568223642396,24.11094807122984,13205,13124,14025,14905,14730,16395,13292,13213,14064,20,0,27,0,0,152,0,0,55,0,0,0,0,336,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.714581923815636,-22.89935914936858]}"
13_000000000000000012cb_0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,1,2,1,22.886154,41.955345,49.28325,43.721775,25.983034,2.5568616,0,0,14,0,0,4,30,1971,0,120,6,127.1,0,29.9,14.0,238,101,41,2.9,12,106,173.8,ctb0574-GB-42,0,1,23956,0,0,0,0,0,1,0,0,0,1,0,0,0,15.160498826205671,72.11783551553633,12.721665658258013,10996,10631,11431,12706,11387,13517,11115,10705,11576,0,0,28,0,0,141,0,0,54,0,0,0,0,368,88,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.72185827761701,-22.886153914692024]}"
13_000000000000000012cc_0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,4,4,1,22.977781,42.006638,49.283264,43.667606,25.889767,2.4504194,0,0,14,0,0,6,27,1971,0,115,6,79.15,0,18.6,2.98,227,61,62,3.8,-4,6,104.52,ctb0574-GB-43,0,6,2494,0,0,0,0,0,1,1,0,0,0,0,0,0,20.739088163623578,68.0071510633423,11.253760773034111,11910,11887,12562,13563,13439,14343,12047,12024,12691,0,0,20,0,0,174,0,0,52,0,1,0,0,349,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.6676898659846,-22.977782073672213]}"
13_000000000000000012cd_0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,7,1,1,22.923883,42.004417,49.33052,43.754383,25.991896,2.5409853,0,0,6,0,0,5,16,1971,0,114,10,85.73,20,20.15,2.98,228,78,63,4.11,64,19,112.96,ctb0574-GB-44,0,1,19903,0,0,0,0,0,1,0,0,0,1,0,0,0,23.972935757200556,50.693393278017,25.333670964782446,12862,12621,12951,15809,15210,16211,13012,12772,13107,0,20,27,0,0,141,0,0,55,0,0,0,0,386,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.75446712243055,-22.923883156625042]}"
13_000000000000000012ce_0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,4,1,1,22.998533,41.992123,49.239082,43.604004,25.82446,2.400183,0,0,10,0,0,9,22,1971,20,99,7,62.42,0,14.67,2.98,211,42,42,2.99,-12,-10,83.05,ctb0574-GB-45,1,4,7721,0,0,0,0,0,1,1,0,0,0,0,0,0,17.798123261853338,67.56533360279971,14.636543135346958,13277,12927,13779,16087,15605,16931,13401,13068,13872,20,0,23,0,0,158,0,0,55,0,5,0,1,336,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.60408914386894,-22.998533156735377]}"
13_000000000000000012cf_0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,2,5,1,23.007965,41.94935,49.157825,43.50402,25.733599,2.3411694,0,0,5,0,0,6,14,1971,20,118,9,78.54,0,18.46,2.98,239,70,44,3.77,5,48,103.74,ctb0574-GB-46,0,3,88217,0,0,0,0,0,1,1,0,0,0,0,0,0,28.91299757433311,52.542858989885296,18.544143435781603,13782,13519,14186,16188,15817,16780,13847,13604,14212,20,0,25,0,0,161,0,0,55,0,0,0,0,391,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.50410665274644,-23.00796546721863]}"
13_000000000000000012d0_0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,3,4,1,22.992065,41.92441,49.13071,43.481922,25.722672,2.3436065,0,0,5,0,0,5,9,1971,20,115,8,78.54,0,18.46,2.98,239,85,64,3.77,6,52,103.74,ctb0574-GB-47,0,1,77242,0,0,0,0,0,1,1,0,0,0,0,0,0,22.168475570945425,54.458965613965205,23.372558815089363,13798,12559,14246,16630,15812,16845,13878,12707,14268,20,0,24,0,0,165,0,0,55,0,1,0,0,421,1,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.4820080967571,-22.992065286689716]}"
13_000000000000000012d2_0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,3,1,22.971584,41.859318,49.040024,43.38868,25.652838,2.3137708,0,0,11,0,0,3,26,1971,20,117,5,78.54,0,18.46,2.98,241,74,63,3.77,-29,6,103.74,ctb0574-GB-49,0,5,9416,0,0,0,0,0,1,1,0,0,0,0,0,0,18.715334758983243,65.71054837324176,15.574116867774999,13586,13363,14645,16881,16093,18061,13700,13478,14648,20,0,26,0,0,141,0,0,55,0,2,0,0,366,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.38876297026549,-22.971583698211788]}"
13_000000000000000012d4_0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,3,2,1,23.009851,41.920517,49.10729,43.444195,25.681143,2.309091,0,0,17,0,0,5,21,1971,0,109,5,78.54,0,18.46,2.98,241,70,74,3.77,2,-5,103.74,ctb0574-GB-50,0,13,775,0,0,0,0,0,1,1,0,0,0,0,0,0,9.799593322675811,80.70202301687014,9.498383660454051,12041,11981,12366,13426,13393,13946,12170,12112,12494,0,0,28,0,0,155,0,0,54,0,2,0,0,393,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.44427885482408,-23.009851929315282]}"
13_000000000000000012d5_0,0,1,0,0,0,0,0,15,0,0,0,0,1,0,0,0,3,1,22.86217,41.83853,49.10843,43.53286,25.832636,2.4813416,0,0,9,0,0,3,11,1971,0,127,7,85.73,0,20.15,2.98,166,52,54,4.11,-6,-20,112.96,ctb0574-GB-51,-3,40,3589,0,0,0,0,0,1,0,0,0,1,0,0,0,19.591531621991123,69.33595472908723,11.07251364892165,11764,11320,11890,12629,12041,13093,11873,11421,12014,0,0,15,6,0,168,0,-3,53,0,22,0,7,242,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.532942573366675,-22.862168896606033]}"
13_000000000000000012d6_0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,1,1,22.870523,41.89854,49.20199,43.636616,25.91769,2.526966,0,0,9,0,0,2,22,1971,20,124,8,85.73,0,20.15,2.98,180,51,53,4.11,-49,-14,112.96,ctb0574-GB-52,-1,20,2589,0,0,0,0,0,1,0,0,0,1,0,0,0,22.669945937794516,62.636610356673714,14.69344370553177,13103,12150,14177,15508,14141,16977,13223,12299,14216,20,0,16,-5,0,159,0,-2,54,0,14,0,6,288,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.63669798868248,-22.870523228748343]}"
13_000000000000000012d7_0,0,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,1,22.878609,41.901657,49.19961,43.629066,25.90708,2.516166,0,0,7,0,0,3,17,1971,0,126,7,85.73,0,20.15,2.98,175,48,71,4.11,8,9,112.96,ctb0574-GB-53,3,15,1618,0,0,0,0,0,1,0,0,0,1,0,0,0,24.47080044908942,58.971036899411885,16.55816265149869,10650,10613,10809,10923,10798,11057,10707,10663,10871,0,0,16,0,0,170,0,-3,54,0,9,0,3,279,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.62915214029587,-22.878608066305418]}"
13_000000000000000012d8_0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,2,4,1,22.97374,41.91193,49.12695,43.48839,25.737568,2.3626726,0,0,2,0,0,8,8,1971,20,119,5,141.1,0,33.16,2.98,206,65,43,3.41,10,-7,180.64,ctb0574-GB-54,0,13,5129,0,0,0,0,0,1,1,0,0,0,0,0,0,25.34279281330151,44.37131796589694,30.28588922080156,13150,13027,14788,15739,15312,17602,13275,13150,14750,20,0,20,0,0,156,0,1,54,0,3,0,0,331,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.48847596680275,-22.973739654893677]}"
13_000000000000000012da_0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,2,4,1,22.972393,41.84355,49.0126,43.35634,25.624592,2.296613,0,0,11,0,0,4,17,1971,20,115,5,78.54,0,18.46,2.98,247,66,61,3.77,-28,-3,103.74,ctb0574-GB-56,0,2,46362,0,0,0,0,0,1,1,0,0,0,0,0,0,18.119269285493715,66.57526575274424,15.305464961762036,12502,12492,14259,15350,15177,17345,12666,12652,14299,20,0,28,0,0,159,0,0,55,0,0,0,0,426,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.356423620037184,-22.972392181967496]}"
13_000000000000000012db_0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,2,4,1,23.019823,41.984932,49.206776,43.55388,25.770477,2.3563416,0,0,12,0,0,10,8,1971,0,74,7,62.42,0,14.67,2.98,218,83,59,2.99,-37,15,83.05,ctb0574-GB-57,0,2,20805,0,0,0,0,0,1,1,0,0,0,0,0,0,14.307752880806602,71.45195219450848,14.240294924684916,10994,10808,11010,13634,13445,13863,11126,10922,11144,0,0,24,0,0,144,0,0,53,0,2,0,0,445,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.55396315101507,-23.019823228969006]}"
13_000000000000000012de_0,0,1,0,0,0,0,0,31,0,0,0,0,1,0,0,0,3,1,22.843035,41.814106,49.085236,43.517227,25.828922,2.4898548,0,0,3,0,0,3,7,1971,20,124,7,85.73,0,20.15,2.98,163,52,40,4.11,32,50,112.96,ctb0574-GB-6,0,30,3459,0,0,0,0,0,1,0,0,0,1,0,0,0,29.561120142562668,54.86139420216469,15.577485655272636,12720,12325,14573,14724,14176,16857,12850,12465,14515,20,0,16,1,0,149,0,-1,53,0,6,0,2,233,6,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.51731188742299,-22.843034781054286]}"
13_000000000000000012df_0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,1,3,1,22.95191,41.950623,49.21303,43.60131,25.845873,2.4389412,0,0,4,0,0,4,29,1971,20,118,7,141.1,0,33.16,2.98,198,60,63,3.41,8,-4,180.64,ctb0574-GB-60,2,6,1949,0,0,0,0,0,1,0,0,0,1,0,0,0,28.631377657983357,48.70077501338249,22.66784732863415,12858,11780,13878,14623,13631,15978,12972,11912,13916,20,0,21,-1,0,172,0,0,53,0,6,0,2,355,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.60139419801658,-22.951910593489572]}"
13_000000000000000012e1_0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,4,1,22.868906,41.880547,49.1731,43.604004,25.890446,2.5117588,0,0,8,0,0,4,10,1971,20,129,8,85.73,0,20.15,2.98,156,60,54,4.11,-21,-8,112.96,ctb0574-GB-7,1,24,3350,0,0,0,0,0,1,0,0,0,1,0,0,0,15.969129831559862,72.25806351350126,11.772806654938893,12749,11957,14250,14923,13713,16912,12883,12100,14276,0,0,14,0,0,162,20,-1,53,0,6,0,2,243,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.60408914386894,-22.86890626123693]}"
13_000000000000000012e3_0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,1,8,1,22.93655,41.91559,49.16833,43.55846,25.81681,2.4303513,0,0,9,0,0,6,11,1971,20,123,8,85.73,0,20.15,2.98,173,57,61,4.11,-24,11,112.96,ctb0574-GB-9,1,22,2657,0,0,0,0,0,1,0,0,0,1,0,0,0,19.77071938252683,66.32341490419297,13.90586571328019,13101,13073,13541,15673,15601,16264,13229,13202,13638,20,0,17,-3,0,156,0,-4,53,0,12,0,3,267,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.55854455896408,-22.936549402131128]}"
13_00000000000000001969_0,0,1,0,0,0,0,0,68,0,1,0,0,0,0,0,0,1,1,19.137754,37.182873,44.76091,40.684586,25.2769,4.237232,0,0,2,0,0,2,2,1971,20,126,7,96.5,0,22.68,2.98,131,51,71,3.63,-34,-26,125.79,ctb0662-P79,-14,230,7766,0,0,0,0,0,1,0,0,0,1,0,0,0,41.492420032582125,48.099716252199656,10.40786371521821,11394,11303,13185,12931,12722,14660,11526,11429,13260,0,0,16,-10,0,201,20,7,53,0,50,0,19,199,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.6846543020089,-19.137753728646494]}"
13_0000000000000000196c_0,0,1,0,0,0,0,0,59,0,1,0,0,0,0,0,0,3,1,19.456566,37.570877,45.115265,40.907722,25.306677,4.076403,0,0,1,0,0,4,1,1971,20,127,11,96.5,0,22.68,2.98,141,73,60,3.63,-1,-20,125.79,ctb0662-P81,-5,209,2742,0,0,0,0,0,1,0,0,0,1,0,0,0,38.97013768218358,48.669456521666035,12.360405796150381,11913,11797,13715,14380,14344,15987,12075,11960,13767,0,0,20,-26,0,173,20,3,59,0,65,0,28,176,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.90779581858419,-19.456565822980515]}"
13_0000000000000000196e_0,0,0,0,0,0,1,0,63,0,0,0,0,0,0,0,1,1,1,18.420359,36.643715,44.528183,40.838467,25.774538,4.9330573,0,0,3,0,0,2,1,1971,20,123,15,59.13,0,13.89,2.98,104,83,67,2.84,12,-21,78.83,ctb0662-P83,-25,290,7014,0,0,0,0,0,1,0,0,0,1,0,0,0,40.27979606436362,46.02399065308884,13.696213282547538,12467,12257,13119,14442,14328,15629,12630,12401,13243,20,0,17,-12,0,192,0,-8,52,0,74,0,29,200,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.838535710178576,-18.420359142748644]}"
13_0000000000000000196f_0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,2,5,1,18.326036,36.076897,43.659008,39.884457,25.001398,4.5286193,0,0,5,0,0,3,2,1971,20,133,6,141.1,0,33.16,2.98,181,43,46,3.41,-24,5,180.64,ctb0662-P84,0,53,5697,0,0,0,0,0,1,0,0,0,0,1,0,0,23.57353440277785,65.68900213438457,10.737463462837596,12905,12905,12905,15268,15268,15268,13037,13037,13037,0,0,17,0,0,165,20,0,54,0,3,0,0,222,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.88452487844365,-18.326036037916097]}"
13_00000000000000001972_0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,38,4,1,19.561668,37.142513,44.291473,39.888496,24.375883,3.4671123,0,0,4,0,0,3,11,1971,20,128,5,85.73,0,20.15,2.98,252,54,37,4.11,20,-3,112.96,ctb0662-P89,0,5,98236,0,0,0,0,0,1,1,0,0,0,0,0,0,44.05335348455212,36.73401467632896,19.212631839118917,13682,11325,14029,16748,13949,16992,13778,11476,14090,20,0,71,0,0,158,0,0,57,0,0,0,0,775,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.88856729722219,-19.5616687112225]}"
13_00000000000000001b4b_0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.572582,28.813375,39.66129,40.41674,29.915436,12.334047,0,0,0,0,1,6,0,1971,20,138,7,3.35,0,7.22,0.04,207,45,88,0.25,-11,5,10.87,ctb0679-Perfil-232,0,407,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,38.19263383075948,35.66526474471661,26.14210142452391,11187,11114,15061,11920,11767,16343,11286,11208,14908,20,0,8,-1,0,197,0,1,69,0,3,0,1,70,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.416776684284464,-9.57258241487024]}"
13_00000000000000001b66_0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.727272,29.483736,40.64841,41.47208,30.745066,12.738106,0,0,0,0,0,0,0,1971,0,0,1,9.59,0,5.85,1.25,0,0,211,1.6,0,8,18.28,ctb0679-Perfil-272,0,385,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,29.60379476127172,50.69432490946034,19.70188032926794,9934,8765,9996,9690,4902,9981,9923,8509,9995,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.47211748006808,-9.727272306795623]}"
13_00000000000000001b68_0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8.881867,27.52593,38.13803,39.055527,29.095387,12.235668,0,0,5,0,1,6,0,1971,20,137,5,3.35,0,7.22,0.04,235,67,96,0.25,-8,1,10.87,ctb0679-Perfil-274,-1,330,453,0,0,0,0,0,0,0,0,0,0,0,0,0,9.705238178397796,78.99111928728469,11.30364253431752,11100,11084,11622,11724,11646,12773,11192,11172,11745,20,0,6,0,0,195,0,0,69,0,5,0,1,51,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.05555953425815,-8.881867792910743]}"
13_0000000000000000236c_0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,3,1,22.878338,41.91432,49.22128,43.6544,25.929022,2.529293,0,0,7,0,0,5,24,1971,20,126,9,85.73,0,20.15,2.98,185,53,61,4.11,-11,-5,112.96,ctb0808-GB-10,1,10,2433,0,0,0,0,0,1,0,0,0,1,0,0,0,23.42648640321567,56.45391216363396,20.119601433150375,12739,12275,13692,14723,13938,16163,12867,12410,13770,0,0,16,0,0,169,20,0,54,0,6,0,2,258,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.654484631308044,-22.87833857172018]}"
13_0000000000000000236d_0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,2,2,1,22.958649,41.99991,49.289993,43.68674,25.915976,2.476629,0,0,15,0,0,2,22,1971,20,117,6,85.73,0,20.15,2.98,238,45,79,4.11,-51,-12,112.96,ctb0808-GB-11,-1,15,3150,0,0,0,0,0,1,1,0,0,0,0,0,0,17.559003218018177,71.8825777656512,10.558419016330637,12940,12583,13927,15165,14638,16965,13066,12721,14002,0,0,22,0,0,171,20,1,52,0,4,0,1,386,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.68682398153635,-22.95864795812047]}"
13_0000000000000000236e_0,0,1,0,0,0,0,0,19,0,0,0,0,1,0,0,0,4,1,22.910679,41.929398,49.216167,43.629337,25.890987,2.4886992,0,0,5,0,0,7,9,1971,20,126,5,85.73,0,20.15,2.98,136,48,39,4.11,11,-7,112.96,ctb0808-GB-12,-2,42,2532,0,0,0,0,0,1,0,0,0,1,0,0,0,23.81237594607061,60.44099933247885,15.74662472145054,11670,11669,12882,14965,14521,16999,11841,11836,13060,20,0,15,-13,0,133,0,-8,53,0,38,0,14,257,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.62942163488111,-22.910677921948487]}"
13_0000000000000000236f_0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,5,1,22.89909,41.81873,49.040005,43.43153,25.726624,2.3979816,0,0,3,0,0,7,7,1971,20,120,7,141.1,0,33.16,2.98,188,52,44,3.41,-16,-29,180.64,ctb0808-GB-13,-5,193,2638,0,0,0,0,1,0,0,1,0,0,0,1,0,28.947153191266295,51.585778853240306,19.4670679554934,12643,12532,14171,15173,14931,17154,12794,12683,14218,0,0,17,-1,0,154,20,24,53,0,47,0,15,267,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.43161260931799,-22.899089654783346]}"
13_00000000000000002370_0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,5,1,22.89343,41.803295,49.019264,43.410778,25.711643,2.3922899,0,0,4,0,0,6,10,1971,20,119,7,141.1,0,33.16,2.98,184,83,32,3.41,12,-34,180.64,ctb0808-GB-14,-17,150,4234,0,0,0,0,0,1,0,0,0,1,0,0,0,27.226423965833952,49.96643697503677,22.807139059129266,11645,11339,12879,14905,14556,16809,11815,11498,13054,20,0,17,35,0,122,0,2,53,0,113,0,43,299,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.41086152625483,-22.89343026849339]}"
13_00000000000000002371_0,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,5,1,22.900436,41.837177,49.06992,43.465485,25.755165,2.4141068,0,0,2,0,0,8,2,1971,20,117,6,141.1,0,33.16,2.98,129,85,43,3.41,1,-22,180.64,ctb0808-GB-15,-8,309,5741,0,0,0,0,1,0,0,1,0,0,0,1,0,27.210147939192947,53.92784381750254,18.86200824330452,12615,12187,14848,14353,13838,17115,12740,12323,14778,0,0,19,33,0,168,20,6,52,0,97,0,37,276,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.46556892705771,-22.900437127709523]}"
13_00000000000000002377_0,0,0,0,0,0,0,0,37,0,0,0,0,1,0,0,1,4,1,22.931969,41.78955,48.95955,43.31861,25.612694,2.3122025,0,0,2,0,0,9,6,1971,0,120,7,141.1,0,33.16,2.98,144,57,38,3.41,-43,-30,180.64,ctb0808-GB-20,-14,182,4427,0,20,0,0,1,0,0,1,0,0,0,1,0,25.116137778436077,55.78639973375174,19.097462487812177,13529,13306,13933,16728,16264,17484,13638,13432,14023,0,20,17,-4,0,151,0,24,54,0,66,0,17,226,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.31869437810417,-22.93196799418212]}"
13_00000000000000002379_0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,1,6,1,22.969698,41.827377,48.9878,43.32912,25.602535,2.2850773,0,0,7,0,0,9,11,1971,20,116,6,141.1,0,33.16,2.98,179,75,25,3.41,-50,-34,180.64,ctb0808-GB-22,-3,88,3927,0,0,0,0,0,1,0,0,0,0,1,0,0,25.947603085660482,60.92498674114953,13.127410173189993,15081,14714,15793,17100,16800,18014,14964,14655,15566,20,0,19,-22,0,129,0,19,54,0,70,0,26,308,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.32920466692836,-22.969697236115138]}"
13_0000000000000000237a_0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,2,1,22.89343,41.797123,49.008823,43.39865,25.701204,2.3861167,0,0,5,0,0,7,10,1971,20,121,7,141.1,0,33.16,2.98,169,68,60,3.41,32,13,180.64,ctb0808-GB-26,3,51,2565,0,0,0,0,0,1,1,0,0,0,0,0,0,28.76787674852677,50.1025479906663,21.129575260806924,14206,13502,15998,16998,16597,18247,14242,13617,15734,20,0,17,2,0,139,0,-6,53,0,14,0,4,259,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.39873426991922,-22.89343026849339]}"
13_0000000000000000237b_0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,1,3,1,22.821205,41.723022,48.951878,43.375206,25.717789,2.4363487,0,0,9,0,0,9,10,1971,20,121,7,141.1,0,33.16,2.98,148,53,70,3.41,-13,-28,180.64,ctb0808-GB-27,-10,81,3528,0,0,0,0,0,1,1,0,0,0,0,0,0,24.755650784635534,57.67069814912213,17.57365106624233,11879,11156,13450,13413,12346,15779,12010,11270,13544,0,0,14,8,0,155,20,13,43,0,40,0,14,305,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.375288241003695,-22.82120571965018]}"
13_0000000000000000237c_0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,1,7,1,22.93628,41.81274,48.994682,43.35688,25.643438,2.3279707,0,0,9,0,0,5,12,1971,20,123,5,141.1,0,33.16,2.98,182,79,51,3.41,-16,-23,180.64,ctb0808-GB-28,-6,38,3322,0,0,0,0,0,1,1,0,0,0,0,0,0,24.148088917130824,59.27351789077975,16.57839319208943,12531,12314,13005,14743,14404,15273,12676,12462,13129,20,0,17,-1,0,169,0,1,54,0,23,0,7,298,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.356962609207656,-22.93627990754589]}"
13_0000000000000000237d_0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,1,5,1,22.94706,41.9603,49.23399,43.62853,25.87177,2.4569721,0,0,1,0,0,6,14,1971,20,122,6,141.1,0,33.16,2.98,154,38,40,3.41,22,-3,180.64,ctb0808-GB-29,0,29,3191,0,0,0,0,0,1,0,0,0,1,0,0,0,21.691062446618623,61.842690889966754,16.46624666341462,13763,13321,14137,16408,15818,16967,13841,13430,14179,20,0,14,3,0,156,0,-2,52,0,12,0,4,267,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.6286131511254,-22.947059690955328]}"
13_0000000000000000237e_0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,6,1,22.851658,41.849926,49.13764,43.573013,25.87255,2.5108285,0,0,4,0,0,7,8,1971,20,126,7,85.73,0,20.15,2.98,138,43,46,4.11,-51,-28,112.96,ctb0808-GB-3,7,50,2770,0,0,0,0,0,1,0,0,0,1,0,0,0,22.48744688141172,61.961220326875846,15.551332791712436,12841,12686,14258,15938,15594,17542,12998,12845,14304,20,0,15,-15,0,156,0,4,55,0,50,0,17,243,0,1971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.57309726656681,-22.851658607781832]}"
