system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,bdod,black_soil_prob,cagb,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_with_dry_winter_1,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v002,mapbiomas_sand_v002,mapbiomas_silt_v002,nitrogen,northness,oxides,pcurv,phh2o,roughness,slope,soc,spi,.geo
00000000000000001d23_0,1,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,6.70004,33.696537,50.636818,54.866783,43.815403,22.162163,0,0,0,0,0,3,3,1984,118,4,96.35,9.635,7.80435,135,24,25,5.5637,-18,-22,119.35305,ctb0707-36,3,236,5656,0,1,1,0,0,0,0,0,0,0,14.86677293938499,65.25097484312266,19.88225221749235,14,7,128,11,46,36,9,160,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.86680685004585,-6.700039630841248]}"
00000000000000001d24_0,1,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,6.649914,33.288483,49.994274,54.149925,43.223892,21.840403,0,0,3,0,0,3,4,1984,117,10,80.37,8.037,6.50997,115,40,23,4.64094,-19,-22,99.55791,ctb0707-37,-7,235,6392,0,1,1,0,0,0,0,0,0,0,15.033549630697237,67.65275819842907,17.313692170873704,14,-2,112,1,48,18,7,169,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.14995125331848,-6.649913637987378]}"
00000000000000001d25_0,1,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,6.883296,33.65906,50.400017,54.48329,43.392033,21.809216,0,0,2,0,0,4,1,1984,114,4,103.87,10.387,8.41347,143,32,24,5.99794,15,36,128.66841,ctb0707-38,1,235,6200,0,1,1,0,0,0,0,0,0,0,28.779853947640188,48.03955316120852,23.180592891151296,12,-2,115,-5,44,14,4,175,39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.48331605525523,-6.88329594880163]}"
00000000000000001d26_0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7.116678,34.504707,51.609055,55.749916,44.363464,22.25309,0,0,3,0,0,3,3,1984,121,4,106.548996,10.65,8.63,120,13,33,6.15,11,-6,131.979,ctb0707-39,-2,238,4144,0,1,1,0,0,0,0,0,0,0,31.735016824547014,46.95211312702732,21.31287004842567,14,-5,133,0,36,17,6,183,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.749940605863756,-7.116678259615881]}"
00000000000000001d27_0,1,1,0,0,0,0,0,63,0,0,0,0,1,0,0,0,0,0,4.1500816,32.935394,51.76306,57.68328,47.537712,25.79072,0,0,3,0,0,0,2,1984,121,6,126.9,39.339,11.9286,115,40,29,5.0922,14,-10,183.2598,ctb0707-4,6,70,3043,0,1,0,0,0,0,0,1,0,0,45.70814235671028,37.22649040501722,17.0653672382725,13,1,119,0,40,19,6,161,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.68329476034579,-4.150081865339574]}"
00000000000000001d28_0,1,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7.399917,35.003117,52.18376,56.250095,44.649807,22.263905,0,0,1,0,0,3,0,1984,118,4,113.74,11.374,9.21294,131,11,27,6.56788,-31,-15,140.89482,ctb0707-40,6,230,8239,0,1,1,0,0,0,0,0,0,0,27.43009618227615,46.07301346553709,26.496890352186753,16,-6,127,-3,43,23,8,177,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.2501225560615,-7.399917068698766]}"
00000000000000001d29_0,1,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7.7666993,35.395096,52.499443,56.399933,44.59207,22.024471,0,0,2,0,0,2,1,1984,119,4,111.86,11.186,9.06066,123,24,28,6.45932,4,-13,138.56598,ctb0707-41,-4,241,4999,0,1,1,0,0,0,0,0,0,0,28.637578159045677,59.77327930378059,11.589142537173732,14,3,126,1,39,17,6,165,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.39996154545264,-7.766699199204767]}"
00000000000000001d2a_0,1,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,7.716573,34.97017,51.828365,55.64993,43.97203,21.685839,0,0,1,0,0,8,1,1984,119,4,106.548996,10.65,8.63,126,27,24,6.15,-20,-22,131.979,ctb0707-42,-12,284,7378,0,1,1,0,0,0,0,0,0,0,22.950227176764816,59.56744154311857,17.48233128011661,12,-4,113,5,47,33,14,201,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.64995811474125,-7.716573206350898]}"
00000000000000001d2b_0,1,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,7.9666643,35.278717,52.113407,55.833183,44.002457,21.563858,0,0,3,0,0,10,3,1984,115,4,109.04,10.904,8.83224,120,12,26,6.29648,14,-19,135.07272,ctb0707-43,0,290,7237,0,1,1,0,0,0,0,0,0,0,31.739185867122526,54.516238309668864,13.74457582320861,13,4,119,2,48,13,5,175,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.83321443270164,-7.966664181449772]}"
00000000000000001d2c_0,1,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,7.1832433,33.781563,50.323288,54.21676,43.00993,21.415363,0,0,2,0,0,2,1,1984,118,4,84.6,8.46,6.8526,127,44,22,4.8852,15,-3,104.7978,ctb0707-44,0,282,4509,0,1,1,0,0,0,0,0,0,0,17.161635092445934,65.32030283855255,17.518062069001523,13,4,116,0,50,13,4,187,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.21678591045696,-7.183243422169138]}"
00000000000000001d2d_0,1,1,0,0,0,0,0,9,0,0,0,1,0,0,0,0,1,0,7.2333694,33.7568,50.23398,54.08336,42.86959,21.304312,0,0,2,0,0,3,2,1984,118,4,77.08,23.8948,7.24552,130,33,23,3.09304,28,0,111.31336,ctb0707-45,-1,249,4028,0,1,1,0,0,0,0,0,0,0,20.526932183125165,51.54487682823363,27.928190988641212,13,2,115,1,47,9,3,168,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.08338609076522,-7.233369415023008]}"
00000000000000001d2e_0,1,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,0,7.733282,34.763958,51.46387,55.216583,43.590527,21.450867,0,0,3,0,0,3,2,1984,119,4,139.27124,43.17,13.09,105,25,57,5.59,60,7,201.12123,ctb0707-48,0,251,3866,0,1,1,0,0,0,0,0,0,0,34.86955031914402,54.50782884968093,10.622620831175043,13,1,175,-1,38,5,1,168,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.216610821681996,-7.733281870635521]}"
00000000000000001d2f_0,1,1,0,0,0,0,0,53,0,0,0,0,1,0,0,0,0,0,4.9332333,33.97426,52.778515,58.399864,47.755844,25.481396,0,0,7,0,0,1,3,1984,121,12,118.44,36.7164,11.13336,117,47,30,4.75272,5,-10,171.04248,ctb0707-5,4,66,5919,0,1,0,0,0,0,0,1,0,0,43.75559189127331,37.36552826655124,18.878879842175458,12,0,116,1,43,15,5,163,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-58.39988086248793,-4.9332331300349725]}"
00000000000000001d30_0,1,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,2,0,7.9666643,34.370968,50.57849,54.04994,42.46755,20.656122,0,0,2,0,0,8,2,1984,118,13,89.3,27.683,8.3942,107,19,28,3.5834,-6,-7,128.9606,ctb0707-50,-17,387,3409,0,1,1,0,0,0,0,0,0,0,28.46580565886895,57.45154442055519,14.082649920575863,12,-1,134,-7,43,46,18,166,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.049968762195974,-7.966664181449772]}"
00000000000000001d31_0,1,1,0,0,0,0,0,59,0,0,0,0,1,0,0,0,0,0,5.550106,34.887012,53.738087,59.149864,48.087387,25.332203,0,0,4,0,0,1,1,1984,119,6,115.15,35.6965,10.8241,123,48,30,4.6207,-41,-11,166.2913,ctb0707-8,-1,87,4078,0,1,0,0,0,0,0,1,0,0,35.65875893650554,40.823597879131476,23.51764318436298,12,0,129,4,46,5,1,156,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-59.14988429319932,-5.5501062356398485]}"
00000000000000001d33_0,1,1,0,0,0,0,0,15,0,0,0,0,1,0,0,1,0,0,3.5833347,-29.384089,-53.076992,-63.783318,-56.72489,-35.552345,0,0,2,0,0,44,3,1984,116,5,92.59,28.7029,8.70346,100,65,28,3.71542,-16,-11,133.71178,ctb0709-12,1,674,5373,0,1,1,0,0,0,0,0,0,0,24.900539888323557,49.53318873740452,25.566271374271913,16,0,117,4,41,8,2,197,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.7833046971594,3.5833347525885637]}"
00000000000000001d34_0,1,1,0,0,0,0,0,73,0,0,0,0,1,0,0,1,0,0,3.5332088,-29.12186,-52.58615,-63.183422,-56.18302,-35.203835,0,0,3,0,0,1,2,1984,113,4,95.41,29.5771,8.96854,134,71,27,3.82858,-34,-13,137.78423,ctb0709-14,-3,341,4822,0,1,1,0,0,0,0,0,0,0,58.96235869200197,22.607580271769486,18.43006103622854,14,0,121,4,40,13,3,148,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.18340975042438,3.533208759734695]}"
00000000000000001d35_0,1,1,0,0,0,0,0,84,0,0,0,0,1,0,0,0,0,0,3.5499175,-29.081963,-52.5345,-63.133297,-56.148384,-35.1927,0,0,0,0,0,1,2,1984,119,4,83.19,25.7889,7.81986,135,65,24,3.33822,-5,-4,120.13698,ctb0709-15,-4,339,4164,0,1,1,0,0,0,0,0,0,0,33.86701365267824,53.198166095639095,12.934820251682657,13,-3,112,-11,39,20,5,139,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.13328375757051,3.549917424019317]}"
00000000000000001d36_0,1,1,0,0,0,1,0,22,0,0,0,0,0,0,0,1,0,0,3.166696,-28.99615,-52.02672,-62.316727,-55.250454,-34.44718,0,0,3,0,0,3,5,1984,113,4,82.25,25.4975,7.7315,107,71,26,3.3005,32,14,118.7795,ctb0709-20,-1,319,2178,0,1,1,0,0,0,0,0,0,0,31.642762881073118,46.9414251553642,21.415811963562682,13,0,124,-13,44,24,6,136,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.31671516430587,3.1666961238139297]}"
00000000000000001d38_0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,3.2833872,-28.293333,-50.948757,-61.133377,-54.291298,-33.94525,0,0,3,0,0,1,3,1984,128,8,50.29,167.9686,1.488584,141,110,30,3.533996,22,-6,223.28117,ctb0709-22,-2,136,4392,0,1,1,0,0,0,0,0,0,0,26.043219165414687,54.85807151785933,19.098709316725984,11,2,136,0,50,10,3,131,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.133364440535225,3.2833872792210554]}"
00000000000000001d39_0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,3.2833872,-28.276321,-50.919994,-61.09996,-54.262535,-33.92824,0,0,4,0,0,1,3,1984,126,12,25.680801,85.77,0.76,137,84,40,1.8,-18,-12,114.0108,ctb0709-23,5,161,5194,0,1,1,0,0,0,0,0,0,0,35.70411104447877,50.09424841914881,14.201640536372425,13,-3,168,-3,55,19,7,154,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.099947111965974,3.2833872792210554]}"
00000000000000001d3e_0,1,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,2,0,2.8333313,-29.978752,-53.372715,-63.683334,-56.257046,-34.855892,0,0,1,0,0,7,3,1984,111,9,43.71,13.5501,4.10874,121,39,29,1.75398,16,-22,63.12282,ctb0709-29,19,838,5399,0,1,0,0,0,0,0,1,0,0,33.856840105364235,52.643142075598156,13.500017819037605,18,11,117,-5,41,66,24,229,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.6833222060369,2.833331321877175]}"
00000000000000001d41_0,1,1,0,0,0,0,0,61,0,0,0,0,1,0,0,1,0,0,2.7832053,-29.741903,-52.92479,-63.133293,-55.75809,-34.532757,0,0,3,0,0,2,4,1984,115,4,82.25,25.4975,7.7315,125,74,23,3.3005,10,1,118.7795,ctb0709-31,2,273,5287,0,1,1,0,0,0,0,0,0,0,51.48603333686652,30.907466156573697,17.606500506559783,15,-2,112,-3,39,10,3,157,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.13328375757051,2.783205329023306]}"
00000000000000001d42_0,1,1,0,0,0,0,0,70,0,0,0,0,1,0,0,0,1,0,2.5832403,-30.05834,-53.270607,-63.4168,-55.900326,-34.50495,0,0,1,0,0,2,0,1984,115,5,92.59,28.7029,8.70346,95,33,28,3.71542,-19,-22,133.71178,ctb0709-34,8,742,5873,0,1,0,0,0,0,0,1,0,0,43.23065845572997,43.52618522715155,13.243156317118487,17,2,121,8,39,26,9,202,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.41679206123864,2.5832403467783003]}"
00000000000000001d43_0,1,1,0,0,0,0,0,11,0,0,0,0,1,0,0,1,1,0,2.766766,-29.306364,-52.17277,-62.24989,-54.98934,-34.06892,0,0,1,0,0,1,2,1984,117,4,64.86,20.1066,6.09684,103,54,23,2.60268,6,-6,93.66612,ctb0709-35,8,226,6006,0,1,1,0,0,0,0,0,0,0,29.051308286258877,51.72328007590142,19.225411637839702,16,-3,119,-12,46,29,9,154,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.249880507167376,2.766766159323919]}"
00000000000000001d44_0,1,1,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,2.5999491,-29.212484,-51.856155,-61.783394,-54.502895,-33.68787,0,0,5,0,0,2,2,1984,125,4,34.31,3.431,2.77911,110,87,30,1.98122,-14,71,42.50133,ctb0709-36,0,103,2279,0,1,1,0,0,0,0,0,0,0,12.86521735013747,77.16106499063173,9.973717659230804,10,0,126,0,47,4,0,123,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.78338538012411,2.5999490110629235]}"
00000000000000001d45_0,1,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,2.2167277,-30.119198,-53.026646,-62.91662,-55.28323,-33.934868,0,0,0,0,0,3,4,1984,115,4,95.41,29.5771,8.96854,91,52,23,3.82858,9,3,137.78423,ctb0709-38,-6,277,3829,0,1,1,0,0,0,0,0,0,0,44.83208533389057,21.451442272172624,33.716472393936805,14,-8,109,-11,42,37,11,139,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.91661011104088,2.216727710857536]}"
00000000000000001d46_0,1,1,0,0,0,1,0,23,0,0,0,0,0,0,0,7,0,0,0.10496814,-31.300617,-53.025757,-61.666695,-53.132393,-31.480928,0,0,8,0,0,0,14,1984,127,4,89.77,10.7724,7.27137,115,60,30,5.35946,-32,1,113.17323,ctb0709-40,0,41,3238,0,1,0,0,0,0,0,1,0,0,22.151836417710896,64.67970829680534,13.168455285483763,13,0,123,0,44,0,0,208,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.666694224716984,0.10496814094936457]}"
00000000000000001d4a_0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,2.4334013,-28.92316,-51.209316,-60.933407,-53.686497,-33.111843,0,0,33,0,0,2,8,1984,127,11,71.73609,7.17,5.81,142,107,37,4.14,29,-4,88.856094,ctb0709-45,-2,82,6933,0,1,1,0,0,0,0,0,0,0,6.979513312680938,85.95210984113561,7.068376846183454,12,1,144,0,47,8,3,222,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.93339945829022,2.4334013573871642]}"
00000000000000001d4b_0,1,1,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,2.0499105,-29.338026,-51.547882,-61.099957,-53.634636,-32.866535,0,0,9,0,0,1,21,1984,123,5,77.55,24.0405,7.2897,96,113,25,3.1119,4,57,111.9921,ctb0709-46,1,68,2891,0,1,1,0,0,0,0,0,0,0,12.422824395744275,79.03103768045256,8.546137923803187,10,-1,126,-8,43,14,2,119,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.099947111965974,2.0499105625965406]}"
00000000000000001d4c_0,1,1,0,0,0,0,0,14,0,0,0,0,1,0,0,1,0,0,1.749963,-30.877367,-53.866894,-63.616764,-55.64827,-33.889503,0,0,3,0,0,3,2,1984,119,4,70.03,21.7093,6.58282,112,57,30,2.81014,31,19,101.13226,ctb0709-47,0,106,2411,0,1,0,0,0,0,0,1,0,0,17.10215457071551,70.02700031526649,12.870845114017998,11,2,132,0,42,8,2,131,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.61675704348364,1.7499630892290323]}"
00000000000000001d4e_0,1,1,0,0,0,1,0,28,0,0,0,0,0,0,0,2,0,0,1.749963,-29.180536,-50.99771,-60.283386,-52.7791,-32.19269,0,0,9,0,0,4,10,1984,123,5,72.85,22.5835,6.8479,98,116,28,2.9233,27,13,105.2047,ctb0709-51,2,118,3134,0,1,1,0,0,0,0,0,0,0,14.65510878089388,74.6936586125567,10.651232606549419,10,1,121,-1,48,7,2,123,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.283378518701326,1.7499630892290323]}"
00000000000000001d51_0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,1,0,1.749963,-29.613214,-51.729332,-61.13337,-53.510715,-32.625366,0,0,11,0,0,3,18,1984,126,12,27.73,3.3276,2.24613,97,97,57,1.65554,-13,15,34.95927,ctb0709-55,-1,45,1975,0,1,1,0,0,0,0,0,0,0,23.747667352026617,64.32500923705561,11.927323410917786,12,0,157,0,50,4,1,208,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.133364440535225,1.7499630892290323]}"
00000000000000001d53_0,1,1,0,0,0,0,0,33,0,0,0,0,1,0,0,1,0,0,1.0832335,-29.881586,-51.552135,-60.533203,-52.65473,-31.745975,0,0,10,0,0,1,6,1984,125,5,94.94,29.4314,8.92436,87,123,24,3.80972,9,12,137.10548,ctb0709-59,-3,86,4540,0,1,0,0,0,0,0,1,0,0,26.39737801368186,62.08505691409173,11.517565072226404,12,0,125,-2,44,10,3,130,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.53319999921497,1.0832334853555237]}"
00000000000000001d54_0,1,1,0,0,0,0,0,75,0,0,0,0,1,0,0,1,0,0,0.7000122,-32.536163,-55.6781,-65.10006,-56.39053,-33.740814,0,0,3,0,0,0,2,1984,114,4,106.69,33.0739,10.02886,115,61,26,4.28122,52,-2,154.07397,ctb0709-60,1,81,4229,0,1,0,0,0,0,0,1,0,0,23.851987310045423,61.871160747249476,14.27685194270511,14,1,116,0,41,6,2,207,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.1000552406218,0.7000121851501353]}"
00000000000000001d58_0,1,1,0,0,0,0,0,22,0,0,0,0,1,0,0,1,0,0,0.46662986,-30.276648,-51.636597,-60.26667,-52.11144,-31.079563,0,0,2,0,0,0,6,1984,125,4,109.98,34.0938,10.33812,101,86,28,4.41324,58,19,158.82516,ctb0709-66,0,81,3786,0,1,0,0,0,0,0,1,0,0,30.63912769687032,57.07855148706557,12.28232081606412,11,0,120,-2,45,5,1,125,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.266669854416705,0.4666298743358839]}"
00000000000000001d5c_0,1,1,0,0,0,0,0,19,0,0,0,1,0,0,0,1,0,0,1.2500507,-29.381733,-50.864803,-59.83333,-52.137238,-31.5333,0,0,23,0,0,2,8,1984,122,4,78.02,7.802,6.31962,96,127,26,4.50524,22,-1,96.64686,ctb0710-1,1,107,2205,0,1,0,0,0,0,0,1,0,0,9.044770875145595,81.03554521022178,9.91968391463263,11,1,127,0,47,5,2,128,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-59.83332256135745,1.2500506336165182]}"
00000000000000001d5d_0,1,1,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0.41677338,-28.851828,-49.180176,-57.38335,-49.60427,-29.568935,0,0,0,0,0,1,1,1984,119,4,147.11,45.6041,13.82834,98,92,23,5.90318,10,-26,212.44562,ctb0710-16,-26,312,5700,0,1,0,0,0,0,0,1,0,0,35.46452792715441,51.94788371440207,12.58758835844353,15,8,113,-5,42,66,29,170,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.38334728697828,0.4167733760672503]}"
00000000000000001d5e_0,1,1,0,0,0,0,0,25,0,0,0,0,1,0,0,0,1,0,0.14997374,-29.140875,-49.416428,-57.50004,-49.568897,-29.39869,0,0,1,0,0,2,0,1984,116,4,123.61,38.3191,11.61934,102,70,26,4.96018,8,-27,178.50862,ctb0710-17,32,264,5098,0,1,0,0,0,0,0,1,0,0,30.463030165849286,47.93749971045441,21.599470123696303,20,-1,121,0,42,76,34,210,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.5000384423854,0.14997373668375236]}"
00000000000000001d5f_0,1,1,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,1.8167977,-27.392292,-48.037212,-56.883442,-49.886654,-30.519526,0,0,1,0,0,0,3,1984,123,4,151.34,46.9154,14.22596,115,95,24,6.07292,-4,-17,218.55428,ctb0710-20,2,238,2139,0,1,0,0,0,0,0,1,0,0,30.51177725904389,50.49974441446078,18.988478326495336,14,-13,114,-7,45,30,13,185,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.88343483136576,1.8167977463675244]}"
00000000000000001d60_0,1,1,0,0,0,1,0,72,0,0,0,0,0,0,0,0,0,0,1.3667418,-27.160288,-47.218983,-55.66667,-48.610233,-29.512764,0,0,1,0,0,2,1,1984,120,4,117.97,36.5707,11.08918,87,101,27,4.73386,-11,-35,170.36374,ctb0710-23,34,390,5135,0,1,1,0,0,0,0,0,0,0,38.75290577948035,45.58833476274786,15.65875945777178,15,4,130,0,47,89,37,220,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.666666779025874,1.366741789023644]}"
00000000000000001d61_0,1,1,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,1.3333244,-27.78292,-48.240173,-56.833313,-49.597397,-30.077862,0,0,1,0,0,0,0,1984,122,4,158.39,49.1009,14.88866,92,76,27,6.35582,4,-18,228.73538,ctb0710-24,-9,270,4589,0,1,0,0,0,0,0,1,0,0,33.76140882924962,54.19618625841623,12.042404912334154,14,8,118,-4,45,36,13,161,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.8333088385119,1.3333244604543983]}"
00000000000000001d62_0,1,1,0,0,0,0,0,43,0,0,0,0,1,0,0,0,0,0,1.1999246,-27.286863,-47.275135,-55.633255,-48.49655,-29.352165,0,0,4,0,0,1,1,1984,125,4,127.84,39.6304,12.01696,95,93,27,5.12992,41,-4,184.61728,ctb0710-25,1,301,4706,0,1,1,0,0,0,0,0,0,0,36.85538090441006,49.57601166756881,13.568607428021142,15,1,123,1,45,6,1,152,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.63324945045663,1.1999246407626494]}"
00000000000000001d63_0,1,1,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0.10011724,-28.513506,-48.308422,-56.18329,-48.41014,-28.685501,0,0,2,0,0,0,4,1984,118,4,156.04,48.3724,14.66776,113,70,30,6.26152,-70,-14,225.34167,ctb0710-26,0,217,5374,0,1,0,0,0,0,0,1,0,0,40.61498337581329,22.930522862258698,36.45449376192801,20,-2,129,1,44,8,2,198,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.18328789892301,0.10011723841511877]}"
00000000000000001d64_0,1,1,0,0,0,0,0,67,0,0,0,0,0,0,0,0,2,0,1.0500857,-27.534637,-47.55229,-55.866634,-48.62116,-29.341991,0,0,1,1,0,0,2,1984,127,4,63.45,211.923,1.87812,112,74,48,4.45878,-39,-7,281.7099,ctb0710-27,0,363,3256,0,1,0,0,0,0,0,1,0,0,37.07454933440928,49.48016377303645,13.44528689255429,11,0,169,-2,51,8,0,153,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.86663176127088,1.0500856513715133]}"
00000000000000001d65_0,1,1,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0.833412,-28.08591,-48.279385,-56.58322,-49.127655,-29.52026,0,0,1,0,0,1,2,1984,121,4,155.57,48.2267,14.62358,91,113,26,6.24266,4,-15,224.66293,ctb0710-28,7,247,3731,0,1,0,0,0,0,0,1,0,0,30.78062418905827,56.8377722287118,12.381603582229928,12,12,119,-13,45,45,14,147,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.583217863413026,0.8334120048418843]}"
00000000000000001d66_0,1,1,0,0,0,1,0,25,0,0,0,0,0,0,0,0,1,0,1.8332369,-26.512648,-46.565372,-55.1832,-48.431557,-29.668192,0,0,1,0,0,0,3,1984,126,4,144.29,44.7299,13.56326,91,149,27,5.79002,-69,-9,208.37318,ctb0710-32,0,357,3047,0,1,1,0,0,0,0,0,0,0,28.064033498469655,59.105483867110905,12.830482634419434,11,-1,125,1,44,5,1,142,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.183193493112746,1.8332369160669115]}"
00000000000000001d68_0,1,1,0,0,0,0,0,83,0,0,0,0,1,0,0,0,0,0,1.3500332,-26.470503,-46.036808,-54.283356,-47.411053,-28.794224,0,0,0,0,0,0,0,1984,121,4,178.6,55.366,16.7884,102,77,23,7.1668,-24,-15,257.9212,ctb0710-36,-3,416,5889,0,1,1,0,0,0,0,0,0,0,50.52323926279223,34.237849058855836,15.238911678351934,16,0,118,-6,44,35,6,184,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.28335107301022,1.3500331247390216]}"
00000000000000001d69_0,1,1,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0.6498862,-29.652348,-50.7544,-59.35012,-51.415813,-30.770742,0,0,4,0,0,0,4,1984,127,4,110.45,34.2395,10.3823,104,111,27,4.4321,-22,4,159.5039,ctb0710-4,-2,135,2585,0,1,0,0,0,0,0,1,0,0,46.051867422656855,20.767234270425803,33.18089830691735,13,-2,134,2,44,10,3,140,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-59.35011877002956,0.6498861922962664]}"
00000000000000001d6a_0,1,1,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0.7000122,-27.24209,-46.726315,-54.699993,-47.43878,-28.446806,0,0,1,0,0,2,0,1984,120,6,130.66,40.5046,12.28204,93,115,25,5.24308,-22,-13,188.68971,ctb0710-40,-3,500,14284,0,1,1,0,0,0,0,0,0,0,43.75005421949155,26.55051334822021,29.699432432288237,24,-5,132,2,42,17,6,320,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.69998970178486,0.7000121851501353]}"
