system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,bdod,black_soil_prob,cagb,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_with_dry_winter_1,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v002,mapbiomas_sand_v002,mapbiomas_silt_v002,nitrogen,northness,oxides,pcurv,phh2o,roughness,slope,soc,spi,.geo
00000000000000001ba4_0,0,0,0,0,1,1,0,27,0,0,0,0,0,0,0,0,2,0,21.499874,47.097008,59.289288,56.1665,37.400375,10.0849085,0,0,4,0,0,8,4,1960,135,4,62.23,14.64,2.98,68,29,33,3.63,-19,-11,83.48,ctb0682-238,0,292,1702,0,1,0,0,0,0,0,1,0,0,11.593971156363965,81.67735925540127,6.728669588234762,13,1,158,2,53,4,1,137,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.16657923463839,-21.49987376823878]}"
00000000000000001b15_0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,8.850067,27.902977,38.805676,39.85,29.795406,12.667454,0,0,0,0,1,6,1,1961,138,4,9.59,5.85,1.25,220,54,75,1.6,-27,-7,18.28,ctb0678-46,0,367,836,0,0,0,0,0,0,0,0,0,0,12.503258898757567,70.15707258690985,17.33966851433258,7,0,179,0,66,2,0,58,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.850029571533454,-8.85006743185291]}"
00000000000000001b45_0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,8.066647,25.862713,36.097202,37.16664,27.884533,11.975853,0,0,5,0,1,50,5,1962,135,5,9.59,5.85,1.25,152,110,65,1.6,-17,-10,18.28,ctb0678-97,0,669,958,0,0,0,0,0,0,0,0,0,0,9.752386688048448,79.07334517695264,11.174268134998913,10,-1,172,1,61,7,2,102,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.166671986340035,-8.066646672572276]}"
00000000000000000fdc_0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,2.9675395,22.961187,36.01676,40.08879,32.995403,17.852354,0,0,14,0,1,3,8,1963,131,4,101.61,21.89,22.18,132,149,55,1.41,14,16,147.09,ctb0064-8486,0,33,998,0,1,0,0,1,0,0,0,0,0,19.737544815771884,67.474899986586,12.787555197642122,12,0,167,0,54,1,0,144,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.08880177405243,-2.967539625324635]}"
00000000000000002209_0,0,0,1,0,0,1,0,22,0,0,0,0,0,0,0,0,3,0,13.433362,34.09632,44.940437,44.266727,31.26397,10.97069,0,0,1,0,0,2,2,1964,133,5,25.1399,8.72297,3.27638,98,73,60,2.9703,-42,-12,40.1095,ctb0777-15,1,507,3432,0,1,0,0,0,1,0,0,0,0,31.823049648741453,39.22698414495179,28.949966206306758,12,0,208,0,59,4,1,145,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.26677632896391,-13.433361842959123]}"
00000000000000001ae8_0,1,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,3,0,6.1332927,29.899832,44.75331,48.366573,38.508915,19.341146,0,0,4,0,0,4,8,1965,119,10,139.27124,43.17,13.09,84,79,51,5.59,-39,-19,201.12123,ctb0677-70,0,129,3418,0,1,0,0,0,1,0,0,0,0,22.06022902207838,46.89620149282449,31.043569485097127,15,-6,179,-1,50,16,7,337,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.366597454156995,-6.133292518090242]}"
00000000000000001ae7_0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,6,0,5.63338,29.333862,44.26942,48.100048,38.53398,19.635769,0,0,30,1,0,2,1,1965,127,4,55.8736,113.98,0.2,83,81,55,3.0,7,-4,173.0536,ctb0677-5,-1,140,1681,0,1,0,0,0,1,0,0,0,0,16.976386951183063,48.93643196339229,34.08718108542465,15,1,186,0,50,5,2,141,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.100067309358735,-5.633380062477727]}"
00000000000000001aea_0,1,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,1,0,6.501692,30.346842,45.16051,48.621784,38.541054,19.15396,0,0,5,0,0,4,5,1965,125,4,90.51219,28.06,8.51,97,90,54,3.63,15,0,130.71219,ctb0677-80,-2,132,341,0,1,0,0,0,1,0,0,0,0,20.559887374093588,46.6482327973678,32.791879828538626,15,2,175,-2,51,10,3,273,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.62180882637535,-6.501691616107657]}"
00000000000000001034_0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,2,6,1,10.656759,28.000216,37.260254,36.986073,26.410631,9.654514,0,0,11,0,0,4,13,1966,132,22,58.05,11.9,2.98,134,109,54,5.24,-25,-8,78.16,ctb0064-9004,0,12,3550,0,1,0,0,1,0,0,0,0,0,20.60660977676736,54.742986360427295,24.650403862805355,15,-1,159,-1,54,10,1,243,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.98611061423201,-10.656759131274093]}"
0000000000000000195b_0,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,1,3,1,18.105051,36.170654,44.026688,40.44231,25.594057,5.0027995,0,0,3,0,0,5,2,1966,136,5,141.1,33.16,2.98,156,40,65,3.41,13,6,180.64,ctb0662-P55,4,222,4433,0,1,0,0,0,1,0,0,0,0,27.953045696757368,60.994550289248,11.052404013994643,14,2,181,0,54,13,5,175,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.44237866988187,-18.105050478022694]}"
00000000000000001973_0,0,1,0,0,0,0,0,32,0,0,0,0,1,0,0,1,1,1,18.30798,36.220078,43.9182,40.196262,25.278973,4.7028813,0,0,4,0,0,6,5,1966,137,5,141.1,33.16,2.98,160,44,60,3.41,31,0,180.64,ctb0662-P9,-5,104,4634,0,1,1,0,0,0,0,0,0,0,27.621642574841953,60.96270294952285,11.415654475635192,15,2,170,-1,62,16,5,195,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.19633011356153,-18.307979900705295]}"
00000000000000000f61_0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,7.3867116,25.682707,36.436317,37.96273,28.915873,12.966341,0,0,3,0,0,28,8,1967,137,5,9.59,5.85,1.25,161,125,127,1.6,8,25,18.28,ctb0064-7852,3,312,2565,0,1,0,0,1,0,0,0,0,0,16.907935778592567,62.56440278488562,20.527661436521807,8,-3,148,-7,62,15,4,111,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.962758991126755,-7.3867118340222095]}"
00000000000000001096_0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,5.175509,23.454718,34.761665,37.32485,29.492416,14.544912,0,0,4,0,0,3,2,1967,132,5,123.08,37.75,9.53,206,90,56,0.18,25,54,170.54,ctb0064-9826,0,6,3664,0,0,0,0,0,0,0,0,0,0,29.145602975209872,45.1747983532577,25.679598671532418,9,0,168,0,63,2,0,107,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.32486530787348,-5.175508762162007]}"
0000000000000000167c_0,0,1,0,0,0,0,0,54,0,1,0,0,0,0,0,0,1,1,23.811869,48.226753,59.011524,54.47649,34.768818,7.2345996,0,0,2,0,0,4,0,1967,124,4,96.5,22.68,2.98,175,34,29,3.63,11,9,125.79,ctb0636-Perfil-08,-1,307,2617,1,0,0,1,0,0,0,0,1,0,11.31656289905395,82.43544056911152,6.247996531834531,17,2,141,0,54,9,3,196,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.476578690624336,-23.81186781497719]}"
00000000000000001b07_0,0,1,1,0,0,1,0,8,0,0,0,0,0,0,0,0,3,0,9.08318,26.695295,36.54298,37.083366,27.295393,11.058488,0,0,1,0,0,8,5,1967,123,19,9.59,5.85,1.25,174,113,47,1.6,22,-27,18.28,ctb0678-33,-14,824,2568,0,1,0,0,1,0,0,0,0,0,23.864661987179012,55.26192572207943,20.873412290741552,18,21,169,4,59,68,26,224,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.08339815950215,-9.083180248081927]}"
00000000000000001b40_0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,7.4166255,25.38799,35.90967,37.33319,28.358776,12.620134,0,0,1,0,1,49,3,1967,135,5,9.59,5.85,1.25,164,109,63,1.6,11,63,18.28,ctb0678-90,0,672,2537,0,0,0,0,0,0,0,0,0,0,16.787237515753624,64.15330208530646,19.059460398939915,12,0,174,0,59,3,0,99,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.33321964001579,-7.416625732983389]}"
00000000000000001c55_0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,53,0,5.4999804,23.93347,35.26411,37.71669,29.664522,14.465089,0,0,2,0,1,8,1,1967,139,6,9.59,5.85,1.25,202,126,61,1.6,0,-1,18.28,ctb0694-58,0,100,4074,0,0,0,0,0,0,0,0,0,0,52.48122123108505,22.11142463221979,25.407354136695158,12,0,180,1,77,2,0,122,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.716710434806416,-5.499980242785979]}"
00000000000000001623_0,0,0,0,0,0,0,0,63,0,1,0,0,0,0,0,0,0,1,22.750328,46.520943,57.13179,52.920433,33.969826,7.3562226,0,0,3,0,0,2,1,1968,127,6,96.5,22.68,2.98,124,66,51,3.63,45,52,125.79,ctb0631-Perfil-10,3,339,2269,1,0,0,1,0,0,0,0,1,0,18.997644991824092,74.3576615182572,6.644693489918698,14,3,179,-4,58,14,5,146,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.92051695547249,-22.750328643733152]}"
00000000000000001680_0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,0,1,22.396751,46.54955,57.514786,53.574497,34.712788,7.993504,0,0,1,0,0,1,0,1968,123,4,96.5,22.68,2.98,87,39,51,3.63,-1,-5,125.79,ctb0636-Perfil-16,2,308,3262,0,1,0,0,0,1,0,0,0,0,31.360976846749743,60.21284388325372,8.426179269996533,15,-2,191,0,49,9,3,163,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.57458031383992,-22.396751747903707]}"
00000000000000001683_0,0,0,0,0,0,0,0,71,0,1,0,0,0,0,0,0,0,1,22.331533,46.8077,58.01302,54.19191,35.27742,8.363925,0,0,3,0,0,1,1,1968,126,5,96.5,22.68,2.98,124,41,57,3.63,0,-5,125.79,ctb0636-Perfil-28,-4,385,2339,0,1,0,0,0,1,0,0,0,0,12.751781248403194,80.93353166414855,6.3146870874482675,13,-1,195,0,46,13,5,145,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.19199240861526,-22.33153405827663]}"
00000000000000001950_0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,1,2,1,19.52906,37.36302,44.695198,40.37682,24.812803,3.7437549,0,0,2,0,0,1,5,1968,120,7,141.1,33.16,2.98,138,47,34,3.41,37,-6,180.64,ctb0662-P36,0,28,4489,0,1,0,0,0,1,0,0,0,0,33.02270750945128,44.91961316096722,22.057679329581507,16,1,144,1,59,7,1,312,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.37689148566956,-19.529059866408957]}"
00000000000000001c15_0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,2,2,1,19.499416,37.315422,44.64276,40.33343,24.790546,3.7471848,0,0,8,0,0,4,7,1968,135,8,85.73,20.15,2.98,152,23,58,4.11,-20,-5,112.96,ctb0691-18,0,31,4722,0,1,0,0,0,1,0,0,0,0,32.122929645849155,44.423611202660375,23.45345915149047,18,0,175,1,57,2,0,216,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.33350285744658,-19.499415462033014]}"
0000000000000000216d_0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,8,0,32.931564,55.380657,62.47728,53.10958,28.94995,-1.3109246,1,0,2,0,0,2,51,1968,133,4,37.74,10.58,5.12,232,39,58,2.07,5,-3,55.51,ctb0770-92,0,7,1831,1,0,0,1,0,0,0,0,1,0,15.198458406080691,54.61774950175261,30.1837920921667,22,0,169,0,59,0,0,424,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.10970215430807,-32.93156457935858]}"
000000000000000018aa_0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,6.449949,24.06399,34.585766,36.366787,28.019033,12.96026,0,0,1,0,1,54,2,1968,138,6,3.35,7.22,0.04,239,157,86,0.25,-16,-16,10.87,ctb0656-Perfil-50,-1,436,1288,0,0,0,0,0,0,0,0,0,0,11.681083259788021,71.635546085009,16.68337065520299,7,-3,205,0,66,12,4,60,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.366812057360015,-6.449948655742373]}"
0000000000000000167d_0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,1,4,1,23.795698,48.02119,58.679237,54.100006,34.45299,7.056874,0,0,2,0,0,3,2,1969,118,5,78.54,18.46,2.98,148,56,32,3.77,10,-22,103.74,ctb0636-Perfil-09,2,252,2241,1,0,0,1,0,0,0,0,1,0,12.441434570701176,80.29298776750437,7.265577661794461,17,8,143,2,53,27,9,268,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.10009475504984,-23.79569813986304]}"
00000000000000001956_0,0,1,0,0,0,0,0,57,0,1,0,0,0,0,0,0,0,1,19.532564,37.544243,44.998302,40.726894,25.112343,3.9189394,0,0,0,0,0,3,2,1969,130,8,58.05,11.9,2.98,126,65,60,5.24,19,0,78.16,ctb0662-P45,10,109,4958,0,1,0,0,0,1,0,0,0,0,29.87716517700348,58.88338101246752,11.239453810529001,18,1,156,-10,52,38,12,191,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.726964951890935,-19.532563296017024]}"
0000000000000000195c_0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,1,2,1,19.93492,37.876846,45.17992,40.699944,24.884329,3.5588956,0,0,2,0,0,3,0,1969,110,10,140.0,32.9,2.98,124,67,34,7.0,14,-17,182.88,ctb0662-P56,-4,777,5704,1,0,0,1,0,0,0,0,1,0,32.24093208585488,53.82353197925983,13.935535934885285,21,21,164,-2,48,68,23,252,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.700015493367346,-19.93491871177416]}"
00000000000000001c21_0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,1,1,19.554392,38.431683,46.47822,42.433334,26.57003,4.76879,0,0,1,0,0,4,1,1969,116,6,96.5,22.68,2.98,140,64,31,3.63,49,1,125.79,ctb0691-8,-2,235,10211,0,1,0,0,0,1,0,0,0,0,50.884417164581365,36.09827438269414,13.017308452724505,16,3,133,-15,48,32,8,211,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.43340466560438,-19.55439235742113]}"
00000000000000000e1a_0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,9.244068,26.994831,36.897205,37.39975,27.48582,11.081057,0,0,9,0,1,21,5,1969,136,4,9.59,5.85,1.25,188,115,59,1.6,-22,-9,18.28,ctb0064-12085,-1,340,877,0,1,0,0,1,0,0,0,0,0,10.347835961292779,78.27834031115259,11.373823727554623,10,0,174,1,63,4,1,151,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.39978480256905,-9.244068515467731]}"
00000000000000000fb7_0,0,1,1,0,0,1,0,11,0,0,0,0,0,0,0,0,2,0,3.6431625,23.868673,36.91183,40.729107,33.20263,17.596762,0,0,1,0,0,12,10,1969,128,4,82.73,30.61,12.41,129,138,49,12.15,-31,-23,137.89,ctb0064-8241,-12,212,2809,0,1,0,0,1,0,0,0,0,0,22.406922939749723,47.53726029423464,30.055816766015624,13,-8,161,6,55,43,15,166,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.729120908572824,-3.6431625505109277]}"
0000000000000000101f_0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,11,0,20.121408,46.13,58.958736,56.5977,38.47322,11.490908,0,1,4,0,0,3,27,1969,132,4,84.38,20.25,9.28,89,16,39,13.63,-10,36,127.54,ctb0064-8935,0,102,339,0,1,1,0,0,0,0,0,0,0,26.14390500326607,40.78724354443474,33.0688514522992,13,0,148,0,58,0,0,127,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.59777057101576,-20.12140896475737]}"
00000000000000002231_0,0,1,1,0,0,1,0,54,0,0,0,0,0,0,0,0,1,0,13.166832,33.705715,44.532204,43.950073,31.127087,11.038915,0,0,2,0,0,1,2,1970,142,4,25.1399,8.72297,3.27638,117,36,70,2.9703,-3,-2,40.1095,ctb0777-9,0,481,3409,0,1,0,0,0,1,0,0,0,0,22.832466887595842,62.36544564886528,14.802087463538886,11,-3,221,0,56,7,3,98,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.950120191311775,-13.166831698160859]}"
00000000000000001931_0,0,1,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6.56664,26.132612,37.97318,40.233227,31.28763,14.827976,0,0,2,0,1,19,1,1970,136,4,9.59,5.85,1.25,168,97,71,1.6,-20,-13,18.28,ctb0661-P86,4,553,1076,0,0,0,0,0,0,0,0,0,0,10.909052459821426,77.35213878399816,11.738808756180424,7,-2,169,0,57,14,5,81,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.233250871738846,-6.566639811149498]}"
00000000000000001964_0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,1,5,1,20.474716,38.89954,46.398335,41.796246,25.553179,3.6523259,0,0,4,0,0,8,1,1970,104,18,140.0,32.9,2.98,150,120,27,7.0,1,-23,182.88,ctb0662-P68,19,2210,7063,1,0,0,0,0,0,1,0,0,0,32.284289291835286,46.25261972786976,21.463090980294954,32,-31,161,0,51,113,41,401,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.796319466106816,-20.47471636600158]}"
00000000000000000ff2_0,0,1,0,0,0,0,0,13,0,0,0,0,1,0,0,2,1,1,19.382185,37.059086,44.320267,40.028095,24.587406,3.6926622,0,0,4,0,0,1,12,1971,131,5,85.73,20.15,2.98,186,21,57,4.11,-6,4,112.96,ctb0064-8560,0,23,5211,0,1,0,0,0,1,0,0,0,0,35.10993355281867,48.45678576549463,16.433280681686696,18,0,169,0,59,2,0,230,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.028165492374356,-19.382185317455416]}"
000000000000000020df_0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,3,1,20.783287,38.67498,45.726597,40.83334,24.567291,2.8965716,0,0,1,0,0,4,1,1971,125,8,141.1,33.16,2.98,112,65,43,3.41,-9,-24,180.64,ctb0769-34,24,123,8305,0,1,0,0,0,1,0,0,0,0,34.85924794313261,49.56864117592983,15.572110880937554,18,-24,184,-5,54,108,37,246,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.8334153130591,-20.783287666096633]}"
000000000000000012b2_0,0,1,0,0,0,0,0,19,0,0,0,0,1,0,0,1,4,1,23.047312,41.988426,49.18667,43.514263,25.722385,2.3125153,0,0,6,0,0,6,9,1971,114,6,141.1,33.16,2.98,174,75,28,3.41,-5,-24,180.64,ctb0574-GB-19,0,25,4774,0,1,1,0,0,0,0,0,0,0,26.313623617964755,51.76630954913476,21.92006683290049,19,-35,108,-20,53,81,38,332,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.5143474469854,-23.047311676663064]}"
000000000000000012b7_0,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,2,2,1,22.951641,41.764095,48.897884,43.235336,25.531002,2.2528794,0,0,5,0,0,6,4,1971,109,7,140.0,32.9,2.98,136,86,29,7.0,-44,-32,182.88,ctb0574-GB-23,13,754,4527,1,0,0,1,0,0,0,0,0,1,28.15546200080673,53.34622605884165,18.498311940351623,24,-13,158,39,51,68,20,373,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.23542055126629,-22.951641098904336]}"
0000000000000000196d_0,0,0,0,0,0,1,0,68,0,0,0,0,0,0,0,0,1,1,18.927547,37.174244,44.945255,41.02307,25.675251,4.590467,0,0,2,0,0,1,0,1971,114,27,59.13,13.89,2.98,110,93,43,2.84,28,49,78.83,ctb0662-P82,0,642,7037,1,0,0,1,0,0,0,0,1,0,40.98144710204747,42.14411423611216,16.874438661840383,20,12,157,-24,49,43,14,293,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.02313950106514,-18.927547952162527]}"
00000000000000002365_0,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,2,2,1,22.951641,41.764095,48.897884,43.235336,25.531002,2.2528794,0,0,5,0,0,6,4,1971,109,7,140.0,32.9,2.98,136,86,29,7.0,-44,-32,182.88,ctb0807-P18,13,754,3785,1,0,0,1,0,0,0,0,0,1,28.15546200080673,53.34622605884165,18.498311940351623,24,-13,158,39,51,68,20,373,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.23542055126629,-22.951641098904336]}"
00000000000000002375_0,0,1,0,0,0,0,0,19,0,0,0,0,1,0,0,1,4,1,23.047312,41.988426,49.18667,43.514263,25.722385,2.3125153,0,0,6,0,0,6,9,1971,114,6,141.1,33.16,2.98,174,75,28,3.41,-5,-24,180.64,ctb0808-GB-19,0,25,4774,0,1,1,0,0,0,0,0,0,0,26.313623617964755,51.76630954913476,21.92006683290049,19,-35,108,-20,53,81,38,332,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.5143474469854,-23.047311676663064]}"
00000000000000000fed_0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,11.1062765,29.777357,39.839817,39.71713,28.532536,10.657803,0,0,1,0,1,28,2,1972,133,4,9.59,5.85,1.25,249,61,67,1.6,16,25,18.28,ctb0064-8544,0,323,1892,0,0,0,0,0,0,0,0,0,0,23.06138632435164,58.312425956456146,18.62618771919222,13,0,164,0,65,4,1,173,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.71716874101218,-11.106276099447502]}"
0000000000000000163b_0,0,0,0,0,0,0,0,85,0,0,0,0,0,1,0,0,2,1,24.750517,48.563324,58.692303,53.550503,33.49397,5.9553022,0,0,1,0,0,1,0,1972,110,9,108.3,25.45,2.98,205,44,55,5.42,-33,-13,142.14,ctb0631-Perfil-32,3,660,6132,1,0,0,1,0,0,0,0,1,0,69.09019010482996,10.303950001781836,20.605859893388192,24,-2,184,2,52,13,4,249,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.55059529575393,-24.750517455353677]}"
00000000000000001b69_0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.218197,27.43364,37.663673,38.305523,28.278624,11.564395,0,0,5,0,1,10,2,1972,133,4,3.35,7.22,0.04,165,89,82,0.25,-43,-16,10.87,ctb0679-Perfil-275,3,267,919,0,0,0,0,0,0,0,0,0,0,27.372470050141505,49.580425092142285,23.0471048577162,8,-1,183,2,66,11,3,168,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.30555610354676,-9.21819703528509]}"
00000000000000000e2a_0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,9.789526,27.183788,36.700497,36.848633,26.73379,10.331018,0,0,1,0,0,20,6,1972,134,5,9.59,5.85,1.25,212,131,63,1.6,11,-13,18.28,ctb0064-12146,-4,221,2367,0,1,0,0,1,0,0,0,0,0,22.64829971815932,57.28646426017131,20.06523602166937,11,8,170,0,62,26,9,160,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.848668375761726,-9.789525555985104]}"
00000000000000000ffb_0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,9.758265,27.815775,37.798714,38.143017,27.863829,11.016814,0,0,6,0,1,24,2,1972,133,5,9.59,5.85,1.25,236,119,64,1.6,-20,-10,18.28,ctb0064-8647,2,421,1842,0,0,0,0,0,0,0,0,0,0,20.19966774893763,61.82247685755839,17.977855393503965,13,1,195,1,64,7,2,159,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.143050868649546,-9.758264184097747]}"
00000000000000001b67_0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9.054614,27.679285,38.233852,39.06469,29.015339,12.091641,0,0,4,0,1,15,2,1972,138,4,3.35,7.22,0.04,223,74,67,0.25,6,3,10.87,ctb0679-Perfil-273,0,346,831,0,0,0,0,0,0,0,0,0,0,24.50540850161919,60.31748415108875,15.17710734729205,7,0,174,0,67,2,0,66,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.064722350156174,-9.054613822046925]}"
00000000000000001b8b_0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,10.945388,31.083698,42.20098,42.555447,31.057486,12.241092,0,0,32,0,1,6,4,1972,140,4,25.99,9.62,4.68,155,90,64,3.05,-7,-3,43.34,ctb0679-Perfil-329,0,553,1770,0,0,0,0,0,0,0,0,0,0,4.254553369052046,92.32842796141102,3.417018669536924,7,2,187,0,59,5,2,89,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.55548571271622,-10.945387832061694]}"
00000000000000001078_0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,3,0,10.617413,28.432226,38.02798,37.901276,27.21841,10.154253,0,0,2,0,1,31,9,1973,128,8,9.59,5.85,1.25,215,130,70,1.6,30,32,18.28,ctb0064-9445,-1,392,11172,0,1,0,0,1,0,0,0,0,0,29.924909087410423,45.89514362351857,24.17994728907101,16,5,201,-3,63,16,5,205,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.90131422569298,-10.617412921829658]}"
00000000000000001664_0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,4,1,25.430452,48.34426,57.6784,51.970455,31.787844,4.565751,0,0,0,0,0,7,2,1974,100,70,108.3,25.45,2.98,171,63,44,5.42,0,7,142.14,ctb0631-Perfil-71,0,827,9684,1,0,0,1,0,0,0,0,0,1,65.41648387388331,10.004423388557449,24.579092737559233,28,-18,180,-9,51,42,18,306,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.9705485425161,-25.430452293903745]}"
0000000000000000163c_0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,5,1,23.280424,46.116936,55.94697,51.23043,32.24533,6.039674,0,0,2,0,0,2,2,1975,126,7,96.5,22.68,2.98,148,62,54,3.63,-23,-15,125.79,ctb0631-Perfil-33,-1,625,5032,1,0,0,1,0,0,0,0,1,0,74.73389952451744,9.858491118502043,15.407609356980506,19,2,186,-3,49,9,2,248,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.23051641145844,-23.28042449289208]}"
