system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,latitude,lavouras,longitude,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mapbiomas_v001_1984,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
000000000000000000d2,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,12,1,0,0,1,0,0,20,3,1986,0,96,27,58.14,0,11.92,2.98,179,111,25,2.79,-45,-24,75.82,ctb0572-E.104**,-8,481,1656,0,0,21,0,22050,0,18249,1,0,0,1,0,0,0,1,0,45.67088093715034,15.244176785756846,39.08494227709282,70,0,21,1,31,-1,0,139,0,14,52,0,30,0,0,9,358,0,1986,"{""type"":""Point"",""coordinates"":[-53.049876182734025,-27.05011540658818]}"
000000000000000000d3,0,1,0,0,0,0,0,29,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,7,2,1986,0,103,66,58.14,0,11.92,2.98,159,69,28,2.79,29,14,75.82,ctb0572-E.106,-10,537,1642,0,0,21,0,21870,0,18380,1,0,0,1,0,0,0,1,0,56.15292909074956,11.556885556686101,32.29018535256434,61,0,21,0,29,2,0,151,0,-8,50,0,26,0,0,10,344,5,1986,"{""type"":""Point"",""coordinates"":[-53.18004180158516,-26.870092578858465]}"
00000000000000000110,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,14,1,0,0,0,0,0,13,4,1986,0,102,21,58.14,0,11.92,2.98,179,88,28,2.79,-8,-27,75.82,ctb0572-E.031,-16,553,14168,0,0,21,0,22379,0,16950,1,0,0,1,0,0,0,1,0,42.1147388503955,10.798984147394988,47.08627700220953,50,0,21,0,25,-13,0,151,0,5,52,0,59,0,0,21,283,0,1986,"{""type"":""Point"",""coordinates"":[-51.750101734867194,-27.379977407016842]}"
0000000000000000015a,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,16,1,0,0,0,0,0,10,1,1986,0,99,28,58.14,0,11.92,2.98,196,97,25,2.79,-31,-30,75.82,ctb0572-E.030,-24,727,4462,1,0,21,0,22119,0,16619,1,0,0,1,0,0,0,0,1,45.402929521703435,11.15391909298686,43.44315138530971,50,0,21,1,30,1,0,136,0,11,53,0,60,1,0,25,327,0,1986,"{""type"":""Point"",""coordinates"":[-51.419972188375326,-27.119913715377766]}"
0000000000000000015c,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,5,6,1986,0,104,19,58.14,0,11.92,2.98,191,75,42,2.79,29,-14,75.82,ctb0572-E.046,-12,525,6302,0,0,21,0,22279,0,16799,1,0,0,1,0,0,0,1,0,50.06771148759547,12.312324997438802,37.619963514965725,52,0,21,0,26,-1,0,152,0,-14,51,0,31,0,0,13,280,1,1986,"{""type"":""Point"",""coordinates"":[-51.59999501610504,-27.27999544319648]}"
000000000000000000d5,0,1,0,0,0,0,0,19,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,8,1,1986,0,90,33,78.82,0,18.52,2.98,246,147,28,3.78,54,19,104.1,ctb0572-E.150*,-1,1099,3798,0,0,21,0,22019,0,15499,1,0,0,1,0,0,0,0,1,49.55016499670616,15.31685317677339,35.13298182652045,163,0,21,0,48,1,0,156,0,-4,49,0,11,0,0,3,598,0,1986,"{""type"":""Point"",""coordinates"":[-50.29995302217501,-27.0199317515574]}"
0000000000000000011d,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,9,2,1986,0,93,33,78.82,0,18.52,2.98,178,98,28,3.78,-54,-26,104.1,ctb0572-E.205,-2,1309,8112,0,0,21,0,22849,0,15170,1,0,0,1,0,0,0,0,1,55.01664349535843,12.202073595955309,32.78128290868625,150,0,21,1,32,-14,0,143,0,4,50,0,38,0,0,14,653,0,1986,"{""type"":""Point"",""coordinates"":[-49.97009102174634,-27.849975576252145]}"
0000000000000000015f,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,6,1,0,0,2,0,0,8,1,1986,0,91,60,78.82,0,18.52,2.98,197,115,23,3.78,-27,-20,104.1,ctb0572-E.056,12,1200,8940,0,0,21,0,21680,0,16529,1,0,0,1,0,0,0,0,1,55.85412507766395,11.880110249878797,32.265764672457244,65,0,21,1,32,-17,0,137,0,-4,51,0,60,1,0,22,345,0,1986,"{""type"":""Point"",""coordinates"":[-51.329960774510475,-26.680099201173245]}"
00000000000000000160,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0,8,1,0,0,1,0,0,8,1,1986,0,92,66,78.82,0,18.52,2.98,205,101,23,3.78,5,-9,104.1,ctb0572-E.057,8,1179,6044,2,0,21,0,21719,0,16519,1,0,0,1,0,0,0,0,1,67.8899295406479,6.184796073065992,25.9252743862861,67,0,21,1,32,-2,0,140,0,0,50,0,31,2,0,11,370,0,1986,"{""type"":""Point"",""coordinates"":[-51.319990224554964,-26.719985860096315]}"
00000000000000000162,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,7,1,0,0,1,0,0,4,0,1986,0,92,29,78.82,0,18.52,2.98,213,91,30,3.78,11,6,104.1,ctb0572-E.062**,-7,966,8138,1,0,21,0,21999,0,15850,1,0,0,1,0,0,0,0,1,59.94834214537451,7.461390572521275,32.590267282104215,63,0,21,0,27,3,0,150,0,3,49,0,32,0,0,9,313,0,1986,"{""type"":""Point"",""coordinates"":[-50.65002366857788,-26.999990651646396]}"
00000000000000000158,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,11,1,0,0,2,0,0,17,3,1986,0,110,18,74.1,0,19.6,8.2,208,90,39,4.6,-26,0,106.4,ctb0572-E.005,-17,285,4385,0,0,21,0,22029,0,18869,1,0,0,1,0,0,0,1,0,46.75022694783244,18.376568614202927,34.87320443796463,61,0,21,1,27,-25,0,166,0,-7,51,0,85,0,0,32,320,80,1986,"{""type"":""Point"",""coordinates"":[-53.669981070731474,-27.029902301512905]}"
00000000000000000044,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,2,1,1,0,0,3,0,0,3,8,1986,0,99,8,85.73,0,20.15,2.98,225,91,24,4.11,-43,-29,112.96,ctb0572-E.236,-9,70,3202,1,0,21,0,21500,0,14179,1,0,0,1,0,0,0,1,0,37.827439927761205,36.751598223322276,25.420961848916505,70,0,21,2,31,-1,0,118,0,14,48,0,40,1,0,15,394,0,1986,"{""type"":""Point"",""coordinates"":[-48.97996546923291,-26.500076373443527]}"
00000000000000000069,0,1,0,0,0,0,0,19,0,0,0,0,0,1,0,0,5,1,0,0,4,0,0,2,0,1986,0,100,5,108.3,0,25.45,2.98,189,85,28,5.42,21,37,142.14,ctb0572-E.225,3,469,8715,2,0,21,0,23000,0,14430,1,0,0,1,0,0,0,1,0,53.38578424000979,27.933945624666784,18.680270135323422,79,0,21,2,23,-4,0,143,0,-8,50,0,27,1,0,8,440,13,1986,"{""type"":""Point"",""coordinates"":[-49.23005861091647,-28.000082295014288]}"
0000000000000000006b,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,1,1986,0,95,25,108.3,0,25.45,2.98,181,129,28,5.42,-42,-26,142.14,ctb0572-E.233,-10,893,5615,4,0,21,0,22720,0,14279,1,0,0,1,0,0,0,0,1,42.489027690575654,15.01023759071688,42.50073471870747,59,0,21,3,30,5,0,174,0,10,50,0,48,3,0,15,357,0,1986,"{""type"":""Point"",""coordinates"":[-49.07994743305327,-27.72007750346421]}"
0000000000000000006e,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,4,3,1986,0,100,10,108.3,0,25.45,2.98,188,107,23,5.42,21,-14,142.14,ctb0572-E.262*,-8,585,2983,0,0,21,0,22679,0,14130,1,0,0,1,0,0,0,0,1,44.752465230376075,22.25164778005028,32.99588698957364,60,0,21,1,28,11,0,153,0,6,50,0,37,0,0,14,322,0,1986,"{""type"":""Point"",""coordinates"":[-48.93011271945538,-27.67992329847793]}"
00000000000000000092,0,0,0,0,0,0,0,45,0,0,0,0,0,1,0,1,5,1,0,0,1,0,0,7,0,1986,0,103,71,108.3,0,25.45,2.98,163,75,35,5.42,42,-6,142.14,ctb0572-E.103,-4,674,3802,0,0,21,0,21569,0,17769,1,0,0,1,0,0,0,1,0,63.91311832990607,7.778030814967556,28.308850855126373,63,0,21,0,26,8,0,169,0,-6,51,0,27,0,0,10,350,0,1986,"{""type"":""Point"",""coordinates"":[-52.569903004442175,-26.569874682233117]}"
000000000000000000cd,0,1,0,0,0,0,0,17,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,7,1,1986,0,97,82,108.3,0,25.45,2.98,199,73,31,5.42,-18,-8,142.14,ctb0572-E.029,3,1024,4800,0,0,21,0,21700,0,17130,1,0,0,1,0,0,0,0,1,55.90185330969556,6.9448673749731435,37.153279315331304,68,0,21,0,33,0,0,165,0,-2,51,0,19,0,0,5,360,0,1986,"{""type"":""Point"",""coordinates"":[-51.930124562596916,-26.700040301084258]}"
000000000000000000d0,0,1,0,0,0,0,1,30,0,0,0,0,0,0,0,1,7,1,0,0,1,0,0,7,1,1986,0,103,74,108.3,0,25.45,2.98,164,44,30,5.42,0,-20,142.14,ctb0572-E.089,-14,776,5287,3,0,21,0,21520,0,17669,1,0,0,1,0,0,0,0,1,69.65461117046338,4.9899313205629925,25.355457508973622,67,0,21,4,29,4,0,171,0,2,50,0,35,3,0,15,304,0,1986,"{""type"":""Point"",""coordinates"":[-52.469921040621806,-26.520017473354535]}"
000000000000000000d1,0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,0,5,1,0,0,2,0,0,6,2,1986,0,99,27,108.3,0,25.45,2.98,181,80,35,5.42,-24,-23,142.14,ctb0572-E.100,11,910,3986,1,0,21,0,22399,0,15670,1,0,0,1,0,0,0,0,1,59.64302275207765,16.085281857012646,24.271695390909702,65,0,21,1,27,-4,0,153,0,-5,49,0,31,0,0,12,395,0,1986,"{""type"":""Point"",""coordinates"":[-50.470000840848165,-27.39991850692785]}"
000000000000000000d4,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,5,1,1986,0,99,53,108.3,0,25.45,2.98,221,81,38,5.42,15,-2,142.14,ctb0572-E.119*,-7,881,3785,-2,0,21,0,21150,0,15129,1,0,0,1,0,0,0,0,1,37.23967418138031,18.082403596678216,44.677922221941465,69,0,21,-4,31,2,0,161,0,-5,49,0,22,-2,0,7,396,0,1986,"{""type"":""Point"",""coordinates"":[-49.92993681676006,-26.1500012679396]}"
000000000000000000d6,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,1,8,1,0,0,3,0,0,2,5,1986,0,108,12,108.3,0,25.45,2.98,197,84,41,5.42,-18,2,142.14,ctb0572-E.151,-5,382,2688,0,0,21,0,22250,0,15200,1,0,0,1,0,0,0,1,0,47.227594319844854,10.590708192876566,42.18169748727858,70,0,21,0,31,-8,0,131,0,-11,50,0,29,0,0,10,461,25,1986,"{""type"":""Point"",""coordinates"":[-50.00000267161286,-27.250079334228907]}"
000000000000000000d9,0,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,4,3,1986,0,103,34,108.3,0,25.45,2.98,220,119,34,5.42,22,-18,142.14,ctb0572-E.167,-8,821,3634,1,0,21,0,21300,0,14730,1,0,0,1,0,0,0,0,1,37.271669933641064,21.286712980915297,41.441617085443646,69,0,21,2,31,13,0,157,0,-5,49,0,46,0,0,16,417,0,1986,"{""type"":""Point"",""coordinates"":[-49.53000450237756,-26.3001124458028]}"
000000000000000000e2,0,1,0,0,0,0,0,20,0,0,0,0,0,1,0,0,4,1,0,0,4,0,0,1,2,1986,0,101,7,108.3,0,25.45,2.98,188,91,22,5.42,-22,-19,142.14,ctb0572-E.226,3,590,3694,0,0,21,0,23000,0,14450,1,0,0,1,0,0,0,0,1,37.983378727048475,22.577921180851206,39.438700092100326,57,0,21,0,22,1,0,129,0,7,51,0,18,0,0,4,404,0,1986,"{""type"":""Point"",""coordinates"":[-49.24999971082748,-28.000082295014295]}"
000000000000000000e3,0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,0,5,1,0,0,2,0,0,3,3,1986,0,102,5,108.3,0,25.45,2.98,204,87,26,5.42,-32,-24,142.14,ctb0572-E.227,-14,417,3219,3,0,21,0,23020,0,14399,1,0,0,1,0,0,0,1,0,27.44942130443826,40.27998486279481,32.270593832766934,46,0,21,3,21,-16,0,142,0,-3,50,0,56,3,0,22,291,5,1986,"{""type"":""Point"",""coordinates"":[-49.199874955885704,-28.020027854026356]}"
000000000000000000e6,0,1,0,0,0,0,0,22,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,3,1,1986,0,99,21,108.3,0,25.45,2.98,200,87,27,5.42,-4,-18,142.14,ctb0572-E.265,22,771,3460,0,0,21,0,22499,0,14500,1,0,0,1,0,0,0,0,1,46.0165809497142,9.961034226143887,44.022384824141916,59,0,21,2,29,-25,0,129,0,4,51,0,96,0,0,36,368,0,1986,"{""type"":""Point"",""coordinates"":[-49.300128924870315,-27.499900470748212]}"
0000000000000000010e,0,1,0,0,0,0,0,15,0,0,0,0,0,1,0,0,10,1,0,0,1,0,0,6,0,1986,0,98,49,108.3,0,25.45,2.98,198,79,27,5.42,-36,-22,142.14,ctb0572-C-SC-08,-5,1010,7055,1,0,21,0,22330,0,16320,1,0,0,1,0,0,0,0,1,50.78196988723178,11.798269172602124,37.4197609401661,62,0,21,1,33,-11,0,138,0,7,51,0,35,1,0,13,309,0,1986,"{""type"":""Point"",""coordinates"":[-51.120021837813184,-27.33012019813826]}"
0000000000000000010f,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,13,1,0,0,1,0,0,7,0,1986,0,100,19,108.3,0,25.45,2.98,176,72,31,5.42,0,-7,142.14,ctb0572-C-SC-10,0,969,9675,3,0,21,0,22630,0,15830,1,0,0,1,0,0,0,0,1,50.11645498118499,15.615223007995096,34.268322010819915,55,0,21,5,26,-10,0,156,0,-7,51,0,35,3,0,11,316,0,1986,"{""type"":""Point"",""coordinates"":[-50.630082568666865,-27.630066089599353]}"
00000000000000000111,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,8,1,0,0,1,0,0,4,2,1986,0,100,24,108.3,0,25.45,2.98,187,76,37,5.42,40,18,142.14,ctb0572-E.050,-18,550,4662,4,0,21,0,22250,0,16980,1,0,0,1,0,0,0,1,0,43.11403163985049,18.048601725424952,38.83736663472456,55,0,21,5,27,5,0,172,0,-19,52,0,63,4,0,20,292,17,1986,"{""type"":""Point"",""coordinates"":[-51.780017843834756,-27.250079334228907]}"
00000000000000000112,0,1,0,0,0,0,0,38,0,0,0,0,0,1,0,1,8,1,0,0,0,0,0,10,1,1986,0,111,80,108.3,0,25.45,2.98,170,52,26,5.42,43,6,142.14,ctb0572-E.090**,-5,677,4032,0,0,21,0,21469,0,18719,1,0,0,1,0,0,0,1,0,53.61934747970536,15.00749452022609,31.373158000068557,61,0,21,0,25,7,0,144,0,1,51,0,28,0,0,9,279,0,1986,"{""type"":""Point"",""coordinates"":[-53.51987435196933,-26.469892718412748]}"
00000000000000000114,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,16,1,0,0,1,0,0,3,2,1986,0,99,41,108.3,0,25.45,2.98,173,102,34,5.42,53,-1,142.14,ctb0572-E.130,-4,877,4197,1,0,21,0,22550,0,15499,1,0,0,1,0,0,0,0,1,48.593348283569746,14.450566204111073,36.95608551231918,72,0,21,1,31,2,0,156,0,-4,51,0,13,0,0,5,450,0,1986,"{""type"":""Point"",""coordinates"":[-50.29995302217501,-27.55002522569]}"
00000000000000000118,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,8,1,0,0,3,0,0,6,2,1986,0,99,45,108.3,0,25.45,2.98,179,77,28,5.42,12,-4,142.14,ctb0572-E.158,1,861,5916,2,0,21,0,22450,0,15480,1,0,0,1,0,0,0,0,1,49.86717607305423,16.889492913965764,33.24333101298001,68,0,21,2,32,2,0,150,0,2,49,0,13,1,0,3,401,0,1986,"{""type"":""Point"",""coordinates"":[-50.28000746316295,-27.450043261869634]}"
00000000000000000119,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,9,1,0,0,5,0,0,6,2,1986,0,99,42,108.3,0,25.45,2.98,231,83,34,5.42,-18,9,142.14,ctb0572-E.160,-2,842,5600,1,0,21,0,22430,0,15429,1,0,0,1,0,0,0,0,1,49.309680976905,15.167619340124034,35.52269968297096,70,0,21,7,33,-6,0,155,0,0,50,0,19,1,0,7,389,0,1986,"{""type"":""Point"",""coordinates"":[-50.22988270822116,-27.430102161958622]}"
0000000000000000012d,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,3,2,1986,0,98,34,108.3,0,25.45,2.98,191,97,31,5.42,42,43,142.14,ctb0572-E.038,-1,717,6048,2,0,21,0,22029,0,16369,1,0,0,1,0,0,0,0,1,48.435308909748684,9.621517917618567,41.94317317263274,62,0,21,2,28,1,0,154,0,-4,50,0,18,2,0,4,311,7,1986,"{""type"":""Point"",""coordinates"":[-51.16987904669176,-27.029902301512912]}"
0000000000000000015b,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,13,1,0,0,0,0,0,6,2,1986,0,97,28,108.3,0,25.45,2.98,184,93,24,5.42,-10,-17,142.14,ctb0572-E.037,3,731,3797,1,0,21,0,22099,0,16580,1,0,0,1,0,0,0,0,1,50.051071684064596,13.068488080218504,36.8804402357169,54,0,21,1,29,-11,0,139,0,4,52,0,33,1,0,12,322,0,1986,"{""type"":""Point"",""coordinates"":[-51.380085529452245,-27.09997261546676]}"
0000000000000000015d,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,4,0,1986,0,95,14,108.3,0,25.45,2.98,179,107,26,5.42,-9,-28,142.14,ctb0572-E.049,-13,921,5848,1,0,21,0,22730,0,16169,1,0,0,1,0,0,0,0,1,59.67462181602696,10.920179780993951,29.40519840297909,54,0,21,2,25,17,0,131,0,9,51,0,58,1,0,23,320,0,1986,"{""type"":""Point"",""coordinates"":[-50.96991511905104,-27.730048053419715]}"
0000000000000000015e,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,7,2,1986,0,95,30,108.3,0,25.45,2.98,189,103,27,5.42,30,64,142.14,ctb0572-E.053,0,794,5573,0,0,21,0,21919,0,16329,1,0,0,1,0,0,0,0,1,57.050019106225015,11.041812446150729,31.908168447624252,71,0,21,3,30,-4,0,143,0,-7,49,0,25,0,0,7,310,96,1986,"{""type"":""Point"",""coordinates"":[-51.129996846869744,-26.919949787737043]}"
00000000000000000169,0,1,0,0,0,0,0,23,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,2,2,1986,0,99,11,108.3,0,25.45,2.98,173,103,22,5.42,-56,-33,142.14,ctb0572-F.043,2,676,17739,-2,0,21,0,22620,0,14199,1,0,0,1,0,0,0,0,1,50.8430786004622,23.27715395720257,25.87976744233523,59,0,21,0,26,-18,0,137,0,9,49,0,65,-2,0,20,297,0,1986,"{""type"":""Point"",""coordinates"":[-48.99991102824497,-27.620095539643852]}"
0000000000000000006a,0,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,2,1,0,0,5,0,0,2,4,1986,0,97,11,140.0,0,32.9,2.98,199,98,25,7.0,18,-12,182.88,ctb0572-E.228,-36,684,3530,0,0,21,0,22849,0,14330,1,0,0,1,0,0,0,0,1,38.05259565835446,20.338945301283218,41.60845904036232,68,0,21,1,27,8,0,131,0,-4,51,0,95,0,0,39,433,2,1986,"{""type"":""Point"",""coordinates"":[-49.130076647096104,-27.849975576252145]}"
0000000000000000006d,0,1,0,0,0,0,0,13,0,0,0,0,1,0,0,1,2,1,0,0,7,0,0,4,5,1986,0,98,9,140.0,0,32.9,2.98,186,116,31,7.0,-21,-26,182.88,ctb0572-E.252,-21,521,3646,0,0,21,0,22550,0,14199,1,0,0,1,0,0,0,1,0,45.65992439807831,25.194973424454286,29.145102177467404,69,0,21,1,26,-24,0,123,0,-2,49,0,92,0,0,35,340,0,1986,"{""type"":""Point"",""coordinates"":[-48.999911028244966,-27.55002522569]}"
000000000000000000cb,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,4,4,1986,0,97,22,140.0,0,32.9,2.98,240,122,20,7.0,-7,-25,182.88,ctb0572-C-SC-31,14,651,4063,1,0,21,0,21749,0,14749,1,0,0,1,0,0,0,0,1,47.2047711740069,19.151824493631654,33.64340433236145,69,0,21,3,28,29,0,137,0,-9,50,0,94,0,0,34,369,0,1986,"{""type"":""Point"",""coordinates"":[-49.54995006138962,-26.749897509962832]}"
000000000000000000d7,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,3,1,1986,0,92,28,140.0,0,32.9,2.98,221,137,39,7.0,-45,-34,182.88,ctb0572-E.152,-17,881,2468,0,0,21,0,22080,0,15429,1,0,0,1,0,0,0,0,1,51.47190360433226,6.905774183622128,41.62232221204562,121,0,21,0,43,-23,0,133,0,15,50,0,88,2,0,30,601,0,1986,"{""type"":""Point"",""coordinates"":[-50.229882708221155,-27.080027056454693]}"
000000000000000000d8,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,1,5,1,0,0,2,0,0,3,1,1986,0,97,17,140.0,0,32.9,2.98,205,116,36,7.0,9,-21,182.88,ctb0572-E.164,-20,495,2124,0,0,21,0,22050,0,15049,1,0,0,1,0,0,0,1,0,34.06076309740681,29.285268824942772,36.65396807765041,75,0,21,0,33,-5,0,159,0,9,51,0,52,0,0,21,492,0,1986,"{""type"":""Point"",""coordinates"":[-49.849895952850716,-27.05011540658818]}"
000000000000000000da,0,1,0,0,0,0,0,20,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,7,1,1986,0,97,17,140.0,0,32.9,2.98,202,129,23,7.0,17,-30,182.88,ctb0572-E.176*,-5,455,3940,2,0,21,0,22299,0,15080,1,0,0,1,0,0,0,1,0,42.955650483127705,21.987554243597778,35.056795273274524,80,0,21,1,32,21,0,125,0,9,50,0,60,2,0,22,508,0,1986,"{""type"":""Point"",""coordinates"":[-49.88007960788149,-27.29993654310748]}"
000000000000000000db,0,1,0,0,0,0,0,20,0,0,0,0,1,0,0,3,1,1,0,0,3,0,0,3,3,1986,0,96,7,140.0,0,32.9,2.98,204,99,24,7.0,-13,-15,182.88,ctb0572-E.183,4,471,3045,0,0,21,0,22869,0,14119,1,0,0,1,0,0,0,1,0,52.798900741107815,11.905556531808186,35.295542727084,59,0,21,0,26,-9,0,131,0,-5,52,0,26,0,0,10,355,0,1986,"{""type"":""Point"",""coordinates"":[-48.91987016433561,-27.869916676163157]}"
000000000000000000e4,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,1,7,1,0,0,0,0,0,6,1,1986,0,100,13,140.0,0,32.9,2.98,198,113,29,7.0,15,8,182.88,ctb0572-E.244,4,453,4194,4,0,21,0,22299,0,14880,1,0,0,1,0,0,0,1,0,48.29722560909378,17.625438481727766,34.077335909178444,105,0,21,6,33,-7,0,144,0,-5,49,0,28,2,0,9,538,1,1986,"{""type"":""Point"",""coordinates"":[-49.68011568024076,-27.29993654310748]}"
000000000000000000e9,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,1,3,1,0,0,1,0,0,3,4,1986,0,105,4,140.0,0,32.9,2.98,180,81,37,7.0,24,-12,182.88,ctb0572-F.040,-19,279,5261,0,0,21,0,23069,0,14179,1,0,0,1,0,0,0,1,0,34.70132455452426,43.28331858220754,22.0153568632682,48,0,21,0,19,-6,0,181,0,-15,49,0,53,0,0,20,296,0,1986,"{""type"":""Point"",""coordinates"":[-48.97996546923291,-28.06988060380388]}"
000000000000000000eb,0,1,0,0,0,0,0,26,0,0,0,0,1,0,0,2,1,1,0,0,2,0,0,5,0,1986,0,115,18,140.0,0,32.9,2.98,113,100,23,7.0,-9,-25,182.88,ctb0832-171,9,567,4747,0,0,21,0,17066,0,7200,1,0,0,1,0,0,0,1,0,36.147658476396785,47.49642172347607,16.355919800127143,53,0,21,0,21,-37,0,138,0,-7,52,0,100,0,0,41,274,0,1986,"{""type"":""Point"",""coordinates"":[-42.00005878555616,-22.066619610156014]}"
00000000000000000117,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,5,2,1986,0,101,13,140.0,0,32.9,2.98,188,102,37,7.0,-31,-19,182.88,ctb0572-E.141,-7,510,6928,1,0,21,0,22430,0,14869,1,0,0,1,0,0,0,1,0,47.30029403755633,14.976294938595045,37.72341102384863,69,0,21,0,35,3,0,157,0,4,50,0,23,1,0,8,465,0,1986,"{""type"":""Point"",""coordinates"":[-49.66987312512099,-27.430102161958622]}"
0000000000000000011a,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,5,4,1986,0,102,14,140.0,0,32.9,2.98,200,96,29,7.0,0,-1,182.88,ctb0572-E.162,-7,393,5950,1,0,21,0,22279,0,15070,1,0,0,1,0,0,0,1,0,38.771851205591865,26.72362914449825,34.50451964990988,83,0,21,4,34,-5,0,119,0,-10,50,0,27,0,0,9,513,0,1986,"{""type"":""Point"",""coordinates"":[-49.870109057925994,-27.27999544319648]}"
0000000000000000011b,0,1,0,0,0,0,0,27,0,0,0,0,1,0,0,1,4,1,0,0,1,0,0,2,0,1986,0,98,27,140.0,0,32.9,2.98,193,107,25,7.0,-1,-18,182.88,ctb0572-E.175*,-13,650,2966,0,0,21,0,21999,0,15180,1,0,0,1,0,0,0,0,1,45.53943159108063,9.978941334970202,44.48162707394916,72,0,21,2,34,3,0,133,0,-1,50,0,38,0,0,15,484,0,1986,"{""type"":""Point"",""coordinates"":[-49.98006157170185,-26.999990651646396]}"
0000000000000000011c,0,1,0,0,0,0,0,16,0,0,0,0,1,0,0,1,5,1,0,0,1,0,0,3,0,1986,0,96,26,140.0,0,32.9,2.98,200,113,29,7.0,-28,-30,182.88,ctb0572-E.177,14,765,3836,1,0,21,0,22370,0,15129,1,0,0,1,0,0,0,0,1,48.27649236916165,6.377156879027705,45.34635075181065,118,0,21,2,39,-20,0,144,0,0,50,0,66,1,0,26,613,0,1986,"{""type"":""Point"",""coordinates"":[-49.92993681676007,-27.37000685706133]}"
