system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,latitude,lavouras,longitude,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mapbiomas_v001_1984,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
0000000000000000121d,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,7,3,2008,0,110,12,0.73,0,0.77,0.0,148,103,38,3.63,5,2,5.13,ctb0029-46,-5,310,4658,-2,0,8,0,25507,0,18706,1,0,0,1,0,0,0,1,0,21.774850920499983,53.8462597920095,24.378889287490516,74,0,10,-5,23,-6,0,153,0,-2,54,0,25,0,0,9,277,0,2008,"{""type"":""Point"",""coordinates"":[-53.50693849981328,-30.5080011232007]}"
00000000000000000254,0,1,0,0,0,1,0,22,0,0,0,0,0,0,0,1,4,1,0,0,11,0,0,10,9,1989,0,111,43,8.13,0,4.31,0.4,212,78,25,0.39,-54,-35,13.24,ctb0811-119,-6,153,3178,1,0,24,0,17806,0,7137,1,0,0,1,0,0,0,1,0,22.72820561767807,65.84329265332416,11.428501728997755,102,0,24,2,25,-24,0,118,0,15,53,0,73,1,0,27,417,0,1989,"{""type"":""Point"",""coordinates"":[-41.93753327058474,-22.806924026150156]}"
0000000000000000018b,0,1,0,0,0,0,1,11,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,28,0,1987,0,93,84,0.72,0,4.64,0.78,209,80,32,2.85,-17,-27,8.99,ctb0572-Perfil-034,9,1252,7315,0,0,22,0,21670,0,16729,1,0,0,1,0,0,0,0,1,68.11070419426073,7.2976133597387065,24.59168244600054,100,0,22,0,32,-15,0,164,0,2,50,0,43,0,0,18,349,0,1987,"{""type"":""Point"",""coordinates"":[-51.5299247021512,-26.67012865121774]}"
000000000000000001e7,0,1,0,0,0,0,1,33,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,4,1,1987,0,100,77,0.72,0,4.64,0.78,178,57,22,2.85,-13,-16,8.99,ctb0572-Perfil-029,7,870,8561,0,0,22,0,21520,0,17450,1,0,0,1,0,0,0,0,1,71.51547973209087,6.47017869188452,22.014341576024606,69,0,22,0,32,-8,0,135,0,-5,51,0,31,0,0,11,328,0,1987,"{""type"":""Point"",""coordinates"":[-52.250016013070066,-26.52001747335453]}"
0000000000000000121e,0,1,0,0,0,0,1,18,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,4,0,2008,0,101,28,0.72,0,4.64,0.78,188,89,31,2.85,24,27,8.99,ctb0029-63,2,893,8730,0,0,43,0,23352,0,16107,1,0,0,1,0,0,0,0,1,60.647661183979785,8.990463103451956,30.361875712568253,62,0,43,0,24,2,0,140,0,-2,49,0,10,0,0,3,310,3,2008,"{""type"":""Point"",""coordinates"":[-50.90766160924389,-28.352043600263833]}"
0000000000000000121c,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,2,5,0,1,0,7,0,0,4,16,2008,0,114,5,1.04,0,10.15,0.0,173,95,32,1.59,-21,-24,12.77,ctb0029-16,0,33,3976,0,0,43,0,24867,0,15767,1,0,0,1,0,0,0,1,0,11.134246457802114,80.58731569858169,8.278437843616189,47,0,43,-1,23,-8,0,139,0,-15,51,0,20,0,0,8,326,0,2008,"{""type"":""Point"",""coordinates"":[-50.56702196156905,-29.867143578900507]}"
00000000000000000188,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,46,1,1987,0,100,40,58.14,0,11.92,2.98,172,87,40,2.79,-28,-28,75.82,ctb0572-Perfil-023,11,480,3240,6,0,22,0,21929,0,18170,1,0,0,1,0,0,0,1,0,43.98539628918901,19.737752838871167,36.27685087193983,78,0,22,11,31,4,0,182,0,16,52,0,36,6,0,12,364,0,1987,"{""type"":""Point"",""coordinates"":[-52.97010286488788,-26.929920337692547]}"
000000000000000001e4,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,16,1,0,0,0,0,0,14,4,1987,0,100,36,58.14,0,11.92,2.98,163,117,25,2.79,11,-27,75.82,ctb0572-Perfil-021,-4,520,3565,2,0,22,0,22099,0,18000,1,0,0,1,0,0,0,1,0,56.2609136622435,15.506435270036897,28.232651067719594,62,0,22,1,30,17,0,147,0,4,52,0,48,1,0,18,384,0,1987,"{""type"":""Point"",""coordinates"":[-52.80005504621472,-27.09997261546676]}"
000000000000000001e5,0,1,0,0,0,0,0,31,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,12,2,1987,0,105,64,58.14,0,11.92,2.98,169,42,25,2.79,-16,-15,75.82,ctb0572-Perfil-025,1,498,6397,0,0,22,0,21829,0,18270,1,0,0,1,0,0,0,1,0,66.83043072518589,8.552436641074786,24.61713263373933,64,0,22,1,29,1,0,145,0,5,52,0,10,0,0,3,311,0,1987,"{""type"":""Point"",""coordinates"":[-53.07008482870824,-26.82993837387219]}"
00000000000000000333,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,20,1,0,0,0,0,0,8,2,1995,0,100,21,58.14,0,11.92,2.98,203,109,40,2.79,5,-24,75.82,ctb0621-Ipira-8,-21,560,4329,0,0,30,0,22385,0,16993,1,0,0,1,0,0,0,1,0,33.7146135026102,19.35326996141512,46.932116535974686,48,0,30,-3,27,-13,0,164,0,-6,52,0,75,0,0,26,316,0,1995,"{""type"":""Point"",""coordinates"":[-51.79376079328148,-27.38590355231687]}"
0000000000000000115e,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,15,1,0,0,0,0,0,24,3,2004,0,102,49,58.14,0,11.92,2.98,173,94,29,2.79,-43,-27,75.82,ctb0579-ÁguasFrias-01,-12,494,5470,1,0,11,0,21855,0,18053,1,0,0,1,0,0,0,1,0,55.43167274550014,11.405904307092163,33.1624229474077,81,0,11,1,29,-1,0,167,0,24,51,0,41,1,0,16,343,0,2004,"{""type"":""Point"",""coordinates"":[-52.853412649420264,-26.855810078184277]}"
00000000000000001165,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,15,1,0,0,0,0,0,16,1,2004,0,102,61,58.14,0,11.92,2.98,171,106,36,2.79,-13,-27,75.82,ctb0579-ÁguasFrias-15,-21,558,5014,0,0,5,0,21815,0,18052,1,0,0,1,0,0,0,1,0,48.021360378841,17.326848659631704,34.65179096152729,65,0,5,0,31,-1,0,179,0,0,51,0,49,0,0,21,368,0,2004,"{""type"":""Point"",""coordinates"":[-52.85260555212958,-26.815655873197993]}"
00000000000000001184,0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,0,15,1,0,0,0,0,0,20,4,2004,0,99,58,58.14,0,11.92,2.98,183,102,34,2.79,-20,-27,75.82,ctb0579-ÁguasFrias-09,-15,503,5168,0,0,39,0,21817,0,18085,1,0,0,1,0,0,0,1,0,50.221813110450306,15.448144432576782,34.3300424569729,75,0,39,2,30,-17,0,159,0,-4,51,0,68,0,0,24,357,0,2004,"{""type"":""Point"",""coordinates"":[-52.885750050259844,-26.81754207294361]}"
00000000000000001185,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,16,1,0,0,0,0,0,16,1,2004,0,100,62,58.14,0,11.92,2.98,171,102,27,2.79,-18,-27,75.82,ctb0579-ÁguasFrias-13,-5,551,3395,0,0,5,0,21812,0,18051,1,0,0,1,0,0,0,1,0,50.03055192829492,17.462040671192963,32.507407400512115,66,0,5,0,31,-3,0,161,0,23,51,0,34,0,0,13,368,0,2004,"{""type"":""Point"",""coordinates"":[-52.85179399573786,-26.812958117060667]}"
00000000000000001186,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,21,1,2004,0,96,61,58.14,0,11.92,2.98,185,101,37,2.79,1,-15,75.82,ctb0579-ÁguasFrias-17,-22,524,3400,0,0,39,0,21808,0,18088,1,0,0,1,0,0,0,1,0,50.85405113287044,17.791964584027234,31.35398428310234,73,0,39,0,31,-2,0,161,0,-2,51,0,66,0,0,24,365,0,2004,"{""type"":""Point"",""coordinates"":[-52.88817580123291,-26.808378620278773]}"
0000000000000000123c,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,13,2,2009,0,107,10,58.28,0,11.95,2.98,169,101,30,2.8,1,-35,76.0,ctb0003-sm-dnos-234,6,356,6264,0,0,2,0,24628,0,19018,1,0,0,1,0,0,0,1,0,18.49040121966828,35.76168170206698,45.74791707826474,50,0,2,0,25,24,0,169,0,11,53,0,78,0,0,26,272,0,2009,"{""type"":""Point"",""coordinates"":[-53.818473594912284,-29.62863964085485]}"
00000000000000001246,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,8,1,2009,0,108,12,58.28,0,11.95,2.98,166,104,32,2.8,39,-21,76.0,ctb0003-sm-dnos-322,28,291,3391,-1,0,20,0,24635,0,18999,1,0,0,1,0,0,0,1,0,17.937850680155424,34.53232317669619,47.5298261431484,50,0,44,-1,25,13,0,171,0,-12,53,0,92,0,0,34,290,0,2009,"{""type"":""Point"",""coordinates"":[-53.79960713835515,-29.635644888609814]}"
0000000000000000124c,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,15,1,0,0,1,0,0,10,2,2009,0,106,11,58.28,0,11.95,2.98,170,115,24,2.8,9,-32,76.0,ctb0003-sm-dnos-233,28,383,2631,-1,0,11,0,24625,0,19019,1,0,0,1,0,0,0,1,0,17.712235716240478,35.99520277418527,46.292561509574256,52,0,11,0,25,11,0,158,0,18,54,0,87,0,0,32,326,0,2009,"{""type"":""Point"",""coordinates"":[-53.819013146139746,-29.625941884717513]}"
0000000000000000124d,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,10,1,0,0,2,0,0,12,2,2009,0,106,9,58.28,0,11.95,2.98,165,94,24,2.8,-48,-26,76.0,ctb0003-sm-dnos-241,7,396,2800,-1,0,11,0,24639,0,19017,1,0,0,1,0,0,0,1,0,20.571953346738116,30.54542597871902,48.88262067454287,54,0,11,0,27,-6,0,157,0,17,54,0,42,0,0,11,339,0,2009,"{""type"":""Point"",""coordinates"":[-53.8176664976216,-29.63968929326529]}"
0000000000000000124f,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,12,1,2009,0,109,9,58.28,0,11.95,2.98,165,99,33,2.8,-21,-35,76.0,ctb0003-sm-dnos-248,21,211,1732,0,0,6,0,24639,0,19010,1,0,0,1,0,0,0,1,0,10.538915654496972,77.35189556763765,12.109188777865361,45,0,6,0,23,-13,0,170,0,0,53,0,74,0,0,27,237,0,2009,"{""type"":""Point"",""coordinates"":[-53.81038924470238,-29.63941728810103]}"
00000000000000001254,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,15,1,0,0,2,0,0,6,2,2009,0,108,11,58.28,0,11.95,2.98,168,92,27,2.8,-31,-39,76.0,ctb0003-sm-dnos-289,-11,286,8094,-1,0,13,0,24645,0,18994,1,0,0,1,0,0,0,1,0,16.390103205812796,63.468678468037446,20.14121832614975,53,0,13,-2,24,-41,0,142,0,0,53,0,116,0,0,48,262,0,2009,"{""type"":""Point"",""coordinates"":[-53.794755636409,-29.645075887337846]}"
00000000000000001255,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,12,1,0,0,1,0,0,10,1,2009,0,107,16,58.28,0,11.95,2.98,163,103,30,2.8,-14,-32,76.0,ctb0003-sm-dnos-297,16,398,4360,0,0,15,0,24632,0,18981,1,0,0,1,0,0,0,1,0,25.609367774367307,22.947783867557906,51.4428483580748,57,0,15,-1,24,-7,0,167,0,16,52,0,55,0,0,20,400,0,2009,"{""type"":""Point"",""coordinates"":[-53.78181978425296,-29.63295159157353]}"
0000000000000000125f,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,7,1,2009,0,108,11,58.28,0,11.95,2.98,166,113,40,2.8,-55,-41,76.0,ctb0003-sm-dnos-321,-10,388,2267,0,0,13,0,24638,0,19001,1,0,0,1,0,0,0,1,0,19.903313264669027,30.165649159622497,49.93103757570847,52,0,13,0,24,-43,0,184,0,17,53,0,128,0,0,51,312,0,2009,"{""type"":""Point"",""coordinates"":[-53.801493338100755,-29.63834264474715]}"
00000000000000001264,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,10,1,2009,0,109,9,58.28,0,11.95,2.98,165,107,39,2.8,-27,-5,76.0,ctb0003-sm-dnos-134,5,236,3475,0,0,3,0,24645,0,19009,1,0,0,1,0,0,0,1,0,11.356996921734284,73.30845578855305,15.334547289712672,46,0,3,0,23,-11,0,176,0,-5,53,0,37,0,0,12,269,1,2009,"{""type"":""Point"",""coordinates"":[-53.809577688310654,-29.645075887337846]}"
00000000000000001271,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,12,1,2009,0,106,15,58.28,0,11.95,2.98,164,101,24,2.8,20,-30,76.0,ctb0003-sm-dnos-153,-14,376,4763,0,0,9,0,24635,0,18974,1,0,0,1,0,0,0,1,0,41.53589071634925,21.58117036942584,36.88293891422491,46,0,9,0,24,11,0,152,0,-1,52,0,56,0,0,19,310,0,2009,"{""type"":""Point"",""coordinates"":[-53.77427498527052,-29.635105337382345]}"
00000000000000001272,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,9,2,2009,0,106,15,58.28,0,11.95,2.98,168,110,33,2.8,-4,-23,76.0,ctb0003-sm-dnos-183,-7,400,1386,0,0,12,0,24642,0,18972,1,0,0,1,0,0,0,1,0,17.402813590520232,36.536007104827476,46.06117930465229,55,0,12,0,25,-2,0,166,0,0,52,0,39,0,0,9,316,0,2009,"{""type"":""Point"",""coordinates"":[-53.77266079068917,-29.64265459546582]}"
00000000000000001275,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,15,2,2009,0,108,10,58.28,0,11.95,2.98,161,107,29,2.8,-12,-32,76.0,ctb0003-sm-dnos-073,18,210,5511,-3,0,3,0,24653,0,19003,1,0,0,1,0,0,0,1,0,9.958261563695368,77.83859214130125,12.203146295003396,48,0,3,-2,23,27,0,157,0,-11,53,0,98,-1,0,35,246,0,2009,"{""type"":""Point"",""coordinates"":[-53.80337953784636,-29.653699788775217]}"
00000000000000001280,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,12,1,0,0,1,0,0,11,1,2009,0,108,14,58.28,0,11.95,2.98,171,102,29,2.8,-61,-29,76.0,ctb0003-sm-dnos-181,-1,379,4838,-4,0,2,0,24644,0,18977,1,0,0,1,0,0,0,1,0,18.644274502918538,25.833226312452606,55.522499184628856,55,0,2,-3,25,-10,0,167,0,24,53,0,50,-2,0,14,293,0,2009,"{""type"":""Point"",""coordinates"":[-53.777779838698535,-29.644268790047175]}"
00000000000000001282,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,9,1,2009,0,105,17,58.28,0,11.95,2.98,161,98,36,2.8,-8,-13,76.0,ctb0003-sm-dnos-189,-5,409,4342,0,0,8,0,24628,0,18985,1,0,0,1,0,0,0,1,0,21.958859428412975,32.35089533003246,45.69024524155457,51,0,8,0,23,-2,0,175,0,3,52,0,19,0,0,6,326,0,2009,"{""type"":""Point"",""coordinates"":[-53.78532463768096,-29.628100089627385]}"
00000000000000001299,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,9,4,2009,0,108,11,58.28,0,11.95,2.98,166,96,34,2.8,1,-7,76.0,ctb0003-sm-dnos-009,-1,159,1993,0,0,1,0,24647,0,18993,1,0,0,1,0,0,0,1,0,8.778748607382628,81.51709708212873,9.704154310488642,46,0,1,0,24,-5,0,159,0,-7,53,0,16,0,0,5,259,0,2009,"{""type"":""Point"",""coordinates"":[-53.793680993055126,-29.647773643475183]}"
000000000000000012c4,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,9,2,2009,0,108,10,58.28,0,11.95,2.98,164,101,34,2.8,-5,-4,76.0,ctb0003-sm-dnos-070,3,204,4108,-2,0,1,0,24651,0,19003,1,0,0,1,0,0,0,1,0,10.368112549975546,76.11004642714194,13.521841022882523,44,0,1,-4,23,7,0,167,0,-1,53,0,24,-1,0,8,242,0,2009,"{""type"":""Point"",""coordinates"":[-53.803111991783155,-29.65181358902961]}"
000000000000000012c5,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,11,2,2009,0,108,10,58.28,0,11.95,2.98,162,108,30,2.8,0,-27,76.0,ctb0003-sm-dnos-071,5,210,3564,-4,0,1,0,24652,0,19004,1,0,0,1,0,0,0,1,0,9.712322881194256,79.10209825379123,11.185578865014518,48,0,1,-5,24,21,0,164,0,-10,53,0,57,-3,0,23,247,0,2009,"{""type"":""Point"",""coordinates"":[-53.80419109423809,-29.652892691484546]}"
000000000000000012fa,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,13,1,0,0,1,0,0,9,3,2009,0,107,10,58.28,0,11.95,2.98,174,92,35,2.8,60,31,76.0,ctb0003-sm-dnos-172,0,131,1814,0,0,3,0,24660,0,18990,1,0,0,1,0,0,0,1,0,8.210838149901926,76.25139576461768,15.537766085480401,0,0,3,0,23,1,0,156,0,-1,52,0,9,0,0,1,292,1,2009,"{""type"":""Point"",""coordinates"":[-53.790176139627114,-29.66097704169444]}"
0000000000000000130e,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,6,3,2009,0,104,17,58.28,0,11.95,2.98,176,114,36,2.8,-16,-21,76.0,ctb0003-sm-dnos-221,-7,448,6734,0,0,1,0,24616,0,19012,1,0,0,1,0,0,0,1,0,25.714280093178342,25.691498561710706,48.59422134511094,51,0,1,0,25,-9,0,178,0,4,53,0,34,0,0,12,341,0,2009,"{""type"":""Point"",""coordinates"":[-53.8125429905112,-29.61678289115374]}"
0000000000000000130f,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,7,2,2009,0,105,17,58.28,0,11.95,2.98,172,94,32,2.8,-2,-22,76.0,ctb0003-sm-dnos-223,13,413,6026,0,0,5,0,24617,0,19009,1,0,0,1,0,0,0,1,0,20.161522954774792,29.857636160153323,49.98084088507189,50,0,5,0,24,-12,0,173,0,-2,52,0,49,0,0,18,343,0,2009,"{""type"":""Point"",""coordinates"":[-53.809577688310654,-29.61731798328015]}"
00000000000000001312,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,11,2,2009,0,108,9,58.28,0,11.95,2.98,166,107,29,2.8,2,-30,76.0,ctb0003-sm-dnos-245,32,219,2563,0,0,2,0,24636,0,19010,1,0,0,1,0,0,0,1,0,8.311289662620684,82.3471257316724,9.341584605706906,45,0,2,0,25,6,0,165,0,-10,53,0,78,0,0,34,230,0,2009,"{""type"":""Point"",""coordinates"":[-53.81092879592985,-29.636723991064745]}"
0000000000000000131e,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,6,5,2009,0,113,21,58.28,0,11.95,2.98,169,59,37,2.8,44,11,76.0,ctb0003-sm-dnos-264,0,451,5540,0,0,1,0,24608,0,18999,1,0,0,1,0,0,0,1,0,31.146423754539697,25.534652468822934,43.31892377663737,55,0,1,-1,22,-1,0,182,0,-2,52,0,8,0,0,1,301,0,2009,"{""type"":""Point"",""coordinates"":[-53.79960713835514,-29.608966087007047]}"
00000000000000001323,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,8,2,2009,0,104,15,58.28,0,11.95,2.98,168,94,29,2.8,31,-12,76.0,ctb0003-sm-dnos-314,8,417,6610,-1,0,24,0,24625,0,18996,1,0,0,1,0,0,0,1,0,27.47521164780073,29.64417217909294,42.880616173106326,46,0,24,0,24,3,0,163,0,-3,52,0,25,0,0,9,325,0,2009,"{""type"":""Point"",""coordinates"":[-53.79691384131887,-29.625941884717513]}"
00000000000000001331,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,13,1,0,0,1,0,0,8,2,2009,0,108,13,58.28,0,11.95,2.98,168,107,30,2.8,31,5,76.0,ctb0003-sm-dnos-034,-12,179,1739,0,0,1,0,24645,0,18986,1,0,0,1,0,0,0,1,0,6.71650371280286,85.79723754296194,7.486258744235206,45,0,1,-2,24,4,0,164,0,-16,53,0,46,0,0,14,230,3,2009,"{""type"":""Point"",""coordinates"":[-53.786131734971626,-29.64588744372958]}"
0000000000000000133b,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,12,1,0,0,1,0,0,10,2,2009,0,108,10,58.28,0,11.95,2.98,163,97,29,2.8,32,-11,76.0,ctb0003-sm-dnos-094,15,179,2252,0,0,3,0,24655,0,19000,1,0,0,1,0,0,0,1,0,7.639185338441089,81.10645466383428,11.25435999772462,45,0,3,-1,23,5,0,156,0,-12,52,0,43,0,0,16,239,0,2009,"{""type"":""Point"",""coordinates"":[-53.800418694746874,-29.65505089639441]}"
00000000000000001347,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,12,1,2009,0,109,9,58.28,0,11.95,2.98,161,104,26,2.8,17,-27,76.0,ctb0003-sm-dnos-137,22,304,2462,-2,0,3,0,24642,0,19014,1,0,0,1,0,0,0,1,0,11.96751079233762,70.54430918438457,17.488180023277806,48,0,3,-1,25,12,0,161,0,1,53,0,73,0,0,27,256,0,2009,"{""type"":""Point"",""coordinates"":[-53.814701195421065,-29.642922141529038]}"
0000000000000000134c,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,10,3,2009,0,110,15,58.28,0,11.95,2.98,170,91,37,2.8,-19,-15,76.0,ctb0003-sm-dnos-157,-1,425,6502,0,0,5,0,24630,0,18971,1,0,0,1,0,0,0,1,0,27.64017705440809,25.73414523087142,46.62567771472048,49,0,5,0,22,-1,0,172,0,5,51,0,12,0,0,3,303,0,2009,"{""type"":""Point"",""coordinates"":[-53.77184923429744,-29.630525840600455]}"
00000000000000001361,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,8,3,2009,0,104,18,58.28,0,11.95,2.98,183,116,25,2.8,24,-18,76.0,ctb0003-sm-dnos-220,-5,452,7258,-1,0,11,0,24614,0,19013,1,0,0,1,0,0,0,1,0,25.600716870925815,23.288812506889375,51.1104706221848,50,0,11,-2,26,5,0,153,0,6,53,0,22,0,0,7,344,0,2009,"{""type"":""Point"",""coordinates"":[-53.813622092966135,-29.614624686243868]}"
0000000000000000136b,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,9,2,2009,0,107,10,58.28,0,11.95,2.98,166,108,43,2.8,4,-1,76.0,ctb0003-sm-dnos-246,-18,218,1512,-1,0,15,0,24635,0,19007,1,0,0,1,0,0,0,1,0,7.873700170059743,83.20033293168898,8.925966898251279,45,0,15,-3,25,-8,0,174,0,-12,53,0,58,0,0,21,237,1,2009,"{""type"":""Point"",""coordinates"":[-53.80769148856505,-29.635377342546608]}"
00000000000000001372,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,9,1,2009,0,108,10,58.28,0,11.95,2.98,166,110,35,2.8,10,24,76.0,ctb0003-sm-dnos-278,-17,191,3931,0,0,14,0,24638,0,19007,1,0,0,1,0,0,0,1,0,10.740572816339796,73.05054662246276,16.208880561197432,50,0,14,0,24,-6,0,164,0,-22,53,0,49,0,0,19,251,18,2009,"{""type"":""Point"",""coordinates"":[-53.80715193733758,-29.638070639582885]}"
00000000000000001379,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,10,1,2009,0,108,15,58.28,0,11.95,2.98,171,103,24,2.8,-5,-19,76.0,ctb0003-sm-dnos-301,16,270,2664,0,0,12,0,24638,0,18981,1,0,0,1,0,0,0,1,0,12.09049777602087,63.939024992222514,23.970477231756607,52,0,12,0,26,-23,0,148,0,-8,53,0,83,0,0,30,254,0,2009,"{""type"":""Point"",""coordinates"":[-53.78155223818975,-29.638877736873567]}"
0000000000000000137a,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,7,1,2009,0,104,16,58.28,0,11.95,2.98,166,106,24,2.8,-3,-16,76.0,ctb0003-sm-dnos-303,5,401,16781,0,0,10,0,24629,0,18982,1,0,0,1,0,0,0,1,0,25.040880023033257,22.888531938703444,52.07058803826329,54,0,10,0,22,-12,0,160,0,6,52,0,40,0,0,13,410,0,2009,"{""type"":""Point"",""coordinates"":[-53.782091789417215,-29.629986289372987]}"
000000000000000013b1,0,1,0,0,0,1,0,18,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,6,3,2011,0,105,17,58.28,0,11.95,2.98,166,105,29,2.8,-8,-23,76.0,ctb0003-sm-dnos-324,-4,430,3206,-1,0,46,0,24625,0,18987,1,0,0,1,0,0,0,1,0,24.90077524021169,30.790727899973913,44.3084968598144,48,0,46,-1,23,-14,0,165,0,9,52,0,42,0,0,16,302,0,2011,"{""type"":""Point"",""coordinates"":[-53.78775038865403,-29.62513478742684]}"
000000000000000013b2,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,7,3,2011,0,106,17,58.28,0,11.95,2.98,165,107,25,2.8,50,14,76.0,ctb0003-sm-dnos-333,0,414,4950,0,0,46,0,24623,0,18993,1,0,0,1,0,0,0,1,0,17.670488549404396,32.40622343539901,49.9232880151966,53,0,46,0,23,-1,0,150,0,-6,52,0,18,0,0,4,354,0,2011,"{""type"":""Point"",""coordinates"":[-53.793948539118325,-29.62324858768123]}"
000000000000000013bb,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,7,3,2011,0,106,16,58.28,0,11.95,2.98,166,102,25,2.8,23,-21,76.0,ctb0003-sm-dnos-334,6,413,5243,0,0,46,0,24623,0,18994,1,0,0,1,0,0,0,1,0,17.710810390043758,35.49017957030536,46.79901003965088,52,0,46,0,23,-1,0,154,0,0,52,0,20,0,0,7,348,0,2011,"{""type"":""Point"",""coordinates"":[-53.794488090345794,-29.623788138908697]}"
000000000000000013bc,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,7,3,2011,0,105,16,58.28,0,11.95,2.98,167,96,26,2.8,-28,-13,76.0,ctb0003-sm-dnos-335,1,421,4658,0,0,46,0,24624,0,18995,1,0,0,1,0,0,0,1,0,18.791974874580795,33.838467036371874,47.36955808904733,53,0,46,0,24,-5,0,154,0,-1,52,0,17,0,0,6,337,0,2011,"{""type"":""Point"",""coordinates"":[-53.79556719280072,-29.624595236199376]}"
