system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,lavouras,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mapbiomas_v001_1984,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
6_00000000000000000e48_0,1,1,0,0,0,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,3,1991,0,120,4,42.3,0,13.113,3.9762,93,88,26,1.6974,-2,-5,61.0866,ctb0064-12834,0,23,559,0,0,26,0,0,0,1,0,0,0,0,1,0,0,31.737301508640424,54.156613694221036,14.106084797138532,39,0,26,0,15,0,0,121,0,2,46,0,4,0,0,1,174,0,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.26769294137544,-2.63606128548453]}"
6_00000000000000000e49_0,1,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,4,1991,0,121,4,128.2769,0,39.77,12.06,68,61,33,5.15,26,-7,185.25691,ctb0064-12835,1,48,297,0,0,26,0,0,0,1,1,0,0,0,0,0,0,26.218471885221135,57.54264799459665,16.238880120182223,60,0,26,0,13,0,0,148,0,1,47,0,5,0,0,2,155,0,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.736613519685825,-2.907981321987508]}"
6_00000000000000001388_0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,6,2,1991,0,126,4,7.4,0,17.58,0.03,83,36,39,1.78,69,79,26.79,ctb0600-TS-11,0,830,6936,0,0,6,0,0,0,1,0,0,0,1,0,0,0,33.37276521502599,44.11376689247911,22.51346789249489,50,0,6,1,14,1,0,165,0,-3,53,0,7,0,0,2,180,60,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.54284691290124,-16.642233869362457]}"
6_00000000000000001391_0,0,1,0,0,1,0,0,36,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,4,1,1991,0,126,4,10.7193,0,21.8675,1.5007,85,63,49,2.72772,-27,-21,36.2387,ctb0600-TS-26,-1,886,4759,0,0,0,26,0,0,1,0,0,0,1,0,0,0,38.02772084270874,33.322477436287286,28.64980172100397,52,0,26,0,15,-8,0,184,0,2,54,0,25,0,0,9,183,0,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.379263699663085,-16.59992321948043]}"
6_00000000000000001394_0,0,0,0,0,1,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,1991,0,123,4,10.7193,0,21.8675,1.5007,75,53,42,2.72772,-6,-15,36.2387,ctb0600-TS-5,-2,1007,15476,0,0,0,6,0,0,1,0,0,0,1,0,0,0,52.92042194065001,27.950472841720686,19.12910521762931,46,0,6,0,12,-7,0,162,0,-3,52,0,19,0,0,7,183,0,1991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.701579223605165,-16.671608779153168]}"
7_0000000000000000047e_0,1,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,6,2,1992,0,126,4,90.8651,0,28.17,8.54,80,11,30,3.65,-29,-11,131.2251,ctb0033-RO1585,-2,331,1782,0,0,27,0,0,0,1,1,0,0,0,0,0,0,17.449741158448408,71.24136272436006,11.308896117191537,41,0,27,0,11,-4,0,138,0,1,54,0,14,0,0,5,138,0,1992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.469599277099306,-13.000823033655566]}"
7_00000000000000000e1d_0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,6,1,0,0,6,0,0,2,12,1992,27,133,7,141.1,0,33.16,2.98,153,51,30,3.41,39,1,180.64,ctb0064-12104,5,48,2992,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32.33795278390696,55.60858345491811,12.053463761174926,45,0,0,0,19,0,0,137,27,3,51,0,14,0,0,5,273,3,1992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.7150127843303,-17.899426109487727]}"
7_00000000000000000e1e_0,0,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,0,0,6,1,0,22,2,1992,0,123,17,5.42,0,11.69,0.0,146,49,44,0.44,-1,-14,17.55,ctb0064-12105,-12,1134,3900,0,0,0,27,0,1,0,0,0,0,0,0,0,0,33.517143816076995,46.913791316418425,19.569064867504597,48,0,27,0,14,-8,0,153,0,-6,56,0,40,0,0,15,181,0,1992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.849679393983514,-13.482140362886808]}"
7_00000000000000000e61_0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,1,4,1,0,0,9,0,0,0,10,1992,0,130,4,141.1,0,33.16,2.98,231,36,49,3.41,-14,-9,180.64,ctb0064-13384,4,78,1453,0,0,27,0,0,0,1,0,0,0,0,1,0,0,26.30395324437781,65.50313275066911,8.192914004953087,54,0,27,-1,18,-2,0,165,0,0,53,0,14,0,0,5,357,0,1992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.27950953458915,-16.625794699663075]}"
8_00000000000000001367_0,0,1,0,0,0,0,0,49,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,4,3,1993,28,130,8,75.1,0,17.65,2.98,98,65,39,3.76,40,19,99.48,ctb0597-Perfil-2,0,583,815,0,0,0,0,0,1,0,0,1,0,0,0,1,0,39.08903643904557,49.69108366270703,11.219879898247386,40,28,0,0,15,2,0,169,0,-8,53,0,16,0,0,5,165,1,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.02693987094955,-22.7131383909706]}"
8_00000000000000000ed0_0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,1,1,0,0,8,0,0,5,20,1993,28,127,8,141.1,0,33.16,2.98,124,70,47,3.41,-26,5,180.64,ctb0064-5757,0,28,1870,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12.360299766592508,79.81374301692382,7.8259572164836655,29,0,0,0,18,-2,0,162,28,0,52,0,6,0,0,2,166,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.70380214040621,-22.75895247046069]}"
8_00000000000000001368_0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,4,1,0,0,3,0,0,4,2,1993,28,129,11,75.1,0,17.65,2.98,96,56,35,3.76,5,-2,99.48,ctb0597-Perfil-3,6,585,2284,0,0,0,0,0,1,0,0,1,0,0,0,1,0,40.66774851395413,45.406301874105516,13.925949611940352,44,28,0,0,14,-7,0,142,0,-3,53,0,26,0,0,10,181,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.018046549636765,-22.72391817438003]}"
8_0000000000000000135c_0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,1,2,1,0,0,4,0,0,9,15,1993,28,134,8,141.1,0,33.16,2.98,109,73,47,3.41,-6,1,180.64,ctb0595-T-26,-3,25,2117,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13.441253155360899,74.72681964024831,11.831927204390793,29,0,0,0,18,0,0,163,6,-2,52,0,8,0,0,3,172,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.67523571437121,-22.75032864373315]}"
8_0000000000000000135d_0,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,1,2,1,0,0,5,0,0,5,18,1993,28,131,8,141.1,0,33.16,2.98,119,68,50,3.41,-16,-23,180.64,ctb0595-T-32,-3,37,3239,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23.691907135548398,66.38086674986064,9.927226114590948,35,0,0,0,17,6,0,172,28,1,53,0,21,0,0,7,162,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.673349252274555,-22.748981170806964]}"
8_0000000000000000135e_0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,1,2,1,0,0,6,0,0,4,18,1993,28,131,8,141.1,0,33.16,2.98,122,68,48,3.41,-15,-23,180.64,ctb0595-T-33,-5,27,1897,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.562348694530556,69.7668688708109,9.670782434658538,31,0,0,0,17,5,0,166,28,0,53,0,22,0,0,8,167,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.67361874685979,-22.74871167622173]}"
8_0000000000000000135f_0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,2,2,1,0,0,7,0,0,4,19,1993,28,131,8,141.1,0,33.16,2.98,129,68,49,3.41,-2,-16,180.64,ctb0595-T-35,-3,21,1584,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15.260937106177487,75.90404481537934,8.835018078443174,30,0,0,0,18,6,0,169,28,-2,52,0,19,0,0,7,184,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.67415773603027,-22.74790319246602]}"
8_00000000000000001366_0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,6,2,1993,28,129,9,75.1,0,17.65,2.98,97,42,48,3.76,43,2,99.48,ctb0597-Perfil-1,1,598,4283,0,0,0,0,0,1,0,0,1,0,0,0,1,0,42.024838804710626,45.869765041696766,12.105396153592597,41,28,0,0,14,5,0,181,0,0,52,0,13,0,0,5,162,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.02397543051195,-22.717989293504843]}"
8_0000000000000000136c_0,0,1,0,0,0,0,0,48,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,5,3,1993,28,129,8,75.1,0,17.65,2.98,98,67,58,3.76,29,6,99.48,ctb0597-Perfil-7,-7,593,7814,0,0,0,0,0,1,0,0,1,0,0,0,1,0,43.216572416823226,46.24902324121331,10.534404341963452,40,28,0,0,15,1,0,206,0,-6,53,0,17,0,0,7,165,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.02613138719384,-22.7131383909706]}"
8_00000000000000000e1c_0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,1,0,1,0,0,7,0,0,4,10,1993,28,132,4,85.73,0,20.15,2.98,140,57,40,4.11,-34,-6,112.96,ctb0064-12098,-4,26,5472,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34.733723147322266,51.00954417424036,14.256732678437375,44,0,0,0,18,-6,0,163,0,2,53,0,20,0,8,8,247,4,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.17638751425408,-19.76729307975745]}"
8_00000000000000000ebe_0,0,1,0,0,0,0,0,13,0,0,0,0,1,0,0,2,1,1,0,0,4,0,0,1,12,1993,28,131,5,85.73,0,20.15,2.98,186,21,57,4.11,-6,4,112.96,ctb0064-5373,0,23,2549,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34.598358299799656,42.79804329864981,22.60359840155053,47,0,0,0,18,0,0,169,28,0,59,0,2,0,0,0,230,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.02816549237436,-19.38218531745541]}"
8_00000000000000001369_0,0,1,0,0,0,0,0,43,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,5,1,1993,28,129,12,75.1,0,17.65,2.98,98,55,46,3.76,37,23,99.48,ctb0597-Perfil-4,-1,576,3247,0,0,0,0,0,1,0,0,1,0,0,0,1,0,40.133318147326094,47.16583724487365,12.70084460780026,46,28,0,0,14,0,0,170,0,-6,53,0,13,0,0,3,189,1,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.01885503339248,-22.72796059315857]}"
8_0000000000000000136a_0,0,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,4,4,1993,28,131,8,75.1,0,17.65,2.98,97,62,43,3.76,20,4,99.48,ctb0597-Perfil-5,6,585,2428,1,0,0,0,0,1,0,0,1,0,0,0,1,0,44.74876909602847,43.50315858751374,11.7480723164578,42,0,0,0,15,3,0,171,28,-3,53,0,19,1,0,7,166,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.02801784929049,-22.7131383909706]}"
8_0000000000000000136b_0,0,1,0,0,0,0,0,38,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,8,2,1993,28,128,9,75.1,0,17.65,2.98,95,49,42,3.76,43,10,99.48,ctb0597-Perfil-6,0,592,3521,0,0,0,0,0,1,0,0,1,0,0,0,1,0,39.12440753262009,47.93374758271949,12.941844884660423,41,28,0,0,15,3,0,164,0,-2,52,0,12,0,0,4,161,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.02397543051195,-22.716911315163898]}"
8_0000000000000000136d_0,0,0,0,0,0,0,0,41,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,4,3,1993,28,129,9,75.1,0,17.65,2.98,94,53,52,3.76,0,-12,99.48,ctb0597-Perfil-8,3,607,2701,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38.80234532872458,49.02361828436308,12.174036386912345,41,0,0,0,14,0,0,182,3,1,53,0,9,0,0,3,162,0,1993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.01696857129583,-22.716102831408193]}"
9_0000000000000000139a_0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,1,2,1,0,0,7,0,0,5,6,1994,29,129,6,85.73,0,20.15,2.98,113,76,78,4.11,18,18,112.96,ctb0602-5-XXX-CBCS,0,82,9356,-8,0,0,0,0,0,1,1,0,0,0,0,0,0,8.531323064943763,85.04909769448564,6.419579240570583,20,29,0,-17,11,0,0,162,0,0,52,0,1,-12,0,0,148,0,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.95843335491743,-7.624945047370703]}"
9_0000000000000000254e_0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,6,1,0,0,5,0,0,5,5,1994,29,122,17,96.5,0,22.68,2.98,116,66,40,3.63,-15,-31,125.79,ctb0832-75,0,260,2644,0,0,0,0,0,0,1,0,0,0,1,0,0,0,35.41122836325435,45.8327295035658,18.756042133179864,43,0,0,0,16,19,0,154,29,7,51,0,62,0,0,21,199,0,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.966734449786145,-22.016764382721142]}"
9_00000000000000000e92_0,0,1,0,0,0,0,0,25,0,1,0,0,0,0,0,0,5,1,0,0,1,0,0,4,3,1994,29,125,13,96.5,0,22.68,2.98,90,67,60,3.63,-7,-22,125.79,ctb0064-14533,15,91,3638,0,0,0,0,0,0,1,0,0,0,1,0,0,0,35.45016441507856,50.076130958084434,14.473704626837,46,0,0,0,15,3,0,203,29,-3,56,0,41,0,0,16,166,0,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.97903679489673,-21.800090736191514]}"
9_00000000000000000e93_0,0,1,0,0,0,0,0,22,0,1,0,0,0,0,0,1,7,1,0,0,1,0,0,4,4,1994,29,125,11,96.5,0,22.68,2.98,87,83,59,3.63,16,8,125.79,ctb0064-14534,-1,87,4333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25.469847138989394,57.0796933046826,17.450459556328006,41,0,0,0,16,-5,0,176,29,-6,56,0,21,0,0,6,186,0,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.98065376240814,-21.789849941952554]}"
9_00000000000000000ebf_0,0,1,0,0,0,0,0,13,0,0,0,0,1,0,0,2,1,1,0,0,4,0,0,1,12,1994,29,131,5,85.73,0,20.15,2.98,186,21,57,4.11,-6,4,112.96,ctb0064-5374,0,23,2114,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34.598358299799656,42.79804329864981,22.60359840155053,47,0,0,0,18,0,0,169,29,0,59,0,2,0,0,0,230,0,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.02816549237436,-19.38218531745541]}"
9_00000000000000002242_0,0,1,0,0,0,0,0,26,0,0,0,0,1,0,0,1,3,1,0,0,2,0,0,3,6,1994,0,123,6,85.73,0,20.15,2.98,133,68,24,4.11,48,7,112.96,ctb0779-PERFIL-8-RJ,9,13,35049,0,0,29,0,0,0,1,0,0,0,1,0,0,0,28.730431351986173,50.241266918321614,21.028301729692217,45,0,29,0,18,4,0,129,0,-5,51,0,35,0,0,12,287,2,1994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.01657722520922,-19.00004199559097]}"
10_00000000000000001359_0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,7,16,1995,30,136,7,85.73,0,20.15,2.98,75,70,38,4.11,-13,0,112.96,ctb0595-SIPA-2,0,25,1193,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8.18540458713262,84.24547971382171,7.569115699045674,30,9,0,0,17,0,0,153,0,3,50,0,4,0,0,0,161,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.6811645952464,-22.75248460041503]}"
10_00000000000000001595_0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,19,1,0,0,1,0,0,9,1,1995,30,98,21,58.14,0,11.92,2.98,211,102,49,2.79,60,15,75.82,ctb0621-Ipira-7,9,510,3036,0,0,0,0,0,1,0,0,1,0,0,0,1,0,36.05259760316278,16.93747677781893,47.00992561901828,51,30,0,0,26,6,0,176,0,-17,51,0,39,0,0,12,324,3,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.79941948089133,-27.3850965206194]}"
10_000000000000000015a6_0,0,1,0,0,0,0,0,16,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,4,0,1995,30,95,38,108.3,0,25.45,2.98,180,79,43,5.42,-61,-22,142.14,ctb0624-Salto-Veloso-3,0,907,5358,0,0,0,0,30,1,0,0,1,0,0,0,0,1,59.90325952217006,4.994519132776812,35.10222134505312,67,0,0,0,30,-6,0,185,0,7,51,0,21,0,0,7,367,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.42509150199873,-26.937466014542643]}"
10_000000000000000015b2_0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,5,0,1995,0,95,35,108.3,0,25.45,2.98,192,93,34,5.42,13,-19,142.14,ctb0627-Pinheiro-Pr-02,9,996,5023,0,0,30,0,0,1,0,0,1,0,0,0,0,1,44.72288731989791,7.276234987673464,48.00087769242863,59,0,30,0,29,-30,0,157,0,-2,51,0,86,0,0,35,389,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.30489691698354,-27.014271971334864]}"
10_00000000000000001586_0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,10,1,0,0,1,0,0,4,1,1995,30,110,57,58.14,0,11.92,2.98,160,42,37,2.79,41,-9,75.82,ctb0619-Guaraciaba-2,-10,552,2285,0,0,0,0,0,1,0,0,1,0,0,0,1,0,44.57866540628786,14.780215737140853,40.641118856571296,59,9,0,0,26,4,0,183,0,-9,51,0,31,-1,0,11,347,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.55194276868011,-26.6229658335724]}"
10_00000000000000001513_0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,7,0,1995,0,98,17,140.0,0,32.9,2.98,206,114,27,7.0,9,-30,182.88,ctb0614-Laurentino-1,-10,493,1980,0,0,3,0,0,1,0,0,1,0,0,0,1,0,36.610530640536304,29.539971549670906,33.84949780979279,84,0,3,0,35,23,0,134,0,15,50,0,68,0,0,26,514,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.737785903837036,-27.24873226049006]}"
10_00000000000000001583_0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,2,3,1,0,0,1,0,0,3,6,1995,30,113,5,141.1,0,33.16,2.98,180,98,42,3.41,-13,-19,180.64,ctb0618-Praia-Grande-5,13,66,2466,0,0,0,0,0,1,0,0,1,0,0,0,1,0,25.880762039708543,50.33742843022565,23.781809530065814,47,0,0,0,21,-11,0,179,30,-12,51,0,55,0,0,18,255,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.94314077778675,-29.168342191125063]}"
10_00000000000000001584_0,0,1,0,0,0,1,0,22,0,0,0,0,0,0,0,1,9,1,0,0,1,0,0,2,0,1995,0,99,5,62.89,0,14.78,2.98,180,121,22,3.02,27,0,83.66,ctb0618-Praia-Grande-6,23,194,2070,0,0,30,0,0,1,0,0,1,0,0,0,1,0,33.4144716482377,38.227955361085456,28.357572990676843,51,0,30,0,25,11,0,135,0,-9,50,0,70,0,0,27,383,5,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.99892615693058,-29.171037136977425]}"
10_00000000000000000e9c_0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,3,1,1995,30,120,6,140.0,0,32.9,2.98,123,47,61,7.0,-64,-22,182.88,ctb0064-14547,0,607,2528,0,0,0,0,0,1,0,0,1,0,0,0,1,0,25.07343427917222,60.908407838219915,14.018157882607873,45,0,0,0,17,-9,0,190,8,0,51,0,30,0,0,10,194,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.45101621945497,-22.396482253318467]}"
10_00000000000000001587_0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,5,1,1995,30,106,57,108.3,0,25.45,2.98,186,64,36,5.42,-9,-21,142.14,ctb0619-Guaraciaba-3,-6,662,2832,0,0,0,0,0,1,0,0,1,0,0,0,1,0,54.77728282218383,9.717363963047207,35.50535321476897,62,1,0,0,27,3,0,179,0,0,51,0,23,-1,0,7,297,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.52391533181558,-26.61838442562339]}"
10_000000000000000015b7_0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,8,1,0,0,1,0,0,4,1,1995,30,97,37,108.3,0,25.45,2.98,207,98,37,5.42,-27,-29,142.14,ctb0627-Pinheiro-Pr-27,7,700,2735,0,0,0,0,7,1,0,0,1,0,0,0,0,1,44.080217021747515,9.94889152512761,45.970891453124864,54,0,0,-1,29,-14,0,173,0,3,50,0,45,0,0,18,287,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.22431803599802,-27.040951935273213]}"
10_00000000000000001515_0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,1,8,1,0,0,1,0,0,6,2,1995,0,98,17,140.0,0,32.9,2.98,202,109,28,7.0,0,-29,182.88,ctb0614-Laurentino-4,-26,477,3852,0,0,3,0,0,1,0,0,1,0,0,0,1,0,38.97725814328517,28.15769682198937,32.86504503472546,96,0,3,0,34,17,0,125,0,-10,50,0,88,0,0,33,516,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.73536045256991,-27.24522883088199]}"
10_000000000000000016f4_0,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,11,1,0,0,0,0,0,18,2,1995,0,100,25,108.3,0,25.45,2.98,174,98,26,5.42,-35,-29,142.14,ctb0638-Seara-11,10,578,5828,0,0,30,0,0,1,0,0,1,0,0,0,1,0,53.16080741762869,8.151067712418254,38.688124869953064,68,0,30,-1,31,-2,0,142,0,21,51,0,46,0,0,15,360,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.26618410251984,-27.20103171890331]}"
10_00000000000000001581_0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,1,3,1,0,0,5,0,0,3,13,1995,30,126,5,141.1,0,33.16,2.98,195,94,63,3.41,3,7,180.64,ctb0618-Praia-Grande-2,0,21,3350,1,0,0,0,30,1,0,0,1,0,0,0,1,0,25.3260084663768,41.763775146758015,32.9102163868652,44,0,0,2,23,0,0,179,0,0,51,0,1,1,0,0,250,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.90190810624567,-29.185859339165397]}"
10_000000000000000016ec_0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,19,1,0,0,0,0,0,13,3,1995,30,100,42,108.3,0,25.45,2.98,175,97,30,5.42,-36,-26,142.14,ctb0638-Seara-02,17,628,3816,0,0,0,0,0,1,0,0,1,0,0,0,0,1,46.32585240324974,7.105889365711564,46.5682582310387,68,5,0,0,32,-14,0,155,0,5,50,0,65,0,0,23,407,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.27911984261116,-27.181897603351565]}"
10_00000000000000001597_0,0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,0,16,1,0,0,0,0,0,11,0,1995,0,106,22,74.1,0,19.6,8.2,164,83,23,4.6,6,-6,106.4,ctb0622-Tunápolis-1,19,316,2480,0,0,30,0,0,1,0,0,1,0,0,0,1,0,36.25962763589652,22.89999321538646,40.84037914871702,51,0,30,0,28,11,0,136,0,-2,53,0,60,1,0,24,313,41,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.61608247996624,-26.98651402905557]}"
10_0000000000000000151a_0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,1,8,1,0,0,3,0,0,5,2,1995,30,98,14,140.0,0,32.9,2.98,203,108,35,7.0,0,95,182.88,ctb0614-Laurentino-9,-6,357,4612,-1,0,0,0,6,1,0,0,1,0,0,0,1,0,42.28054786214057,19.311246149721526,38.40820598813791,107,0,0,0,36,-10,0,153,0,-7,50,0,35,0,0,12,485,234,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.71056695072821,-27.228789661182603]}"
10_000000000000000015b6_0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,14,1,0,0,0,0,0,5,0,1995,30,95,32,108.3,0,25.45,2.98,180,90,38,5.42,-15,-28,142.14,ctb0627-Pinheiro-Pr-18,7,837,3724,0,0,0,0,0,1,0,0,1,0,0,0,0,1,41.67647352849676,13.015302976830128,45.308223494673115,52,0,0,0,27,14,0,174,5,3,50,0,45,0,0,17,348,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.28522381226132,-27.059277567069252]}"
10_00000000000000000e56_0,0,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,1,2,1995,30,128,9,46.14,0,10.15,5.08,81,29,59,7.45,3,1,68.82,ctb0064-13214,0,744,3087,0,0,0,0,0,1,0,0,1,0,0,0,1,0,44.52755688884188,39.73124414513352,15.741198966024589,56,30,0,0,13,1,0,189,0,0,53,0,3,0,0,1,159,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.86695449312972,-21.918668353695296]}"
10_00000000000000000e98_0,0,1,0,0,0,0,0,32,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,2,3,1995,30,114,6,140.0,0,32.9,2.98,113,34,57,7.0,-9,-22,182.88,ctb0064-14543,4,630,5349,0,0,0,0,0,1,0,0,1,0,0,0,1,0,23.180843550400525,63.499598685097105,13.319557764502374,46,0,0,-1,18,17,0,189,30,-1,51,0,46,0,0,18,203,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.44886026277309,-22.41157395009167]}"
