system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,lavouras,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mapbiomas_v001_1984,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
12_0000000000000000089e_0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,1,2,0,0,0,0,6,0,0,3,13,1997,0,130,4,2.82,32,1.0434,0.3102,125,23,64,0.101844,-42,7,4.275444,ctb0033-RO2644,0,155,10362,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19.008622991883673,63.23352914369534,17.75784786442098,31,0,32,0,11,0,0,154,0,0,51,0,0,0,0,0,138,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.94589061502133,-13.272743070158546]}"
12_000000000000000008a7_0,1,0,0,0,0,0,0,33,0,0,1,0,0,0,0,0,3,0,0,0,9,0,0,2,4,1997,12,132,4,65.977425,0,6.6,5.34,119,32,64,3.81,-68,-8,81.727425,ctb0033-RO2653,0,200,2139,-2,0,0,0,0,0,1,1,0,0,0,0,0,0,22.810727758345685,57.674189316486135,19.51508292516818,38,0,0,-6,11,-1,0,190,12,0,49,0,3,-3,0,1,145,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.426574549271834,-13.440099207590015]}"
12_000000000000000008a8_0,1,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,3,0,0,0,6,0,0,5,6,1997,6,131,4,1.41,0,0.5217,0.1551,124,28,60,0.050922,6,2,2.137722,ctb0033-RO2654,1,183,2402,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24.478591630996817,56.64611177116995,18.87529659783323,29,0,0,-2,10,0,0,184,6,0,51,0,4,0,0,1,131,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.41983718464094,-13.443063648027609]}"
12_000000000000000008ad_0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,15,1997,0,88,4,27.26,0,2.726,2.20806,68,31,130,1.57412,-51,-5,33.76818,ctb0033-RO2659,0,157,1676,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18.983530293901484,59.18764175278276,21.828827953315763,0,0,0,-2,11,0,0,130,0,1,47,0,3,0,0,0,84,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.60578844845368,-13.502352456779496]}"
12_000000000000000008af_0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,15,1997,0,96,4,6.11,32,2.2607,0.6721,59,19,44,0.220662,-40,-3,9.263462,ctb0033-RO2661,0,159,9298,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23.410786999129243,56.72494807124494,19.864264929625815,85,0,32,0,10,0,0,149,0,0,34,0,3,0,0,0,183,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.7502375461401,-13.517444153552704]}"
12_000000000000000008b0_0,1,1,0,0,0,0,0,7,0,0,0,1,0,0,0,2,2,0,0,0,2,0,0,2,28,1997,0,100,4,51.23,0,5.123,4.14963,12,4,87,2.95826,-18,21,63.46089,ctb0033-RO2662,1,157,3722,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34.50553730533109,36.41714225795785,29.07732043671105,0,0,0,0,2,-2,0,137,0,0,7,0,8,0,0,2,238,166,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.82812148127326,-13.52499000193931]}"
12_000000000000000008b4_0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,4,11,1997,0,125,4,16.45,32,54.943,0.48692,80,23,57,1.15598,-38,-2,73.0359,ctb0033-RO2666,0,151,8142,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23.84219778781161,48.48717603305669,27.670626179131702,34,0,32,0,12,0,0,163,0,0,50,0,1,0,0,0,126,1,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.14585559726633,-12.96686671591585]}"
12_000000000000000008b5_0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,16,1997,0,132,4,4.23,32,1.5651,0.4653,90,13,61,0.152766,-24,-2,6.413166,ctb0033-RO2667,0,151,9009,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15.892547126674566,66.29814059966218,17.809312273663256,27,0,32,0,11,0,0,163,0,0,50,0,0,0,0,0,118,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.16202527238048,-12.997050109462267]}"
12_000000000000000008b9_0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,0,9,0,0,2,16,1997,0,131,5,49.82,32,18.4334,5.4802,87,33,49,1.799244,-7,5,75.532845,ctb0033-RO2671,0,150,9207,2,0,0,0,0,0,1,1,0,0,0,0,0,0,17.832006742415302,60.21954028923421,21.948452968350487,35,0,32,4,12,0,0,156,0,0,49,0,0,3,0,0,130,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.25661787179827,-13.001631517411274]}"
12_000000000000000008ba_0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,2,18,1997,0,130,5,20.68,32,7.6516,2.2748,84,37,44,0.746856,-15,0,31.353256,ctb0033-RO2672,0,150,9272,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15.416285773139842,68.6490185908041,15.934695636056052,37,0,32,0,12,0,0,147,0,0,50,0,1,0,0,0,135,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.25015000175261,-13.007290903701227]}"
12_000000000000000008bb_0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,3,12,1997,0,134,4,2.82,32,1.0434,0.3102,93,20,61,0.101844,-24,39,4.275444,ctb0033-RO2673,0,151,9029,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17.29646517320182,69.355482442593,13.348052384205184,24,0,32,0,10,0,0,163,0,0,52,0,0,0,0,0,120,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.15367094023817,-12.998128087803208]}"
12_000000000000000008bc_0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,6,1,0,2,18,1997,0,130,4,18.33,32,6.7821,2.0163,99,16,60,0.661986,-22,48,27.790386,ctb0033-RO2674,0,151,7591,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16.219498565517622,66.5546212040797,17.225880230402694,38,0,32,0,13,0,0,161,0,0,49,0,0,0,0,0,128,23,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.18223736627317,-13.017801192525427]}"
12_000000000000000008bd_0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,2,0,0,0,10,0,0,3,13,1997,0,130,5,0.0,32,0.0,0.0,161,41,58,0.0,-56,0,0.0,ctb0033-RO2675,0,147,8551,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25.540209722886875,52.768501268878,21.691289008235124,44,0,32,0,13,0,0,152,0,0,50,0,1,0,0,0,177,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.644420579952666,-12.966597221330614]}"
12_000000000000000008bf_0,1,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,5,1997,2,125,4,106.548996,0,10.65,8.63,215,38,51,6.15,-12,-11,131.979,ctb0033-RO2677,3,120,2569,0,0,0,0,0,0,1,1,0,0,0,0,0,0,39.00611559106939,45.931405777553344,15.062478631377266,47,0,0,0,17,2,0,173,2,-1,44,0,12,0,0,4,224,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.00760487504034,-9.584979165791088]}"
12_000000000000000008c0_0,1,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,2,5,1997,32,127,4,106.548996,0,10.65,8.63,104,26,57,6.15,21,-11,131.979,ctb0033-RO2678,0,133,1622,0,0,0,0,0,0,1,1,0,0,0,0,0,0,32.85165704289816,52.420362911494756,14.727980045607096,37,0,0,0,16,-1,0,194,32,0,44,0,10,0,0,2,136,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.97391805188586,-9.635644147815428]}"
12_000000000000000008c1_0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,6,5,1997,0,120,4,106.548996,0,10.65,8.63,108,48,37,6.15,57,11,131.979,ctb0033-RO2679,4,145,1243,2,0,8,0,0,0,1,1,0,0,0,0,0,0,29.672419453113864,46.480165024682236,23.847415522203903,37,0,8,3,13,6,0,146,0,-9,44,0,26,2,0,8,145,1,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.01003032630746,-9.704365267050571]}"
12_000000000000000008c2_0,1,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,1997,11,127,4,106.548996,0,10.65,8.63,90,33,61,6.15,15,-5,131.979,ctb0033-RO2680,3,149,2343,0,0,0,0,0,0,1,1,0,0,0,0,0,0,32.63923051681586,49.21840646346975,18.142363019714402,37,0,0,0,12,3,0,190,11,0,44,0,16,0,0,5,132,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.97526552481204,-9.712450104607647]}"
12_000000000000000008c5_0,1,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,4,9,1997,3,121,4,139.27124,0,43.17,13.09,88,44,28,5.59,35,-16,201.12123,ctb0033-RO2683,-2,136,2195,0,0,0,0,0,0,1,1,0,0,0,0,0,0,32.79109058633442,49.428646774504735,17.78026263916084,36,0,0,0,12,3,0,129,3,3,44,0,10,0,0,3,128,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.985236824465765,-9.761498119120573]}"
12_000000000000000008c6_0,1,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,4,1997,1,125,4,106.548996,0,10.65,8.63,112,49,53,6.15,-56,-17,131.979,ctb0033-RO2684,0,136,4715,0,0,0,0,0,0,1,1,0,0,0,0,0,0,33.09647595685197,50.17976069276372,16.723763350384317,39,0,0,0,13,-4,0,184,1,2,46,0,13,0,0,4,156,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.99413014577855,-9.802191801491187]}"
12_000000000000000008c7_0,1,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,8,1997,3,124,4,106.548996,0,10.65,8.63,110,22,43,6.15,4,2,131.979,ctb0033-RO2685,-4,100,3102,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,52.92058442588006,30.922735091734303,16.156680482385635,40,0,0,0,19,-3,0,151,3,-1,42,0,18,0,0,5,152,1,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.978768954420104,-9.459125194485942]}"
12_000000000000000008c8_0,1,1,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,1997,32,126,4,106.548996,0,10.65,8.63,110,22,56,6.15,-44,-20,131.979,ctb0033-RO2686,-2,121,2296,4,0,0,0,0,0,1,1,0,0,0,0,0,0,41.400052589512796,40.829424882931455,17.770522527555748,43,0,0,6,17,-7,0,182,32,-2,43,0,20,3,0,8,156,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.98415884612482,-9.515180068215]}"
12_000000000000000008cc_0,1,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,7,1997,0,125,4,106.548996,0,10.65,8.63,101,23,39,6.15,17,76,131.979,ctb0033-RO2690,0,106,2785,2,0,4,0,0,0,1,1,0,0,0,0,0,0,35.975838938966234,41.55374077211999,22.470420288913775,45,0,4,3,18,0,0,158,0,-3,44,0,9,2,0,2,161,54,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.067702167547935,-9.612467613485144]}"
12_000000000000000008ce_0,1,1,0,0,0,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,2,9,1997,32,127,4,106.548996,0,10.65,8.63,116,37,60,6.15,-1,39,131.979,ctb0033-RO2692,0,122,2419,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31.786194700044213,50.27547890448577,17.93832639547001,36,0,0,1,14,-5,0,199,32,-2,45,0,17,0,0,5,138,9,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.07039711340029,-9.68307519481694]}"
12_000000000000000008d2_0,1,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,6,1997,10,124,4,106.548996,0,10.65,8.63,113,37,47,6.15,-14,-10,131.979,ctb0033-RO2696,2,152,2384,0,0,0,0,0,0,1,1,0,0,0,0,0,0,39.6585590679888,47.82495762642285,12.516483305588356,36,0,0,3,13,1,0,173,10,1,45,0,9,0,0,3,143,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.14316065141398,-9.734818155182223]}"
12_000000000000000008d5_0,1,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,7,3,1997,11,124,4,106.548996,0,10.65,8.63,99,43,53,6.15,-28,-7,131.979,ctb0033-RO2699,1,152,2406,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36.491363617350295,48.864037674022065,14.644598708627655,39,0,0,-1,13,-7,0,176,11,-4,47,0,23,0,0,8,157,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.225087005325676,-9.773894870041422]}"
12_0000000000000000091b_0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,2,1997,12,126,4,106.548996,0,10.65,8.63,115,30,61,6.15,-20,-16,131.979,ctb0033-RO2769,-3,153,3941,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27.558732783253852,50.40078804565679,22.04047917108937,34,0,0,1,11,2,0,192,12,0,45,0,13,0,0,4,136,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.902865887193855,-10.205625195589265]}"
12_0000000000000000091c_0,1,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,9,2,1997,32,125,4,106.548996,0,10.65,8.63,91,53,32,6.15,0,-25,131.979,ctb0033-RO2770,3,177,2568,1,0,0,0,0,0,1,1,0,0,0,0,0,0,18.148604737321804,67.19825925285586,14.65313600982232,37,0,0,0,12,12,0,143,32,-2,46,0,37,1,0,13,150,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.886696212079706,-10.249013823812238]}"
12_0000000000000000093a_0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,6,1,0,1,14,1997,0,126,6,25.680801,32,85.77,0.76,143,42,59,1.8,30,26,114.0108,ctb0033-RO2800,0,56,2970,0,0,0,0,0,0,1,1,0,0,0,0,0,0,26.741050872410483,13.967509638223618,59.29143948936589,47,0,32,0,17,0,0,171,0,0,45,0,0,0,0,0,228,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.10471733153551,-7.565656238618816]}"
12_0000000000000000093b_0,1,1,0,0,0,1,0,17,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,4,1,1997,32,131,4,106.548996,0,10.65,8.63,84,22,59,6.15,-12,-15,131.979,ctb0033-RO2801,1,227,1628,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17.664039739498367,65.19610865179118,17.139851608710448,39,0,0,0,11,2,0,196,32,-1,49,0,10,0,0,3,132,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.2204111915664,-11.757375017377326]}"
12_0000000000000000093c_0,1,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,5,1,1997,4,131,4,106.548996,0,10.65,8.63,97,16,54,6.15,-38,-7,131.979,ctb0033-RO2802,0,264,3180,-3,0,0,0,0,0,1,1,0,0,0,0,0,0,17.022769236855325,68.08916971761917,14.888061045525514,38,0,0,-3,12,1,0,175,4,1,49,0,6,-2,0,1,135,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.29613917001768,-11.764920865763932]}"
12_0000000000000000093e_0,1,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,3,3,1997,32,133,4,106.548996,0,10.65,8.63,92,19,58,6.15,-41,-6,131.979,ctb0033-RO2804,0,246,1782,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18.366634453403456,65.92200174305547,15.711363803541076,37,0,0,0,12,0,0,180,32,2,50,0,3,0,0,0,137,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.39746913406636,-11.869754259420679]}"
12_00000000000000000940_0,1,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,4,1,1997,32,131,4,106.548996,0,10.65,8.63,73,35,65,6.15,0,-3,131.979,ctb0033-RO2806,4,234,2203,1,0,0,0,0,0,1,1,0,0,0,0,0,0,23.095653684226757,49.32175211957793,27.58259419619529,39,0,0,4,13,-1,0,189,32,1,50,0,12,1,0,4,132,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.406092960793906,-11.797260215992234]}"
12_00000000000000000944_0,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,11,1,1997,3,129,4,106.548996,0,10.65,8.63,92,19,55,6.15,-39,-10,131.979,ctb0033-RO2810,0,291,4232,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,21.82845960274121,64.33693418770254,13.834606209556263,42,0,0,-5,12,0,0,178,3,2,51,0,5,-1,0,1,144,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.091862274408896,-11.908830974279878]}"
12_00000000000000000950_0,1,1,0,0,0,1,0,16,0,0,0,0,0,0,0,1,3,0,0,0,16,0,0,6,4,1997,32,132,4,90.8651,0,28.17,8.54,103,20,53,3.65,28,13,131.2251,ctb0033-RO2822,0,250,2073,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16.359131015951764,72.64797064492247,10.992898339125762,38,0,0,0,13,1,0,194,32,-2,52,0,7,0,0,1,145,1,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.682499999435635,-11.714255883739588]}"
12_00000000000000000957_0,1,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,3,2,1997,0,131,4,5.17,0,0.517,0.41877,87,26,56,0.29854,0,7,6.40431,ctb0033-RO2829,2,199,4082,0,0,0,6,0,0,1,1,0,0,0,0,0,0,20.472422165214248,63.015058175989566,16.512519658796194,33,0,32,-1,11,0,0,166,0,0,49,0,6,0,0,2,132,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.13228646219428,-11.724496677978552]}"
12_00000000000000000958_0,1,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,4,1,1997,2,130,4,106.548996,0,10.65,8.63,123,21,50,6.15,-28,-13,131.979,ctb0033-RO2830,1,256,2764,1,0,0,0,0,0,1,1,0,0,0,0,0,0,25.81365415882872,62.79677761408541,11.389568227085878,38,0,0,1,12,1,0,165,2,0,50,0,9,2,0,2,137,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.0061629963039,-11.633138013583595]}"
12_0000000000000000095a_0,1,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,5,1,1997,3,130,4,106.548996,0,10.65,8.63,118,53,50,6.15,-8,4,131.979,ctb0033-RO2832,0,256,1248,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17.67315642204941,67.69046113216358,14.636382445787008,34,0,0,0,12,-1,0,178,3,-1,49,0,5,0,0,1,151,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.92208068571031,-11.681916533511286]}"
12_0000000000000000096f_0,1,1,0,0,0,0,0,12,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,10,2,1997,32,128,4,106.548996,0,10.65,8.63,90,50,55,6.15,12,36,131.979,ctb0033-RO2853,-1,280,3052,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22.904947925095144,63.33509373477973,13.75995834012512,37,0,0,0,12,1,0,176,32,-1,47,0,9,0,0,2,143,4,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.86979873617455,-11.146969781818113]}"
12_00000000000000000973_0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,8,0,0,0,7,0,0,8,1,1997,10,130,5,106.548996,0,10.65,8.63,70,73,53,6.15,-23,-19,131.979,ctb0033-RO2857,4,463,6856,-5,0,0,0,0,0,1,1,0,0,0,0,0,0,25.937943304126755,51.055677004345746,23.0063796915275,42,0,0,-6,13,0,0,191,10,1,50,0,12,-3,0,5,149,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.620516244831386,-11.629904078560765]}"
12_00000000000000000978_0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,3,0,0,0,8,0,0,11,1,1997,0,131,5,106.548996,0,10.65,8.63,97,96,51,6.15,-25,-16,131.979,ctb0033-RO2862,-1,456,1729,0,0,32,0,0,0,1,1,0,0,0,0,0,0,27.88262996539829,52.46800514957156,19.649364885030156,52,0,32,0,15,0,0,179,0,5,51,0,14,0,0,3,188,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.726158122243845,-11.5587575080585]}"
12_0000000000000000097a_0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,0,9,0,0,7,3,1997,11,130,4,106.548996,0,10.65,8.63,87,28,43,6.15,-26,-13,131.979,ctb0033-RO2864,-1,386,3444,1,0,0,0,0,0,1,1,0,0,0,0,0,0,18.164974680277798,69.69944740923933,12.13557791048288,38,0,0,1,13,1,0,178,11,1,51,0,10,0,0,2,148,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.60084314010917,-11.546899746308123]}"
12_0000000000000000097f_0,1,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,2,2,1997,1,134,4,90.8651,0,28.17,8.54,91,17,48,3.65,-16,3,131.2251,ctb0033-RO2869,-2,235,1408,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15.139928073194802,75.59326014834456,9.26681177846065,36,0,0,0,11,0,0,174,1,1,49,0,7,-1,0,2,133,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.67764909690139,-11.784593970486148]}"
12_00000000000000000981_0,1,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,5,3,1997,0,130,4,106.548996,0,10.65,8.63,129,15,71,6.15,-13,7,131.979,ctb0033-RO2871,0,246,3100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22.666143301087406,66.62656839529232,10.707288303620281,0,0,0,0,13,0,0,202,0,0,51,0,2,0,0,0,143,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.04335324906644,-11.564147399763216]}"
12_0000000000000000098e_0,1,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,4,1997,3,125,4,106.548996,0,10.65,8.63,97,48,41,6.15,-9,-20,131.979,ctb0033-RO2902,9,135,2073,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34.19590279781046,50.82141482509462,14.982682377094914,38,0,0,-1,13,10,0,162,3,-4,41,0,39,0,0,14,139,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.64946029410744,-9.378276818915186]}"
12_00000000000000000990_0,1,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,2,1997,0,124,4,106.548996,0,10.65,8.63,106,66,58,6.15,18,12,131.979,ctb0033-RO2905,-1,113,849,0,32,0,0,0,0,1,1,0,0,0,0,0,0,29.276916804988446,57.6550401843236,13.068043010687951,34,0,32,0,13,1,0,163,0,-1,42,0,6,0,0,2,134,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.65862311000546,-9.361298660045327]}"
12_00000000000000000991_0,1,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,2,1997,3,126,4,106.548996,0,10.65,8.63,102,29,49,6.15,5,4,131.979,ctb0033-RO2906,0,101,1970,0,0,0,0,0,0,1,1,0,0,0,0,0,0,33.96678522190637,49.33388293500354,16.6993318430901,37,0,0,0,13,0,0,169,3,0,42,0,1,0,0,0,138,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.5597185972239,-9.455621764877876]}"
12_00000000000000000997_0,1,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,1997,0,119,4,106.548996,0,10.65,8.63,128,73,42,6.15,-26,-4,131.979,ctb0033-RO2912,0,83,1985,0,32,0,0,0,0,1,1,0,0,0,0,0,0,33.32591333362953,50.20139967047235,16.472686995898123,52,0,32,0,15,0,0,140,0,0,44,0,2,0,0,0,316,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.74701733396282,-9.377198840574243]}"
12_0000000000000000099b_0,1,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,4,1997,3,126,4,106.548996,0,10.65,8.63,108,64,49,6.15,-3,-18,131.979,ctb0033-RO2916,-6,123,2778,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31.99485454944312,48.732518796470586,19.2726266540863,36,0,0,0,14,-2,0,170,3,-3,42,0,21,0,0,7,145,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.84996426552291,-9.644806963713448]}"
12_0000000000000000099d_0,1,1,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,1997,32,121,7,90.8651,0,28.17,8.54,117,65,29,3.65,29,59,131.2251,ctb0033-RO2918,0,95,1889,-3,0,0,0,0,0,1,1,0,0,0,0,0,0,35.20243220511075,32.89010466182496,31.907463133064283,54,0,0,-1,15,0,0,126,32,0,45,0,2,0,0,0,279,6,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.43638448299615,-9.665827541361844]}"
12_0000000000000000099f_0,1,0,0,0,0,1,0,12,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,1,11,1997,12,124,4,90.8651,0,28.17,8.54,111,52,57,3.65,0,19,131.2251,ctb0033-RO2920,0,101,2593,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31.818362439787112,25.93216945750456,42.249468102708335,42,0,0,0,16,0,0,188,12,0,44,0,2,0,0,0,158,0,1997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.32616119763468,-9.735896133523166]}"
